                                     | Core 0      | Core 1     
  Instructions                       |   934398550 |   930589746
  Cycles                             |  1022253000 |  1022253000
  IPC                                |        0.91 |        0.91
  Time (ns)                          |  1022253000 |  1022253000
  Idle time (ns)                     |      355812 |      516813
  Idle time (%)                      |        0.0% |        0.1%
Branch predictor stats               |             |            
  num correct                        |    47162763 |    46645625
  num incorrect                      |       22364 |       17744
  misprediction rate                 |       0.05% |       0.04%
  mpki                               |        0.02 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   102091059 |   101720941
    num misses                       |         215 |          29
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   518332109 |   516771897
    num misses                       |      290424 |      287533
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.31 |        0.31
  L2 TLB                             |             |            
    num accesses                     |      290639 |      287562
    num misses                       |      203102 |      201574
    miss rate                        |      69.88% |      70.10%
    mpki                             |        0.22 |        0.22
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   102091059 |   101720941
    num cache misses                 |      118026 |       99132
    miss rate                        |       0.12% |       0.10%
    mpki                             |        0.13 |        0.11
  Cache L1-D                         |             |            
    num cache accesses               |   518332109 |   516771897
    num cache misses                 |    21110748 |    21088893
    miss rate                        |       4.07% |       4.08%
    mpki                             |       22.59 |       22.66
  Cache L2                           |             |            
    num cache accesses               |    22910894 |    22848967
    num cache misses                 |    15963452 |    15911244
    miss rate                        |      69.68% |      69.64%
    mpki                             |       17.08 |       17.10
  Cache L3                           |             |            
    num cache accesses               |    17646495 |    17572553
    num cache misses                 |    10333952 |    10329136
    miss rate                        |      58.56% |      58.78%
    mpki                             |       11.06 |       11.10
DRAM summary                         |             |            
  num dram accesses                  |    30059665 |           0
  average dram access latency (ns)   |      978.59 |         inf
  average dram queueing delay        |      917.34 |        0.00
  average dram bandwidth utilization |       3.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     7439995 |     7453883
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
