                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  321730470 |  323128463 |  344356400 |  344317413 |  353290338 |  355924914
  Cycles                             |  348625900 |  348625900 |  348625900 |  348625900 |  348625900 |  348625900
  IPC                                |       0.92 |       0.93 |       0.99 |       0.99 |       1.01 |       1.02
  Time (ns)                          |  348625900 |  348625900 |  348625900 |  348625900 |  348625900 |  348625900
  Idle time (ns)                     |      11244 |     522044 |    2677447 |    2025525 |    2855660 |    4625134
  Idle time (%)                      |       0.0% |       0.1% |       0.8% |       0.6% |       0.8% |       1.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   16229306 |   16899435 |   27589650 |   27699839 |   31582561 |   32915614
  num incorrect                      |      14231 |       7517 |       7331 |       7320 |       6850 |       6774
  misprediction rate                 |      0.09% |      0.04% |      0.03% |      0.03% |      0.02% |      0.02%
  mpki                               |       0.04 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   35189983 |   35048155 |   33665362 |   33614850 |   33278375 |   33089058
    num misses                       |        180 |         28 |         28 |         27 |         28 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  178568075 |  178464088 |  176992998 |  176846949 |  177084628 |  177017156
    num misses                       |     102457 |     102162 |      96035 |      95921 |      94965 |      94249
    miss rate                        |      0.06% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.32 |       0.32 |       0.28 |       0.28 |       0.27 |       0.26
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |     102637 |     102190 |      96063 |      95948 |      94993 |      94278
    num misses                       |      70317 |      69227 |      66754 |      66625 |      65868 |      65376
    miss rate                        |     68.51% |     67.74% |     69.49% |     69.44% |     69.34% |     69.34%
    mpki                             |       0.22 |       0.21 |       0.19 |       0.19 |       0.19 |       0.18
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   35189983 |   35048155 |   33665362 |   33614850 |   33278375 |   33089058
    num cache misses                 |      50943 |      37583 |      35037 |      36299 |      35077 |      34626
    miss rate                        |      0.14% |      0.11% |      0.10% |      0.11% |      0.11% |      0.10%
    mpki                             |       0.16 |       0.12 |       0.10 |       0.11 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  178568075 |  178464088 |  176992998 |  176846949 |  177084628 |  177017156
    num cache misses                 |    7299964 |    7344435 |    7068716 |    7061552 |    6968516 |    6940417
    miss rate                        |      4.09% |      4.12% |      3.99% |      3.99% |      3.94% |      3.92%
    mpki                             |      22.69 |      22.73 |      20.53 |      20.51 |      19.72 |      19.50
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    7889828 |    7917199 |    7629292 |    7630521 |    7509862 |    7457126
    num cache misses                 |    5490044 |    5474914 |    5272438 |    5264747 |    5204581 |    5172263
    miss rate                        |     69.58% |     69.15% |     69.11% |     69.00% |     69.30% |     69.36%
    mpki                             |      17.06 |      16.94 |      15.31 |      15.29 |      14.73 |      14.53
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    6030978 |    6010649 |    5798464 |    5797988 |    5711254 |    5654575
    num cache misses                 |    3520962 |    3486690 |    3367874 |    3410229 |    3328793 |    3212973
    miss rate                        |     58.38% |     58.01% |     58.08% |     58.82% |     58.28% |     56.82%
    mpki                             |      10.94 |      10.79 |       9.78 |       9.90 |       9.42 |       9.03
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |   14591282 |          0 |          0 |          0 |   14592138 |          0
  average dram access latency (ns)   |    1244.19 |        inf |        inf |        inf |    1334.98 |        inf
  average dram queueing delay        |    1182.94 |       0.00 |       0.00 |       0.00 |    1273.73 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |    2485621 |    2500255 |    2410916 |    2423227 |    2340233 |    2280734
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      29627 |       8944 |       8995 |      24614 |      51967 |      10772
