                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7     | Core 8      | Core 9      | Core 10     | Core 11     | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  2541543581 |  2537419140 |  2535563726 |  2531973294 |          0 |          0 |          0 |          0 |  2542955720 |  2526327404 |  2515598768 |  2512812906 |          0 |          0 |          0 |          0
  Cycles                             |  1102609870 |  1102609870 |  1102609870 |  1102609870 |  836462660 |  836462660 |  836462660 |  836462660 |  1102609870 |  1102609870 |  1102609870 |  1102609870 |  836462660 |  836462660 |  836462660 |  836462660
  IPC                                |        2.31 |        2.30 |        2.30 |        2.30 |       0.00 |       0.00 |       0.00 |       0.00 |        2.31 |        2.29 |        2.28 |        2.28 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   380210300 |   380210300 |   380210300 |   380210300 |  380210300 |  380210300 |  380210300 |  380210300 |   380210300 |   380210300 |   380210300 |   380210300 |  380210300 |  380210300 |  380210300 |  380210300
  Idle time (ns)                     |      296887 |      295155 |      291639 |         311 |  380210300 |  380210300 |  380210300 |  380210300 |      293416 |      289657 |      300342 |      298618 |  380210300 |  380210300 |  380210300 |  380210300
  Idle time (%)                      |        0.1% |        0.1% |        0.1% |        0.0% |     100.0% |     100.0% |     100.0% |     100.0% |        0.1% |        0.1% |        0.1% |        0.1% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num correct                        |    22387164 |    21011995 |    20393775 |    15047913 |          0 |          0 |          0 |          0 |    22858004 |    13660669 |   284338633 |   283410218 |          0 |          0 |          0 |          0
  num incorrect                      |       40912 |       40348 |       40416 |       49582 |          0 |          0 |          0 |          0 |       40853 |       44762 |       32635 |       32433 |          0 |          0 |          0 |          0
  misprediction rate                 |       0.18% |       0.19% |       0.20% |       0.33% |      0.00% |      0.00% |      0.00% |      0.00% |       0.18% |       0.33% |       0.01% |       0.01% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |       0.00 |       0.00 |       0.00 |       0.00 |        0.02 |        0.02 |        0.01 |        0.01 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  I-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |   235978558 |   235978558 |   235978651 |   237288126 |          0 |          0 |          0 |          0 |   235978558 |   236970771 |   158651339 |   158651336 |          0 |          0 |          0 |          0
    num misses                       |          38 |          38 |          38 |         242 |          0 |          0 |          0 |          0 |          38 |          38 |          38 |          38 |          0 |          0 |          0 |          0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |  1159097518 |  1158411678 |  1158101714 |  1161823228 |          0 |          0 |          0 |          0 |  1159332726 |  1160000165 |   913782542 |   913318226 |          0 |          0 |          0 |          0
    num misses                       |     1368358 |     1358864 |     1406517 |     1375025 |          0 |          0 |          0 |          0 |     1424082 |     1433087 |      934492 |      941617 |          0 |          0 |          0 |          0
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |      0.00% |      0.00% |      0.00% |      0.00% |       0.12% |       0.12% |       0.10% |       0.10% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.54 |        0.54 |        0.55 |        0.54 |       0.00 |       0.00 |       0.00 |       0.00 |        0.56 |        0.57 |        0.37 |        0.37 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |     1368396 |     1358902 |     1406555 |     1375267 |          0 |          0 |          0 |          0 |     1424120 |     1433125 |      934530 |      941655 |          0 |          0 |          0 |          0
    num misses                       |       36163 |       31140 |       34765 |       31223 |          0 |          0 |          0 |          0 |       31137 |       41726 |       23908 |       24002 |          0 |          0 |          0 |          0
    miss rate                        |       2.64% |       2.29% |       2.47% |       2.27% |      0.00% |      0.00% |      0.00% |      0.00% |       2.19% |       2.91% |       2.56% |       2.55% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |       0.00 |       0.00 |       0.00 |       0.00 |        0.01 |        0.02 |        0.01 |        0.01 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  Cache L1-I                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |   235978558 |   235978558 |   235978651 |   237288126 |          0 |          0 |          0 |          0 |   235978558 |   236970771 |   158651339 |   158651336 |          0 |          0 |          0 |          0
    num cache misses                 |      188963 |      188794 |      189256 |      249725 |          0 |          0 |          0 |          0 |      188782 |      188965 |      187363 |      187362 |          0 |          0 |          0 |          0
    miss rate                        |       0.08% |       0.08% |       0.08% |       0.11% |       inf% |       inf% |       inf% |       inf% |       0.08% |       0.08% |       0.12% |       0.12% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.07 |        0.07 |        0.07 |        0.10 |        inf |        inf |        inf |        inf |        0.07 |        0.07 |        0.07 |        0.07 |        inf |        inf |        inf |        inf
  Cache L1-D                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |  1159097518 |  1158411678 |  1158101714 |  1161823228 |          0 |          0 |          0 |          0 |  1159332726 |  1160000165 |   913782542 |   913318226 |          0 |          0 |          0 |          0
    num cache misses                 |     7668343 |     7677702 |     7698252 |     8151611 |          0 |          0 |          0 |          0 |     7640414 |     8003737 |     5633036 |     5666422 |          0 |          0 |          0 |          0
    miss rate                        |       0.66% |       0.66% |       0.66% |       0.70% |       inf% |       inf% |       inf% |       inf% |       0.66% |       0.69% |       0.62% |       0.62% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        3.02 |        3.03 |        3.04 |        3.22 |        inf |        inf |        inf |        inf |        3.00 |        3.17 |        2.24 |        2.26 |        inf |        inf |        inf |        inf
  Cache L2                           |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |     8446833 |     8176723 |     8467935 |     9018038 |          0 |          0 |          0 |          0 |     8298126 |     8857965 |     6152593 |     6332989 |          0 |          0 |          0 |          0
    num cache misses                 |     1199335 |     1134113 |     1310324 |     1252164 |          0 |          0 |          0 |          0 |     1140935 |     1448477 |      955319 |      993268 |          0 |          0 |          0 |          0
    miss rate                        |      14.20% |      13.87% |      15.47% |      13.89% |       inf% |       inf% |       inf% |       inf% |      13.75% |      16.35% |      15.53% |      15.68% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.47 |        0.45 |        0.52 |        0.49 |        inf |        inf |        inf |        inf |        0.45 |        0.57 |        0.38 |        0.40 |        inf |        inf |        inf |        inf
  Cache L3                           |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |     2147329 |     1763007 |     2209821 |     2103282 |          0 |          0 |          0 |          0 |     1929137 |     2432206 |     1562714 |     1854056 |          0 |          0 |          0 |          0
    num cache misses                 |      707558 |      408672 |      915312 |      880374 |          0 |          0 |          0 |          0 |      857184 |     1053053 |      321760 |      633314 |          0 |          0 |          0 |          0
    miss rate                        |      32.95% |      23.18% |      41.42% |      41.86% |       inf% |       inf% |       inf% |       inf% |      44.43% |      43.30% |      20.59% |      34.16% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.28 |        0.16 |        0.36 |        0.35 |        inf |        inf |        inf |        inf |        0.34 |        0.42 |        0.13 |        0.25 |        inf |        inf |        inf |        inf
DRAM summary                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num dram accesses                  |       33813 |           0 |           0 |           0 |          0 |          0 |          0 |          0 |       19709 |           0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      271.60 |         inf |         inf |         inf |        inf |        inf |        inf |        inf |      391.49 |         inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      210.34 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      330.24 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num loads from dram                |         196 |           6 |          10 |        6698 |          0 |          0 |          0 |          0 |           4 |           4 |          31 |           3 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0 |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      701949 |      363274 |      869342 |      826252 |          0 |          0 |          0 |          0 |      804407 |      999919 |      279259 |      580565 |          0 |          0 |          0 |          0
