                                     | Core 0     | Core 1    
  Instructions                       |  362369447 |  362714884
  Cycles                             |  117815110 |  117815110
  IPC                                |       3.08 |       3.08
  Time (ns)                          |   40625900 |   40625900
  Idle time (ns)                     |        516 |     356869
  Idle time (%)                      |       0.0% |       0.9%
Branch predictor stats               |            |           
  num correct                        |   17387306 |   17626027
  num incorrect                      |     501258 |     487661
  misprediction rate                 |      2.80% |      2.69%
  mpki                               |       1.38 |       1.34
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   32385886 |   32252481
    num misses                       |        316 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  112872268 |  112624983
    num misses                       |     112545 |     109743
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.31 |       0.30
  L2 TLB                             |            |           
    num accesses                     |     112861 |     109771
    num misses                       |      25152 |      24155
    miss rate                        |     22.29% |     22.00%
    mpki                             |       0.07 |       0.07
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   32385886 |   32252481
    num cache misses                 |      13974 |       4059
    miss rate                        |      0.04% |      0.01%
    mpki                             |       0.04 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  112872268 |  112624983
    num cache misses                 |   11172150 |   11155130
    miss rate                        |      9.90% |      9.90%
    mpki                             |      30.83 |      30.75
  Cache L2                           |            |           
    num cache accesses               |   11203905 |   11175927
    num cache misses                 |    1539348 |    1516453
    miss rate                        |     13.74% |     13.57%
    mpki                             |       4.25 |       4.18
  Cache L3                           |            |           
    num cache accesses               |    1757272 |    1733314
    num cache misses                 |     361225 |     352261
    miss rate                        |     20.56% |     20.32%
    mpki                             |       1.00 |       0.97
DRAM summary                         |            |           
  num dram accesses                  |      89272 |      89190
  average dram access latency (ns)   |      61.72 |      61.59
  average dram queueing delay        |       0.47 |       0.34
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       5823 |        606
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     250446 |     250895
