                                     | Core 0       | Core 1      
  Instructions                       |  14729663899 |  14697769046
  Cycles                             |   5773242800 |   5773242800
  IPC                                |         2.55 |         2.55
  Time (ns)                          |   1443310700 |   1443310700
  Idle time (ns)                     |      7414509 |      4548372
  Idle time (%)                      |         0.5% |         0.3%
Branch predictor stats               |              |             
  num correct                        |    755051062 |    743871349
  num incorrect                      |      4117887 |      4808492
  misprediction rate                 |        0.54% |        0.64%
  mpki                               |         0.28 |         0.33
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1751736667 |   1751623376
    num misses                       |          262 |           25
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   4724039080 |   4718497634
    num misses                       |      7584708 |      7518516
    miss rate                        |        0.16% |        0.16%
    mpki                             |         0.51 |         0.51
  L2 TLB                             |              |             
    num accesses                     |      7584970 |      7518541
    num misses                       |      1563352 |      1524159
    miss rate                        |       20.61% |       20.27%
    mpki                             |         0.11 |         0.10
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1751736667 |   1751623376
    num cache misses                 |       435808 |       426862
    miss rate                        |        0.02% |        0.02%
    mpki                             |         0.03 |         0.03
  Cache L1-D                         |              |             
    num cache accesses               |   4724039080 |   4718497634
    num cache misses                 |    596846176 |    597154430
    miss rate                        |       12.63% |       12.66%
    mpki                             |        40.52 |        40.63
  Cache L2                           |              |             
    num cache accesses               |    603600541 |    603897643
    num cache misses                 |     64913380 |     64936979
    miss rate                        |       10.75% |       10.75%
    mpki                             |         4.41 |         4.42
  Cache L3                           |              |             
    num cache accesses               |     88378764 |     88402055
    num cache misses                 |     50055773 |     50035639
    miss rate                        |       56.64% |       56.60%
    mpki                             |         3.40 |         3.40
DRAM summary                         |              |             
  num dram accesses                  |     94728307 |     94723993
  average dram access latency (ns)   |     19631.75 |     20125.92
  average dram queueing delay        |     19570.50 |     20064.66
  average dram bandwidth utilization |        8.00% |        8.00%
Coherency Traffic                    |              |             
  num loads from dram                |     35107455 |     35103000
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |        10829 |        11330
