                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21462581 |    3859449 |    4157290 |    4126787 |    3912034 |    4276770 |    4243887 |    4004945 |    4133982 |    4052512 |    3529680 |    4145625
  Cycles                             |   15422700 |   15422700 |   15422700 |   15422700 |   20563600 |   20563600 |   20563600 |   20563600 |   15422700 |   15422700 |   15422700 |   15422700
  IPC                                |       1.39 |       0.25 |       0.27 |       0.27 |       0.19 |       0.21 |       0.21 |       0.19 |       0.27 |       0.26 |       0.23 |       0.27
  Time (ns)                          |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900 |    5140900
  Idle time (ns)                     |       1628 |    4339651 |    4339938 |    4340218 |    4350235 |    4350566 |    4350672 |    4350631 |    4340439 |    4340811 |    4340813 |    4340852
  Idle time (%)                      |       0.0% |      84.4% |      84.4% |      84.4% |      84.6% |      84.6% |      84.6% |      84.6% |      84.4% |      84.4% |      84.4% |      84.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2422100 |    1172898 |    1300804 |    1289354 |    1191775 |    1341811 |    1330013 |    1228000 |    1268645 |    1231933 |    1012621 |    1272516
  num incorrect                      |     160299 |      11100 |       6907 |       7286 |      11395 |       6715 |       6960 |      10270 |      10775 |      11927 |      19505 |      10441
  misprediction rate                 |      6.21% |      0.94% |      0.53% |      0.56% |      0.95% |      0.50% |      0.52% |      0.83% |      0.84% |      0.96% |      1.89% |      0.81%
  mpki                               |       7.47 |       2.88 |       1.66 |       1.77 |       2.91 |       1.57 |       1.64 |       2.56 |       2.61 |       2.94 |       5.53 |       2.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2504321 |      69908 |      50040 |      51846 |      70104 |      50247 |      51742 |      65732 |      67315 |      74493 |     109533 |      67795
    num misses                       |        182 |         46 |         29 |         29 |         29 |         29 |         29 |         46 |         46 |         46 |         48 |         47
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.06% |      0.04% |      0.06% |      0.06% |      0.07% |      0.07% |      0.06% |      0.04% |      0.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5011106 |     789099 |     819440 |     814997 |     800474 |     837297 |     833111 |     809526 |     835900 |     826893 |     781779 |     834668
    num misses                       |       2234 |        863 |        835 |        867 |        815 |        814 |        828 |        852 |        867 |        856 |        833 |        840
    miss rate                        |      0.04% |      0.11% |      0.10% |      0.11% |      0.10% |      0.10% |      0.10% |      0.11% |      0.10% |      0.10% |      0.11% |      0.10%
    mpki                             |       0.10 |       0.22 |       0.20 |       0.21 |       0.21 |       0.19 |       0.20 |       0.21 |       0.21 |       0.21 |       0.24 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2416 |        909 |        864 |        896 |        844 |        843 |        857 |        898 |        913 |        902 |        881 |        887
    num misses                       |        691 |        209 |        194 |        184 |        193 |        201 |        195 |        202 |        203 |        208 |        205 |        200
    miss rate                        |     28.60% |     22.99% |     22.45% |     20.54% |     22.87% |     23.84% |     22.75% |     22.49% |     22.23% |     23.06% |     23.27% |     22.55%
