                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   68557895 |   72448384 |   68734565 |   72820647 |   57476409 |   58177986 |   59665079 |   62685964 |   69622615 |   72702229 |   69318307 |   69701569 |   62743668 |   62750076 |   58131334 |   58170924
  Cycles                             |   33309980 |   33309980 |   33309980 |   33309980 |   25269640 |   25269640 |   25269640 |   25269640 |   33309980 |   33309980 |   33309980 |   33309980 |   25269640 |   25269640 |   25269640 |   25269640
  IPC                                |       2.06 |       2.17 |       2.06 |       2.19 |       2.27 |       2.30 |       2.36 |       2.48 |       2.09 |       2.18 |       2.08 |       2.09 |       2.48 |       2.48 |       2.30 |       2.30
  Time (ns)                          |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200 |   11486200
  Idle time (ns)                     |     326155 |     333297 |     325090 |     338458 |        397 |     323781 |     331261 |     337419 |     329208 |     334315 |     332279 |     330243 |     336352 |     335333 |     328191 |     327173
  Idle time (%)                      |       2.8% |       2.9% |       2.8% |       2.9% |       0.0% |       2.8% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4504396 |   23919087 |    4563545 |   24257834 |     480026 |    1044312 |    1777104 |   20879581 |    5096128 |   24003699 |    4994692 |    5122642 |   20898816 |   20900952 |    1028871 |    1042285
  num incorrect                      |       3805 |       1016 |       3736 |        999 |      11814 |       3719 |       3148 |        998 |       3179 |       1017 |       3179 |       3173 |        998 |        998 |       3736 |       3746
  misprediction rate                 |      0.08% |      0.00% |      0.08% |      0.00% |      2.40% |      0.35% |      0.18% |      0.00% |      0.06% |      0.00% |      0.06% |      0.06% |      0.00% |      0.00% |      0.36% |      0.36%
  mpki                               |       0.06 |       0.01 |       0.05 |       0.01 |       0.21 |       0.06 |       0.05 |       0.02 |       0.05 |       0.01 |       0.05 |       0.05 |       0.02 |       0.02 |       0.06 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5275490 |      81989 |    5275343 |      11454 |    5481763 |    5275534 |    5211173 |      11453 |    5211320 |      81989 |    5211320 |    5211173 |      11453 |      11453 |    5275343 |    5275343
    num misses                       |         38 |         31 |         38 |         31 |        224 |         38 |         38 |         31 |         38 |         31 |         38 |         38 |         31 |         31 |         38 |         38
    miss rate                        |      0.00% |      0.04% |      0.00% |      0.27% |      0.00% |      0.00% |      0.00% |      0.27% |      0.00% |      0.04% |      0.00% |      0.00% |      0.27% |      0.27% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   27836146 |   12303473 |   27865284 |   12156763 |   26566717 |   26106471 |   26126761 |   10467635 |   27786607 |   12345784 |   27735889 |   27799459 |   10477252 |   10478320 |   26098476 |   26104677
    num misses                       |       3691 |         48 |       1369 |         31 |       8398 |       2423 |       1369 |         31 |       3563 |         52 |        914 |       3169 |         31 |         31 |       4070 |       4977
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.03% |      0.01% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.00 |       0.02 |       0.00 |       0.15 |       0.04 |       0.02 |       0.00 |       0.05 |       0.00 |       0.01 |       0.05 |       0.00 |       0.00 |       0.07 |       0.09
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3729 |         79 |       1407 |         62 |       8622 |       2461 |       1407 |         62 |       3601 |         83 |        952 |       3207 |         62 |         62 |       4108 |       5015
    num misses                       |        133 |         78 |        133 |         62 |        588 |        146 |        132 |         62 |        131 |         83 |        128 |        130 |         62 |         62 |        134 |        134
    miss rate                        |      3.57% |     98.73% |      9.45% |    100.00% |      6.82% |      5.93% |      9.38% |    100.00% |      3.64% |    100.00% |     13.45% |      4.05% |    100.00% |    100.00% |      3.26% |      2.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5275490 |      81989 |    5275343 |      11454 |    5481763 |    5275534 |    5211173 |      11453 |    5211320 |      81989 |    5211320 |    5211173 |      11453 |      11453 |    5275343 |    5275343
    num cache misses                 |      57994 |        222 |      57994 |        147 |      81482 |      58080 |      55816 |        146 |      55796 |        223 |      55796 |      55796 |        146 |        146 |      58114 |      57998
    miss rate                        |      1.10% |      0.27% |      1.10% |      1.28% |      1.49% |      1.10% |      1.07% |      1.27% |      1.07% |      0.27% |      1.07% |      1.07% |      1.27% |      1.27% |      1.10% |      1.10%
    mpki                             |       0.85 |       0.00 |       0.84 |       0.00 |       1.42 |       1.00 |       0.94 |       0.00 |       0.80 |       0.00 |       0.80 |       0.80 |       0.00 |       0.00 |       1.00 |       1.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   27836146 |   12303473 |   27865284 |   12156763 |   26566717 |   26106471 |   26126761 |   10467635 |   27786607 |   12345784 |   27735889 |   27799459 |   10477252 |   10478320 |   26098476 |   26104677
    num cache misses                 |     117093 |      14057 |     115547 |       3431 |     200274 |     152396 |     125565 |       3403 |      91305 |       6183 |      92320 |      92231 |       3443 |       3397 |     152096 |     155448
    miss rate                        |      0.42% |      0.11% |      0.41% |      0.03% |      0.75% |      0.58% |      0.48% |      0.03% |      0.33% |      0.05% |      0.33% |      0.33% |      0.03% |      0.03% |      0.58% |      0.60%
    mpki                             |       1.71 |       0.19 |       1.68 |       0.05 |       3.48 |       2.62 |       2.10 |       0.05 |       1.31 |       0.09 |       1.33 |       1.32 |       0.05 |       0.05 |       2.62 |       2.67
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     197691 |      21624 |     192035 |       3580 |     296670 |     222656 |     199176 |       3551 |     162174 |      14913 |     168224 |     169008 |       3885 |       3818 |     223833 |     227289
    num cache misses                 |      69097 |      14279 |      67280 |       3578 |      80259 |      69551 |      55684 |       3549 |      51982 |       6406 |      52065 |      52913 |       3591 |       3545 |      72828 |      74812
    miss rate                        |     34.95% |     66.03% |     35.04% |     99.94% |     27.05% |     31.24% |     27.96% |     99.94% |     32.05% |     42.96% |     30.95% |     31.31% |     92.43% |     92.85% |     32.54% |     32.91%
    mpki                             |       1.01 |       0.20 |       0.98 |       0.05 |       1.40 |       1.20 |       0.93 |       0.06 |       0.75 |       0.09 |       0.75 |       0.76 |       0.06 |       0.06 |       1.25 |       1.29
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     100328 |      21624 |      94646 |       3580 |     109348 |      91226 |      81068 |       3551 |      74234 |      14913 |      78397 |      80863 |       3885 |       3818 |      95200 |      96301
    num cache misses                 |      38773 |       9058 |      18261 |        477 |      28178 |       9318 |      31486 |        494 |      11155 |       5225 |      35423 |      25242 |       2455 |       2413 |      15553 |      23628
    miss rate                        |     38.65% |     41.89% |     19.29% |     13.32% |     25.77% |     10.21% |     38.84% |     13.91% |     15.03% |     35.04% |     45.18% |     31.22% |     63.19% |     63.20% |     16.34% |     24.54%
    mpki                             |       0.57 |       0.13 |       0.27 |       0.01 |       0.49 |       0.16 |       0.53 |       0.01 |       0.16 |       0.07 |       0.51 |       0.36 |       0.04 |       0.04 |       0.27 |       0.41
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      17799 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       3446 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      70.57 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     107.50 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      46.25 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |         52 |          7 |         55 |         12 |       6816 |         55 |          7 |          8 |         53 |         20 |          3 |         54 |          5 |          4 |         47 |          4
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      37769 |       4593 |      17337 |        209 |       8339 |       8506 |      27086 |        223 |       9754 |       2110 |      30370 |      23861 |       2062 |       2000 |      14242 |      18806
