                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  243772227 |   39909227 |   54585356 |   69263768 |   83935402 |   98613872 |  113291931 |  125870779
  Cycles                             |  300785100 |  300785100 |  300785100 |  300785100 |  228181800 |  228181800 |  228181800 |  228181800
  IPC                                |       0.81 |       0.13 |       0.18 |       0.23 |       0.37 |       0.43 |       0.50 |       0.55
  Time (ns)                          |  103719000 |  103719000 |  103719000 |  103719000 |  103719000 |  103719000 |  103719000 |  103719000
  Idle time (ns)                     |   23624858 |   90527709 |   86651035 |   83581562 |   77135123 |   74831300 |   72805277 |   71050677
  Idle time (%)                      |      22.8% |      87.3% |      83.5% |      80.6% |      74.4% |      72.1% |      70.2% |      68.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   21647747 |    5410356 |    7506384 |    9603064 |   11697780 |   13794476 |   15891041 |   17387984
  num incorrect                      |       8734 |         89 |         89 |         89 |         89 |         89 |         90 |         80
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   37799417 |        312 |        312 |        312 |        312 |        312 |        318 |        234
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.03% |      6.84%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25682867 |    6900719 |    6900157 |    6899921 |    6898703 |    6898475 |    6898209 |    6597743
    num misses                       |   18550115 |    2059265 |    2067701 |    2075995 |    2070510 |    2077950 |    2080763 |    2074787
    miss rate                        |     72.23% |     29.84% |     29.97% |     30.09% |     30.01% |     30.12% |     30.16% |     31.45%
    mpki                             |      76.10 |      51.60 |      37.88 |      29.97 |      24.67 |      21.07 |      18.37 |      16.48
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |   18550230 |    2059281 |    2067717 |    2076011 |    2070526 |    2077966 |    2080779 |    2074803
    num misses                       |   17272383 |    1910267 |    1932001 |    1943407 |    1936807 |    1952658 |    1953280 |    1945367
    miss rate                        |     93.11% |     92.76% |     93.44% |     93.61% |     93.54% |     93.97% |     93.87% |     93.76%
    mpki                             |      70.85 |      47.87 |      35.39 |      28.06 |      23.07 |      19.80 |      17.24 |      15.46
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   37799417 |        312 |        312 |        312 |        312 |        312 |        318 |        234
    num cache misses                 |       3552 |         95 |         95 |         95 |         95 |         95 |         95 |         94
    miss rate                        |      0.01% |     30.45% |     30.45% |     30.45% |     30.45% |     30.45% |     29.87% |     40.17%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25682867 |    6900719 |    6900157 |    6899921 |    6898703 |    6898475 |    6898209 |    6597743
    num cache misses                 |   19206130 |    2069170 |    2084136 |    2089712 |    2091207 |    2094580 |    2094082 |    2090872
    miss rate                        |     74.78% |     29.98% |     30.20% |     30.29% |     30.31% |     30.36% |     30.36% |     31.69%
    mpki                             |      78.79 |      51.85 |      38.18 |      30.17 |      24.91 |      21.24 |      18.48 |      16.61
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |   20376648 |    3324670 |    3365241 |    3387263 |    3380689 |    3400659 |    3400930 |    3385243
    num cache misses                 |   18275187 |    1961639 |    1987597 |    2001938 |    2053578 |    2061546 |    2062939 |    2052587
    miss rate                        |     89.69% |     59.00% |     59.06% |     59.10% |     60.74% |     60.62% |     60.66% |     60.63%
    mpki                             |      74.97 |      49.15 |      36.41 |      28.90 |      24.47 |      20.91 |      18.21 |      16.31
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |   19442157 |    3217043 |    3268606 |    3299393 |    3342964 |    3367529 |    3369692 |    3346864
    num cache misses                 |   11833100 |    1251657 |    1276825 |    1293537 |    1288391 |    1305148 |    1306109 |    1293753
    miss rate                        |     60.86% |     38.91% |     39.06% |     39.21% |     38.54% |     38.76% |     38.76% |     38.66%
    mpki                             |      48.54 |      31.36 |      23.39 |      18.68 |      15.35 |      13.23 |      11.53 |      10.28
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   31553335 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      83.20 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     38.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |   11305574 |    1251611 |    1276801 |    1293514 |    1288367 |    1305125 |    1306081 |    1293722
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
