                                     | Core 0     | Core 1    
  Instructions                       |   12317286 |    3956776
  Cycles                             |   10896800 |   10896800
  IPC                                |       1.13 |       0.36
  Time (ns)                          |    2724200 |    2724200
  Idle time (ns)                     |       1246 |    1799716
  Idle time (%)                      |       0.0% |      66.1%
Branch predictor stats               |            |           
  num correct                        |    1549947 |    1010284
  num incorrect                      |      97803 |      32204
  misprediction rate                 |      5.94% |      3.09%
  mpki                               |       7.94 |       8.14
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1471945 |     273995
    num misses                       |        175 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3206129 |    1082865
    num misses                       |       1504 |        276
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.12 |       0.07
  L2 TLB                             |            |           
    num accesses                     |       1679 |        305
    num misses                       |        590 |        172
    miss rate                        |     35.14% |     56.39%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1471945 |     273995
    num cache misses                 |       2677 |        180
    miss rate                        |      0.18% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3206129 |    1082865
    num cache misses                 |      58080 |      35050
    miss rate                        |      1.81% |      3.24%
    mpki                             |       4.72 |       8.86
  Cache L2                           |            |           
    num cache accesses               |      62782 |      35230
    num cache misses                 |      43874 |      28300
    miss rate                        |     69.88% |     80.33%
    mpki                             |       3.56 |       7.15
  Cache L3                           |            |           
    num cache accesses               |      45982 |      28318
    num cache misses                 |      18502 |       2049
    miss rate                        |     40.24% |      7.24%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20538 |          0
  average dram access latency (ns)   |      62.03 |        inf
  average dram queueing delay        |       0.78 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10976 |        887
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
