                                     | Core 0     | Core 1    
  Instructions                       |   48653714 |   10748113
  Cycles                             |   39414800 |   39414800
  IPC                                |       1.23 |       0.27
  Time (ns)                          |    9853700 |    9853700
  Idle time (ns)                     |       1382 |    6888218
  Idle time (%)                      |       0.0% |      69.9%
Branch predictor stats               |            |           
  num correct                        |    5346021 |    2435189
  num incorrect                      |     437297 |     112754
  misprediction rate                 |      7.56% |      4.43%
  mpki                               |       8.99 |      10.49
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7755941 |     966022
    num misses                       |        172 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12174991 |    3410687
    num misses                       |      37247 |      35802
    miss rate                        |      0.31% |      1.05%
    mpki                             |       0.77 |       3.33
  L2 TLB                             |            |           
    num accesses                     |      37419 |      35830
    num misses                       |        971 |        474
    miss rate                        |      2.59% |      1.32%
    mpki                             |       0.02 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7755941 |     966022
    num cache misses                 |       3390 |        304
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12174991 |    3410687
    num cache misses                 |     194782 |     162061
    miss rate                        |      1.60% |      4.75%
    mpki                             |       4.00 |      15.08
  Cache L2                           |            |           
    num cache accesses               |     202714 |     168366
    num cache misses                 |     136174 |     114535
    miss rate                        |     67.18% |     68.03%
    mpki                             |       2.80 |      10.66
  Cache L3                           |            |           
    num cache accesses               |     140914 |     120637
    num cache misses                 |     130086 |     111437
    miss rate                        |     92.32% |     92.37%
    mpki                             |       2.67 |      10.37
DRAM summary                         |            |           
  num dram accesses                  |      19468 |      19427
  average dram access latency (ns)   |      61.34 |      61.33
  average dram queueing delay        |       0.09 |       0.08
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10691 |        257
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       4540 |       8908
