                                     | Core 0      | Core 1     | Core 2      | Core 3      | Core 4      | Core 5    
  Instructions                       |     9633415 |    4428457 |   424434651 |   393906827 |  1445502089 |    3786973
  Cycles                             |  1225289440 |  929529920 |  1225289440 |  1225289440 |   929529920 |  929529920
  IPC                                |        0.01 |       0.00 |        0.35 |        0.32 |        1.56 |       0.00
  Time (ns)                          |   422513600 |  422513600 |   422513600 |   422513600 |   422513600 |  422513600
  Idle time (ns)                     |   419560595 |  420158310 |   171925928 |   364975121 |     6883916 |  421174179
  Idle time (%)                      |       99.3% |      99.4% |       40.7% |       86.4% |        1.6% |      99.7%
Branch predictor stats               |             |            |             |             |             |           
  num correct                        |     1273774 |     178875 |    21344369 |      603190 |   172818946 |     415897
  num incorrect                      |        7553 |        728 |        4141 |        9631 |     8107387 |       5565
  misprediction rate                 |       0.59% |      0.41% |       0.02% |       1.57% |       4.48% |      1.32%
  mpki                               |        0.78 |       0.16 |        0.01 |        0.02 |        5.61 |       1.47
TLB Summary                          |             |            |             |             |             |           
  I-TLB                              |             |            |             |             |             |           
    num accesses                     |     1522045 |     429954 |    32076505 |    22171655 |   164866059 |     544486
    num misses                       |         114 |         35 |          33 |          39 |          47 |         41
    miss rate                        |       0.01% |      0.01% |       0.00% |       0.00% |       0.00% |      0.01%
    mpki                             |        0.01 |       0.01 |        0.00 |        0.00 |        0.00 |       0.01
  D-TLB                              |             |            |             |             |             |           
    num accesses                     |     4800114 |    3861936 |   286161948 |    92143976 |   703486791 |    2042368
    num misses                       |       10179 |       5336 |        2793 |        8404 |       97309 |       1477
    miss rate                        |       0.21% |      0.14% |       0.00% |       0.01% |       0.01% |      0.07%
    mpki                             |        1.06 |       1.20 |        0.01 |        0.02 |        0.07 |       0.39
  L2 TLB                             |             |            |             |             |             |           
    num accesses                     |       10293 |       5371 |        2826 |        8443 |       97356 |       1518
    num misses                       |        3152 |       5324 |        2816 |        6340 |        5244 |       1091
    miss rate                        |      30.62% |     99.12% |      99.65% |      75.09% |       5.39% |     71.87%
    mpki                             |        0.33 |       1.20 |        0.01 |        0.02 |        0.00 |       0.29
Cache Summary                        |             |            |             |             |             |           
  Cache L1-I                         |             |            |             |             |             |           
    num cache accesses               |     1522045 |     429954 |    32076505 |    22171655 |   164866059 |     544486
    num cache misses                 |        1820 |        559 |        1124 |        3665 |       92782 |        592
    miss rate                        |       0.12% |      0.13% |       0.00% |       0.02% |       0.06% |      0.11%
    mpki                             |        0.19 |       0.13 |        0.00 |        0.01 |        0.06 |       0.16
  Cache L1-D                         |             |            |             |             |             |           
    num cache accesses               |     4800114 |    3861936 |   286161948 |    92143976 |   703486791 |    2042368
    num cache misses                 |      169026 |     334379 |      178957 |      188404 |    13108933 |      20453
    miss rate                        |       3.52% |      8.66% |       0.06% |       0.20% |       1.86% |      1.00%
    mpki                             |       17.55 |      75.51 |        0.42 |        0.48 |        9.07 |       5.40
  Cache L2                           |             |            |             |             |             |           
    num cache accesses               |      232850 |     384929 |      180611 |      194884 |    13205746 |      22876
    num cache misses                 |      158611 |     333596 |      177668 |      189378 |      335162 |      17442
    miss rate                        |      68.12% |     86.66% |      98.37% |      97.17% |       2.54% |     76.25%
    mpki                             |       16.46 |      75.33 |        0.42 |        0.48 |        0.23 |       4.61
  Cache L3                           |             |            |             |             |             |           
    num cache accesses               |      220619 |     383588 |      178334 |      192194 |      340424 |      19279
    num cache misses                 |      151671 |     332920 |      172865 |       12653 |       86191 |       3295
    miss rate                        |      68.75% |     86.79% |      96.93% |       6.58% |      25.32% |     17.09%
    mpki                             |       15.74 |      75.18 |        0.41 |        0.03 |        0.06 |       0.87
DRAM summary                         |             |            |             |             |             |           
  num dram accesses                  |     1069509 |          0 |           0 |           0 |           0 |          0
  average dram access latency (ns)   |       61.75 |        inf |         inf |         inf |         inf |        inf
  average dram queueing delay        |        0.50 |       0.00 |        0.00 |        0.00 |        0.00 |       0.00
  average dram bandwidth utilization |       0.00% |      0.00% |       0.00% |       0.00% |       0.00% |      0.00%
Coherency Traffic                    |             |            |             |             |             |           
  num loads from dram                |       75519 |     215828 |      166340 |        7759 |        2270 |       2468
  num loads from dram cache          |           0 |          0 |           0 |           0 |           0 |          0
  num loads from remote cache        |           0 |          0 |           0 |           0 |           0 |          0
