                                     | Core 0       | Core 1      
  Instructions                       |  16663619529 |  16529233457
  Cycles                             |   9585511600 |   9585511600
  IPC                                |         1.74 |         1.72
  Time (ns)                          |   2396377900 |   2396377900
  Idle time (ns)                     |          367 |       257785
  Idle time (%)                      |         0.0% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    471600667 |    427610251
  num incorrect                      |      1156707 |      1163666
  misprediction rate                 |        0.24% |        0.27%
  mpki                               |         0.07 |         0.07
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1476276489 |   1475677236
    num misses                       |          272 |           33
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   7136721763 |   7112935672
    num misses                       |     55165124 |     56292123
    miss rate                        |        0.77% |        0.79%
    mpki                             |         3.31 |         3.41
  L2 TLB                             |              |             
    num accesses                     |     55165396 |     56292156
    num misses                       |      3060669 |      3021874
    miss rate                        |        5.55% |        5.37%
    mpki                             |         0.18 |         0.18
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1476276489 |   1475677236
    num cache misses                 |      1326223 |      1136039
    miss rate                        |        0.09% |        0.08%
    mpki                             |         0.08 |         0.07
  Cache L1-D                         |              |             
    num cache accesses               |   7136721763 |   7112935672
    num cache misses                 |    440544129 |    440273841
    miss rate                        |        6.17% |        6.19%
    mpki                             |        26.44 |        26.64
  Cache L2                           |              |             
    num cache accesses               |    449698006 |    449265444
    num cache misses                 |    179305770 |    179057032
    miss rate                        |       39.87% |       39.86%
    mpki                             |        10.76 |        10.83
  Cache L3                           |              |             
    num cache accesses               |    187133438 |    186912596
    num cache misses                 |     21463472 |     22244599
    miss rate                        |       11.47% |       11.90%
    mpki                             |         1.29 |         1.35
DRAM summary                         |              |             
  num dram accesses                  |     18939137 |     18949768
  average dram access latency (ns)   |        61.36 |        61.36
  average dram queueing delay        |         0.11 |         0.11
  average dram bandwidth utilization |        0.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     10985016 |     11778718
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |      9004613 |      9001027
