                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   10973961 |    2969831 |    3012337 |    2794511 |    3194236 |    3024056 |    2601998 |    3060617 |    3240823 |    3172422 |    3362653 |    3344585
  Cycles                             |    7387900 |    7387900 |    7387900 |    7387900 |   29551600 |   29551600 |   29551600 |   29551600 |    7387900 |    7387900 |    7387900 |    7387900
  IPC                                |       1.49 |       0.40 |       0.41 |       0.38 |       0.11 |       0.10 |       0.09 |       0.10 |       0.44 |       0.43 |       0.46 |       0.45
  Time (ns)                          |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900 |    7387900
  Idle time (ns)                     |       1526 |    5959399 |    5960141 |    5960491 |    5991012 |    5991250 |    5991412 |    5991697 |    5961460 |    5961812 |    5961926 |    5962357
  Idle time (%)                      |       0.0% |      80.7% |      80.7% |      80.7% |      81.1% |      81.1% |      81.1% |      81.1% |      80.7% |      80.7% |      80.7% |      80.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1323367 |     940594 |     958236 |     866561 |    1028669 |     960188 |     782706 |     974658 |    1028608 |     998628 |    1080294 |    1071577
  num incorrect                      |      77081 |       4676 |       4166 |       7383 |       2565 |       4667 |      10619 |       4256 |       5227 |       6395 |       3533 |       3758
  misprediction rate                 |      5.50% |      0.49% |      0.43% |      0.84% |      0.25% |      0.48% |      1.34% |      0.43% |      0.51% |      0.64% |      0.33% |      0.35%
  mpki                               |       7.02 |       1.57 |       1.38 |       2.64 |       0.80 |       1.54 |       4.08 |       1.39 |       1.61 |       2.02 |       1.05 |       1.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1394105 |      42160 |      37952 |      58157 |      27673 |      40068 |      79250 |      37377 |      45036 |      51646 |      32599 |      35913
    num misses                       |        231 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26
    miss rate                        |      0.02% |      0.06% |      0.07% |      0.04% |      0.09% |      0.06% |      0.03% |      0.07% |      0.06% |      0.05% |      0.09% |      0.07%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2664390 |     563025 |     568107 |     547971 |     590467 |     571573 |     530490 |     575131 |     610384 |     604155 |     622469 |     621120
    num misses                       |       2040 |        128 |        125 |        131 |        141 |        148 |        141 |        130 |        115 |        111 |        115 |        116
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.19 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2271 |        154 |        151 |        157 |        167 |        174 |        167 |        156 |        141 |        137 |        143 |        142
    num misses                       |        579 |        129 |        126 |        131 |        142 |        142 |        137 |        137 |        124 |        122 |        127 |        127
    miss rate                        |     25.50% |     83.77% |     83.44% |     83.44% |     85.03% |     81.61% |     82.04% |     87.82% |     87.94% |     89.05% |     88.81% |     89.44%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1394105 |      42160 |      37952 |      58157 |      27673 |      40068 |      79250 |      37377 |      45036 |      51646 |      32599 |      35913
    num cache misses                 |       2922 |        172 |        170 |        171 |        170 |        171 |        170 |        170 |        169 |        169 |        175 |        170
    miss rate                        |      0.21% |      0.41% |      0.45% |      0.29% |      0.61% |      0.43% |      0.21% |      0.45% |      0.38% |      0.33% |      0.54% |      0.47%
    mpki                             |       0.27 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2664390 |     563025 |     568107 |     547971 |     590467 |     571573 |     530490 |     575131 |     610384 |     604155 |     622469 |     621120
    num cache misses                 |      34060 |       8840 |       8822 |       9187 |       8800 |       8993 |       9263 |       8821 |       8867 |       8841 |       8658 |       8601
