                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  225047827 |  234992872 |  232515794 |  235180830 |  177802851 |  193946127 |  237272119 |  233682606 |  224545668 |  222579056 |  211463261 |  211796883
  Cycles                             |  432332800 |  432332800 |  432332800 |  432332800 |  324249600 |  324249600 |  432332800 |  432332800 |  432332800 |  432332800 |  324249600 |  324249600
  IPC                                |       0.52 |       0.54 |       0.54 |       0.54 |       0.55 |       0.60 |       0.55 |       0.54 |       0.52 |       0.51 |       0.65 |       0.65
  Time (ns)                          |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200 |  108083200
  Idle time (ns)                     |   29542267 |   29643512 |   29731272 |   29391193 |     829353 |     860721 |   31302576 |   30495762 |   35106167 |   34279143 |    4949141 |    5706635
  Idle time (%)                      |      27.3% |      27.4% |      27.5% |      27.2% |       0.8% |       0.8% |      29.0% |      28.2% |      32.5% |      31.7% |       4.6% |       5.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   28690891 |   32249049 |   31426050 |   32314546 |   14046612 |   19881052 |   34335006 |   33138584 |   33703788 |   33172619 |   29501721 |   29613059
  num incorrect                      |      11546 |       5091 |       4996 |       5061 |       4568 |       4593 |       4591 |       4596 |       4378 |       4245 |       4207 |       4219
  misprediction rate                 |      0.04% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17944878 |   17787627 |   17786876 |   17787119 |   17469917 |   17281706 |   17275377 |   17275414 |   15893946 |   15842696 |   15822716 |   15822659
