                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  179955672 |  261526153 |  215970745 |       6322 |  132282248 |  621825093 |  163124221 |  414182142 |  197861098 |       3094 |  229787944 |       3247
  Cycles                             |  499048820 |  499048820 |  499048820 |  499048820 |  378588760 |  378588760 |  378588760 |  499048820 |  378588760 |  499048820 |  499048820 |  499048820
  IPC                                |       0.36 |       0.52 |       0.43 |       0.00 |       0.35 |       1.64 |       0.43 |       0.83 |       0.52 |       0.00 |       0.46 |       0.00
  Time (ns)                          |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800 |  172085800
  Idle time (ns)                     |  147254443 |  128572251 |  126766372 |  172082817 |  142238068 |   47543807 |  136970443 |   93570772 |  131265604 |  172084120 |  132948755 |  172083820
  Idle time (%)                      |      85.6% |      74.7% |      73.7% |     100.0% |      82.7% |      27.6% |      79.6% |      54.4% |      76.3% |     100.0% |      77.3% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4790650 |   10280116 |    6938486 |        633 |    4945307 |   24006719 |    6357739 |   14377602 |    7771936 |        297 |    9012286 |        269
  num incorrect                      |      26660 |     302634 |     632696 |         84 |     275396 |    1005501 |     289754 |     870111 |     291275 |         49 |     294022 |         42
  misprediction rate                 |      0.55% |      2.86% |      8.36% |     11.72% |      5.28% |      4.02% |      4.36% |      5.71% |      3.61% |     14.16% |      3.16% |     13.50%
  mpki                               |       0.15 |       1.16 |       2.93 |      13.29 |       2.08 |       1.62 |       1.78 |       2.10 |       1.47 |      15.84 |       1.28 |      12.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15901399 |   25608274 |   20807855 |        648 |   12469786 |   61559834 |   15761077 |   39108049 |   19272125 |        345 |   22430711 |        270
    num misses                       |        219 |        260 |         79 |         21 |        251 |        304 |        253 |        306 |        242 |         21 |        245 |         21
    miss rate                        |      0.00% |      0.00% |      0.00% |      3.24% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      6.09% |      0.00% |      7.78%
    mpki                             |       0.00 |       0.00 |       0.00 |       3.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       6.79 |       0.00 |       6.47
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   64182435 |   90680164 |   75653937 |       6697 |   46390014 |  218603492 |   56742719 |  149138566 |   68685360 |       3176 |   79709269 |       4437
    num misses                       |      10802 |     144971 |      15053 |         28 |      39491 |     242605 |      71462 |     220952 |      98663 |         22 |     121291 |         23
    miss rate                        |      0.02% |      0.16% |      0.02% |      0.42% |      0.09% |      0.11% |      0.13% |      0.15% |      0.14% |      0.69% |      0.15% |      0.52%
    mpki                             |       0.06 |       0.55 |       0.07 |       4.43 |       0.30 |       0.39 |       0.44 |       0.53 |       0.50 |       7.11 |       0.53 |       7.08
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      11021 |     145231 |      15132 |         49 |      39742 |     242909 |      71715 |     221258 |      98905 |         43 |     121536 |         44
    num misses                       |       3884 |      12754 |        782 |         49 |       1261 |      77291 |       2949 |      57705 |       4120 |         43 |       7700 |         44
    miss rate                        |     35.24% |      8.78% |      5.17% |    100.00% |      3.17% |     31.82% |      4.11% |     26.08% |      4.17% |    100.00% |      6.34% |    100.00%
    mpki                             |       0.02 |       0.05 |       0.00 |       7.75 |       0.01 |       0.12 |       0.02 |       0.14 |       0.02 |      13.90 |       0.03 |      13.55
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15901399 |   25608274 |   20807855 |        648 |   12469786 |   61559834 |   15761077 |   39108049 |   19272125 |        345 |   22430711 |        270
    num cache misses                 |     138819 |     595977 |     507580 |         86 |     527639 |    1217456 |     560790 |    1163491 |     574003 |         85 |     580852 |         83
    miss rate                        |      0.87% |      2.33% |      2.44% |     13.27% |      4.23% |      1.98% |      3.56% |      2.98% |      2.98% |     24.64% |      2.59% |     30.74%
    mpki                             |       0.77 |       2.28 |       2.35 |      13.60 |       3.99 |       1.96 |       3.44 |       2.81 |       2.90 |      27.47 |       2.53 |      25.56
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   64182435 |   90680164 |   75653937 |       6697 |   46390014 |  218603492 |   56742719 |  149138566 |   68685360 |       3176 |   79709269 |       4437
    num cache misses                 |     263418 |     513616 |      47175 |        450 |     157122 |    1635082 |     286624 |    1386410 |     447600 |        268 |     357413 |        332
    miss rate                        |      0.41% |      0.57% |      0.06% |      6.72% |      0.34% |      0.75% |      0.51% |      0.93% |      0.65% |      8.44% |      0.45% |      7.48%
