                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8       | Core 9       | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  15908685251 |  15270009179 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  8988970500 |  8988970500 |  8988970500 |  8988970500 |  6819219000 |  6819219000 |  6819219000 |  6819219000 |   8988970500 |   8988970500 |  8988970500 |  8988970500 |  6819219000 |  6819219000 |  6819219000 |  6819219000
  IPC                                |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         1.77 |         1.70 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |   3099645000 |   3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000
  Idle time (ns)                     |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |          413 |       274164 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000 |  3099645000
  Idle time (%)                      |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |         0.0% |         0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
  num correct                        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    235615518 |    317797774 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |        19902 |        30783 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.01% |        0.01% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   1477855818 |   1385428385 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |          283 |           39 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   6611521967 |   6279075351 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     26921164 |     25221788 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.41% |        0.40% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         1.69 |         1.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     26921447 |     25221827 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |      3611680 |      3465856 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       13.42% |       13.74% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.23 |         0.23 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   1477855818 |   1385428385 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |       617179 |       499845 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        0.04% |        0.04% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         0.04 |         0.03 |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   6611521967 |   6279075351 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    323089613 |    303009845 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        4.89% |        4.83% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        20.31 |        19.84 |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    323800700 |    303778174 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     57584682 |     54201162 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |       17.78% |       17.84% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         3.62 |         3.55 |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     57685048 |     54469658 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |        63217 |        49828 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        0.11% |        0.09% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         0.00 |         0.00 |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
  num dram accesses                  |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |       113023 |            0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        62.97 |          inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         1.72 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |              |              |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |        11666 |         4659 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |            0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |            0 |           0 |           0 |           0 |           0 |           0 |           0
