                                     | Core 0     | Core 1    
  Instructions                       |   18483407 |   18284752
  Cycles                             |   20913200 |   20913200
  IPC                                |       0.88 |       0.87
  Time (ns)                          |    5228300 |    5228300
  Idle time (ns)                     |        325 |     185420
  Idle time (%)                      |       0.0% |       3.5%
Branch predictor stats               |            |           
  num correct                        |    1454296 |    1457885
  num incorrect                      |       7181 |       3756
  misprediction rate                 |      0.49% |      0.26%
  mpki                               |       0.39 |       0.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1217456 |    1148320
    num misses                       |        118 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6854338 |    6726204
    num misses                       |      29248 |      23714
    miss rate                        |      0.43% |      0.35%
    mpki                             |       1.58 |       1.30
  L2 TLB                             |            |           
    num accesses                     |      29366 |      23738
    num misses                       |        618 |        281
    miss rate                        |      2.10% |      1.18%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1217456 |    1148320
    num cache misses                 |       2080 |        201
    miss rate                        |      0.17% |      0.02%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6854338 |    6726204
    num cache misses                 |     281518 |     270248
    miss rate                        |      4.11% |      4.02%
    mpki                             |      15.23 |      14.78
  Cache L2                           |            |           
    num cache accesses               |     348127 |     333436
    num cache misses                 |      82348 |      73010
    miss rate                        |     23.65% |     21.90%
    mpki                             |       4.46 |       3.99
  Cache L3                           |            |           
    num cache accesses               |     158189 |     145894
    num cache misses                 |      81682 |      72876
    miss rate                        |     51.64% |     49.95%
    mpki                             |       4.42 |       3.99
DRAM summary                         |            |           
  num dram accesses                  |       8818 |       8789
  average dram access latency (ns)   |     122.92 |     123.57
  average dram queueing delay        |      61.67 |      62.32
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6263 |         12
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      50691 |      49745
