                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  233294804 |   22101199 |   29437993 |   36788385 |   44114968 |   51465187 |   58802669 |   66140967 |   73479121 |   80807013 |   88154706 |   95483500 |  102831347 |  110159883 |  115777401 |  122744965
  Cycles                             |  249386940 |  249386940 |  249386940 |  328737330 |  249386940 |  328737330 |  328737330 |  328737330 |  328737330 |  249386940 |  328737330 |  249386940 |  328737330 |  249386940 |  249386940 |  328737330
  IPC                                |       0.94 |       0.09 |       0.12 |       0.11 |       0.18 |       0.16 |       0.18 |       0.20 |       0.22 |       0.32 |       0.27 |       0.38 |       0.31 |       0.44 |       0.46 |       0.37
  Time (ns)                          |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700 |  113357700
  Idle time (ns)                     |   20084282 |  106017541 |  104479418 |  104401371 |  101523843 |  101512164 |  100192417 |   98967588 |   97722827 |   94721148 |   94467118 |   91537149 |   91513042 |   88673262 |   87524480 |   87568717
  Idle time (%)                      |      17.7% |      93.5% |      92.2% |      92.1% |      89.6% |      89.6% |      88.4% |      87.3% |      86.2% |      83.6% |      83.3% |      80.8% |      80.7% |      78.2% |      77.2% |      77.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20599372 |    3318380 |    4366017 |    5417594 |    6462300 |    7513686 |    8561662 |    9609614 |   10657782 |   11702862 |   12753654 |   13798992 |   14849700 |   15895092 |   16451523 |   17393703
  num incorrect                      |       8792 |         78 |         80 |         78 |         78 |         89 |         78 |         89 |         78 |         78 |         78 |         78 |         89 |         78 |         77 |         77
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37800702 |        233 |        238 |        233 |        233 |        312 |        233 |        312 |        233 |        233 |        233 |        233 |        312 |        233 |        233 |        235
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      6.87% |      6.72% |      6.87% |      6.87% |      5.13% |      6.87% |      5.13% |      6.87% |      6.87% |      6.87% |      6.87% |      5.13% |      6.87% |      6.87% |      6.81%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   22543180 |    3757237 |    3756789 |    3758268 |    3756333 |    3758080 |    3757438 |    3757468 |    3756922 |    3755174 |    3756282 |    3754663 |    3756071 |    3754137 |    3508064 |    3454879
    num misses                       |   17531350 |    1017952 |    1025241 |    1033895 |    1032905 |    1034801 |    1039085 |    1036895 |    1033109 |    1037411 |    1038119 |    1039892 |    1039997 |    1040780 |    1039981 |    1034775
    miss rate                        |     77.77% |     27.09% |     27.29% |     27.51% |     27.50% |     27.54% |     27.65% |     27.60% |     27.50% |     27.63% |     27.64% |     27.70% |     27.69% |     27.72% |     29.65% |     29.95%
    mpki                             |      75.15 |      46.06 |      34.83 |      28.10 |      23.41 |      20.11 |      17.67 |      15.68 |      14.06 |      12.84 |      11.78 |      10.89 |      10.11 |       9.45 |       8.98 |       8.43
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17531465 |    1017968 |    1025257 |    1033911 |    1032921 |    1034817 |    1039101 |    1036911 |    1033125 |    1037427 |    1038135 |    1039908 |    1040013 |    1040796 |    1039997 |    1034791
    num misses                       |   16337172 |     935215 |     948154 |     962157 |     964574 |     967484 |     973065 |     970416 |     964453 |     972411 |     976016 |     976721 |     975008 |     978310 |     976468 |     969001
    miss rate                        |     93.19% |     91.87% |     92.48% |     93.06% |     93.38% |     93.49% |     93.64% |     93.59% |     93.35% |     93.73% |     94.02% |     93.92% |     93.75% |     94.00% |     93.89% |     93.64%
    mpki                             |      70.03 |      42.32 |      32.21 |      26.15 |      21.87 |      18.80 |      16.55 |      14.67 |      13.13 |      12.03 |      11.07 |      10.23 |       9.48 |       8.88 |       8.43 |       7.89
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   37800702 |        233 |        238 |        233 |        233 |        312 |        233 |        312 |        233 |        233 |        233 |        233 |        312 |        233 |        233 |        235
    num cache misses                 |       5986 |         95 |         96 |         95 |         95 |         95 |         94 |         94 |         95 |         95 |         95 |         95 |         95 |         95 |         94 |         95
    miss rate                        |      0.02% |     40.77% |     40.34% |     40.77% |     40.77% |     30.45% |     40.34% |     30.13% |     40.77% |     40.77% |     40.77% |     40.77% |     30.45% |     40.77% |     40.34% |     40.43%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   22543180 |    3757237 |    3756789 |    3758268 |    3756333 |    3758080 |    3757438 |    3757468 |    3756922 |    3755174 |    3756282 |    3754663 |    3756071 |    3754137 |    3508064 |    3454879
    num cache misses                 |   18222891 |    1026631 |    1034311 |    1038876 |    1043987 |    1042022 |    1045487 |    1044377 |    1043617 |    1046409 |    1046567 |    1047441 |    1046274 |    1047155 |    1046774 |    1043135
    miss rate                        |     80.84% |     27.32% |     27.53% |     27.64% |     27.79% |     27.73% |     27.82% |     27.79% |     27.78% |     27.87% |     27.86% |     27.90% |     27.86% |     27.89% |     29.84% |     30.19%
    mpki                             |      78.11 |      46.45 |      35.14 |      28.24 |      23.67 |      20.25 |      17.78 |      15.79 |      14.20 |      12.95 |      11.87 |      10.97 |      10.17 |       9.51 |       9.04 |       8.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18795136 |    1628778 |    1654174 |    1676458 |    1682515 |    1685464 |    1697874 |    1709808 |    1754689 |    1698357 |    1699407 |    1701801 |    1701443 |    1698557 |    1699031 |    1686488
    num cache misses                 |   17837520 |     995106 |    1004759 |     990000 |    1021848 |     995293 |    1001988 |    1001147 |     997275 |    1028733 |    1004825 |    1031770 |    1006585 |    1031650 |    1029552 |     995944
    miss rate                        |     94.90% |     61.10% |     60.74% |     59.05% |     60.73% |     59.05% |     59.01% |     58.55% |     56.83% |     60.57% |     59.13% |     60.63% |     59.16% |     60.74% |     60.60% |     59.05%
    mpki                             |      76.46 |      45.02 |      34.13 |      26.91 |      23.16 |      19.34 |      17.04 |      15.14 |      13.57 |      12.73 |      11.40 |      10.81 |       9.79 |       9.37 |       8.89 |       8.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18403792 |    1597158 |    1624526 |    1627487 |    1660281 |    1638639 |    1654280 |    1666484 |    1708252 |    1680586 |    1657568 |    1686035 |    1661659 |    1682956 |    1681714 |    1639202
    num cache misses                 |   11281116 |     601660 |     619241 |     635354 |     637953 |     641218 |     650636 |     664385 |     710536 |     651572 |     651405 |     653914 |     653458 |     651017 |     651888 |     642033
    miss rate                        |     61.30% |     37.67% |     38.12% |     39.04% |     38.42% |     39.13% |     39.33% |     39.87% |     41.59% |     38.77% |     39.30% |     38.78% |     39.33% |     38.68% |     38.76% |     39.17%
    mpki                             |      48.36 |      27.22 |      21.04 |      17.27 |      14.46 |      12.46 |      11.06 |      10.04 |       9.67 |       8.06 |       7.39 |       6.85 |       6.35 |       5.91 |       5.63 |       5.23
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   15038106 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   14954676 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.75 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      62.78 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
