                                     | Core 0     | Core 1    
  Instructions                       |  278874664 |  280518505
  Cycles                             |   93030840 |   93030840
  IPC                                |       3.00 |       3.02
  Time (ns)                          |   32079600 |   32079600
  Idle time (ns)                     |        237 |     253960
  Idle time (%)                      |       0.0% |       0.8%
Branch predictor stats               |            |           
  num correct                        |    1385146 |    2151810
  num incorrect                      |      17628 |      10006
  misprediction rate                 |      1.26% |      0.46%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428014 |   26263254
    num misses                       |        232 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128514634 |  128449915
    num misses                       |       6226 |      18034
    miss rate                        |      0.00% |      0.01%
    mpki                             |       0.02 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       6458 |      18072
    num misses                       |        538 |        164
    miss rate                        |      8.33% |      0.91%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428014 |   26263254
    num cache misses                 |      81944 |      57551
    miss rate                        |      0.31% |      0.22%
    mpki                             |       0.29 |       0.21
  Cache L1-D                         |            |           
    num cache accesses               |  128514634 |  128449915
    num cache misses                 |     767315 |     727499
    miss rate                        |      0.60% |      0.57%
    mpki                             |       2.75 |       2.59
  Cache L2                           |            |           
    num cache accesses               |     872555 |     804819
    num cache misses                 |      60146 |      52750
    miss rate                        |      6.89% |      6.55%
    mpki                             |       0.22 |       0.19
  Cache L3                           |            |           
    num cache accesses               |     109177 |      96907
    num cache misses                 |      13786 |       3413
    miss rate                        |     12.63% |      3.52%
    mpki                             |       0.05 |       0.01
DRAM summary                         |            |           
  num dram accesses                  |      17162 |          0
  average dram access latency (ns)   |      63.24 |        inf
  average dram queueing delay        |       1.99 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6697 |         36
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
