                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  5796266264 |  6001328439 |  5975394432 |  6004003018 |  7170318453 |  7193137113
  Cycles                             |  2838430600 |  2838430600 |  2838430600 |  2838430600 |  2838430600 |  2838430600
  IPC                                |        2.04 |        2.11 |        2.11 |        2.12 |        2.53 |        2.53
  Time (ns)                          |  2838430600 |  2838430600 |  2838430600 |  2838430600 |  2838430600 |  2838430600
  Idle time (ns)                     |         425 |      596987 |     1021611 |      642630 |    15889754 |    15057031
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.6% |        0.5%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |   145130939 |   214710625 |   206065489 |   215605872 |   878979581 |   886586197
  num incorrect                      |      429454 |      384002 |      387387 |      385044 |      363663 |      363264
  misprediction rate                 |       0.30% |       0.18% |       0.19% |       0.18% |       0.04% |       0.04%
  mpki                               |        0.07 |        0.06 |        0.06 |        0.06 |        0.05 |        0.05
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   519287876 |   518543995 |   518543804 |   518543804 |   438842892 |   438842893
    num misses                       |         257 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  2499020487 |  2531021598 |  2526694440 |  2531459395 |  2491979417 |  2495782532
    num misses                       |    19233286 |    19674866 |    19243639 |    19454921 |    16361140 |    16474438
    miss rate                        |       0.77% |       0.78% |       0.76% |       0.77% |       0.66% |       0.66%
    mpki                             |        3.32 |        3.28 |        3.22 |        3.24 |        2.28 |        2.29
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |    19233543 |    19674899 |    19243672 |    19454954 |    16361173 |    16474471
    num misses                       |      779133 |      717113 |      740204 |      752615 |      611764 |      657436
    miss rate                        |       4.05% |       3.64% |       3.85% |       3.87% |       3.74% |       3.99%
    mpki                             |        0.13 |        0.12 |        0.12 |        0.13 |        0.09 |        0.09
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   519287876 |   518543995 |   518543804 |   518543804 |   438842892 |   438842893
    num cache misses                 |     1318381 |      991290 |      934546 |      928738 |      855012 |      842711
    miss rate                        |       0.25% |       0.19% |       0.18% |       0.18% |       0.19% |       0.19%
    mpki                             |        0.23 |        0.17 |        0.16 |        0.15 |        0.12 |        0.12
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  2499020487 |  2531021598 |  2526694440 |  2531459395 |  2491979417 |  2495782532
    num cache misses                 |   154793557 |   154467806 |   154469918 |   154459982 |   131750007 |   131749803
    miss rate                        |       6.19% |       6.10% |       6.11% |       6.10% |       5.29% |       5.28%
    mpki                             |       26.71 |       25.74 |       25.85 |       25.73 |       18.37 |       18.32
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |   160206792 |   159149905 |   159090717 |   159860939 |   135782491 |   136142381
    num cache misses                 |    76817050 |    76145736 |    76329393 |    76245019 |    66297886 |    66170455
    miss rate                        |      47.95% |      47.85% |      47.98% |      47.69% |      48.83% |      48.60%
    mpki                             |       13.25 |       12.69 |       12.77 |       12.70 |        9.25 |        9.20
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |    80913059 |    79836545 |    80015646 |    80717238 |    69475355 |    69720313
    num cache misses                 |    16251107 |    13471259 |    13986768 |    15287715 |     5431978 |     4002856
    miss rate                        |      20.08% |      16.87% |      17.48% |      18.94% |       7.82% |       5.74%
    mpki                             |        2.80 |        2.24 |        2.34 |        2.55 |        0.76 |        0.56
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |    38763883 |           0 |           0 |           0 |    38809335 |           0
  average dram access latency (ns)   |       61.37 |         inf |         inf |         inf |       61.39 |         inf
  average dram queueing delay        |        0.12 |        0.00 |        0.00 |        0.00 |        0.13 |        0.00
  average dram bandwidth utilization |       1.00% |       0.00% |       0.00% |       0.00% |       1.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |    11286402 |     9422156 |     9956645 |     9144961 |      201123 |      406170
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |     1962995 |     1786466 |     1786619 |     3894609 |     5090558 |     3510604
