                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   91559676 |   92107273 |   91649432 |   92092618 |   91689632 |   91707119 |   91655937 |   91631216
  Cycles                             |   30425640 |   30425640 |   30425640 |   30425640 |   30425640 |   30425640 |   30425640 |   30425640
  IPC                                |       3.01 |       3.03 |       3.01 |       3.03 |       3.01 |       3.01 |       3.01 |       3.01
  Time (ns)                          |   10491600 |   10491600 |   10491600 |   10491600 |   10491600 |   10491600 |   10491600 |   10491600
  Idle time (ns)                     |        524 |     360304 |     362328 |     362886 |     363450 |     363991 |     364555 |     365096
  Idle time (%)                      |       0.0% |       3.4% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4505417 |    4812671 |    4681717 |    4808471 |    4693338 |    4698345 |    4683728 |    4676641
  num incorrect                      |     138823 |     122348 |     122368 |     122359 |     122347 |     122333 |     122350 |     122369
  misprediction rate                 |      2.99% |      2.48% |      2.55% |      2.48% |      2.54% |      2.54% |      2.55% |      2.55%
  mpki                               |       1.52 |       1.33 |       1.34 |       1.33 |       1.33 |       1.33 |       1.33 |       1.34
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    8200851 |    8064357 |    8064460 |    8064361 |    8064364 |    8064366 |    8064354 |    8064359
    num misses                       |        309 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   28603060 |   28363729 |   28298638 |   28361642 |   28304074 |   28306573 |   28299226 |   28295707
    num misses                       |      29566 |      27006 |      27002 |      27721 |      27433 |      27422 |      27739 |      27906
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.32 |       0.29 |       0.29 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      29875 |      27034 |      27030 |      27749 |      27461 |      27450 |      27767 |      27934
    num misses                       |       6104 |       4974 |       4974 |       5042 |       5056 |       4984 |       5051 |       5006
    miss rate                        |     20.43% |     18.40% |     18.40% |     18.17% |     18.41% |     18.16% |     18.19% |     17.92%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    8200851 |    8064357 |    8064460 |    8064361 |    8064364 |    8064366 |    8064354 |    8064359
    num cache misses                 |       9956 |       1222 |       1180 |       1225 |       1214 |       1225 |       1210 |       1177
    miss rate                        |      0.12% |      0.02% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.11 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   28603060 |   28363729 |   28298638 |   28361642 |   28304074 |   28306573 |   28299226 |   28295707
    num cache misses                 |    2803169 |    2792028 |    2789206 |    2793292 |    2792443 |    2789180 |    2791642 |    2789622
    miss rate                        |      9.80% |      9.84% |      9.86% |      9.85% |      9.87% |      9.85% |      9.86% |      9.86%
    mpki                             |      30.62 |      30.31 |      30.43 |      30.33 |      30.46 |      30.41 |      30.46 |      30.44
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2818615 |    2797433 |    2794572 |    2798711 |    2797883 |    2794633 |    2797071 |    2795018
    num cache misses                 |     243283 |     226457 |     223131 |     227910 |     221394 |     218278 |     224200 |     225382
    miss rate                        |      8.63% |      8.10% |      7.98% |      8.14% |      7.91% |      7.81% |      8.02% |      8.06%
    mpki                             |       2.66 |       2.46 |       2.43 |       2.47 |       2.41 |       2.38 |       2.45 |       2.46
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     310178 |     291610 |     288575 |     292450 |     286940 |     284626 |     289813 |     291380
    num cache misses                 |      98521 |      88732 |      88709 |      89270 |      89186 |      89081 |      89042 |      89473
    miss rate                        |     31.76% |     30.43% |     30.74% |     30.52% |     31.08% |     31.30% |     30.72% |     30.71%
    mpki                             |       1.08 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.98
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      92687 |          0 |          0 |          0 |      92579 |          0 |          0 |          0
  average dram access latency (ns)   |   20788.75 |        inf |        inf |        inf |   20809.31 |        inf |        inf |        inf
  average dram queueing delay        |   20727.50 |       0.00 |       0.00 |       0.00 |   20748.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5301 |         47 |         56 |         44 |         74 |         48 |         45 |         41
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      62461 |      62545 |      62553 |      63095 |      62943 |      62867 |      62849 |      63272
