                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4477252 |    4621587 |    4595585 |    4551373 |    4018510 |    3989266 |    3967436 |    4406284 |    4363877 |    3828707 |    4273514 |    4210700
  Cycles                             |    5247220 |    6916790 |    6916790 |    6916790 |    5247220 |    5247220 |    5247220 |    6916790 |    6916790 |    5247220 |    6916790 |    6916790
  IPC                                |       0.85 |       0.67 |       0.66 |       0.66 |       0.77 |       0.76 |       0.76 |       0.64 |       0.63 |       0.73 |       0.62 |       0.61
  Time (ns)                          |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100 |    2385100
  Idle time (ns)                     |        218 |     352496 |     355714 |     357457 |     359164 |     360896 |     362603 |     364334 |     366042 |     367773 |     369480 |     371212
  Idle time (%)                      |       0.0% |      14.8% |      14.9% |      15.0% |      15.1% |      15.1% |      15.2% |      15.3% |      15.3% |      15.4% |      15.5% |      15.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     463585 |     597399 |     590500 |     581909 |     435069 |     427837 |     423664 |     548945 |     540928 |     396714 |     521082 |     507425
  num incorrect                      |      11506 |       1123 |       1129 |       1213 |       1200 |       1207 |       1332 |       1547 |       2098 |       1984 |       2305 |       2704
  misprediction rate                 |      2.42% |      0.19% |      0.19% |      0.21% |      0.28% |      0.28% |      0.31% |      0.28% |      0.39% |      0.50% |      0.44% |      0.53%
  mpki                               |       2.57 |       0.24 |       0.25 |       0.27 |       0.30 |       0.30 |       0.34 |       0.35 |       0.48 |       0.52 |       0.54 |       0.64
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401540 |     327092 |     315930 |     305219 |     293786 |     282718 |     272049 |     262694 |     251742 |     239713 |     230692 |     211217
    num misses                       |        131 |         21 |         21 |         21 |         23 |         21 |         23 |         23 |         23 |         21 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1776798 |    1584245 |    1579757 |    1564127 |    1471950 |    1463413 |    1456321 |    1523031 |    1494330 |    1390644 |    1461185 |    1448650
    num misses                       |       6280 |       4672 |       4433 |       5032 |       4970 |       4666 |       4206 |       4782 |       4942 |       4456 |       4894 |       4218
    miss rate                        |      0.35% |      0.29% |      0.28% |      0.32% |      0.34% |      0.32% |      0.29% |      0.31% |      0.33% |      0.32% |      0.33% |      0.29%
    mpki                             |       1.40 |       1.01 |       0.96 |       1.11 |       1.24 |       1.17 |       1.06 |       1.09 |       1.13 |       1.16 |       1.15 |       1.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6411 |       4693 |       4454 |       5053 |       4993 |       4687 |       4229 |       4805 |       4965 |       4477 |       4917 |       4241
    num misses                       |        553 |        198 |        278 |        203 |        257 |        259 |        207 |        208 |        275 |        208 |        258 |        282
    miss rate                        |      8.63% |      4.22% |      6.24% |      4.02% |      5.15% |      5.53% |      4.89% |      4.33% |      5.54% |      4.65% |      5.25% |      6.65%
    mpki                             |       0.12 |       0.04 |       0.06 |       0.04 |       0.06 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.07
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     401540 |     327092 |     315930 |     305219 |     293786 |     282718 |     272049 |     262694 |     251742 |     239713 |     230692 |     211217
    num cache misses                 |       1930 |        132 |        132 |        132 |        136 |        132 |        136 |        136 |        136 |        132 |        136 |        141
    miss rate                        |      0.48% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.06% |      0.07%
    mpki                             |       0.43 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1776798 |    1584245 |    1579757 |    1564127 |    1471950 |    1463413 |    1456321 |    1523031 |    1494330 |    1390644 |    1461185 |    1448650
