                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   24066889 |    6309255 |    6579800 |    6614718 |    6414848 |    6537250 |    6518471 |    6435932 |    6944302 |    6828701 |    6184786 |    6940207
  Cycles                             |   15216000 |   15216000 |   15216000 |   15216000 |   60864000 |   60864000 |   60864000 |   60864000 |   15216000 |   15216000 |   15216000 |   15216000
  IPC                                |       1.58 |       0.41 |       0.43 |       0.43 |       0.11 |       0.11 |       0.11 |       0.11 |       0.46 |       0.45 |       0.41 |       0.46
  Time (ns)                          |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000 |   15216000
  Idle time (ns)                     |       2469 |   12208311 |   12232975 |   12212737 |   12269797 |   12330605 |   12324125 |   12270235 |   12209948 |   12210353 |   12211676 |   12211029
  Idle time (%)                      |       0.0% |      80.2% |      80.4% |      80.3% |      80.6% |      81.0% |      81.0% |      80.6% |      80.2% |      80.2% |      80.3% |      80.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2780906 |    1954184 |    2085784 |    2093462 |    1986518 |    2072006 |    2065122 |    2006277 |    2168417 |    2116907 |    1819546 |    2169875
  num incorrect                      |     168186 |      11907 |       6933 |       7448 |      11786 |       6782 |       6937 |      10767 |      11227 |      12892 |      22755 |      11176
  misprediction rate                 |      5.70% |      0.61% |      0.33% |      0.35% |      0.59% |      0.33% |      0.33% |      0.53% |      0.52% |      0.61% |      1.24% |      0.51%
  mpki                               |       6.99 |       1.89 |       1.05 |       1.13 |       1.84 |       1.04 |       1.06 |       1.67 |       1.62 |       1.89 |       3.68 |       1.61
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3149449 |      66805 |      45802 |      48500 |      66833 |      45800 |      45645 |      61452 |      64785 |      71210 |     108884 |      62276
    num misses                       |        176 |         24 |         24 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.04% |      0.05% |      0.06% |      0.04% |      0.04% |      0.03% |      0.02% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5569527 |    1207968 |    1229852 |    1237026 |    1226875 |    1221567 |    1218762 |    1222796 |    1312532 |    1300463 |    1238917 |    1308851
    num misses                       |       4137 |       2703 |       2688 |       2730 |       2743 |       2658 |       2760 |       2824 |       2731 |       2678 |       2680 |       2679
    miss rate                        |      0.07% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.23% |      0.23% |      0.21% |      0.21% |      0.22% |      0.20%
    mpki                             |       0.17 |       0.43 |       0.41 |       0.41 |       0.43 |       0.41 |       0.42 |       0.44 |       0.39 |       0.39 |       0.43 |       0.39
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4313 |       2727 |       2712 |       2754 |       2767 |       2682 |       2786 |       2848 |       2755 |       2702 |       2704 |       2703
    num misses                       |        833 |        276 |        276 |        275 |        291 |        290 |        266 |        263 |        262 |        261 |        261 |        261
    miss rate                        |     19.31% |     10.12% |     10.18% |      9.99% |     10.52% |     10.81% |      9.55% |      9.23% |      9.51% |      9.66% |      9.65% |      9.66%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3149449 |      66805 |      45802 |      48500 |      66833 |      45800 |      45645 |      61452 |      64785 |      71210 |     108884 |      62276
    num cache misses                 |       3470 |        160 |        158 |        156 |        155 |        155 |        162 |        156 |        158 |        156 |        159 |        159
    miss rate                        |      0.11% |      0.24% |      0.34% |      0.32% |      0.23% |      0.34% |      0.35% |      0.25% |      0.24% |      0.22% |      0.15% |      0.26%
    mpki                             |       0.14 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5569527 |    1207968 |    1229852 |    1237026 |    1226875 |    1221567 |    1218762 |    1222796 |    1312532 |    1300463 |    1238917 |    1308851
    num cache misses                 |      55890 |      19818 |      19453 |      19460 |      19991 |      19339 |      19418 |      19496 |      19525 |      19500 |      21136 |      19379
    miss rate                        |      1.00% |      1.64% |      1.58% |      1.57% |      1.63% |      1.58% |      1.59% |      1.59% |      1.49% |      1.50% |      1.71% |      1.48%
    mpki                             |       2.32 |       3.14 |       2.96 |       2.94 |       3.12 |       2.96 |       2.98 |       3.03 |       2.81 |       2.86 |       3.42 |       2.79
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      61577 |      20123 |      19740 |      19726 |      20324 |      19609 |      19691 |      19800 |      20596 |      20624 |      22594 |      20454
    num cache misses                 |      47826 |      18011 |      17755 |      17766 |      18120 |      17648 |      17735 |      17732 |      17735 |      17716 |      18194 |      17631
    miss rate                        |     77.67% |     89.50% |     89.94% |     90.06% |     89.16% |     90.00% |     90.07% |     89.56% |     86.11% |     85.90% |     80.53% |     86.20%
    mpki                             |       1.99 |       2.85 |       2.70 |       2.69 |       2.82 |       2.70 |       2.72 |       2.76 |       2.55 |       2.59 |       2.94 |       2.54
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
