                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21411147 |    3795087 |    4105154 |    4076983 |    3666158 |    3995185 |    3966802 |    3757979 |    4108283 |    4034046 |    3492178 |    4132125
  Cycles                             |   20964000 |   20964000 |   20964000 |   20964000 |   15723000 |   15723000 |   15723000 |   15723000 |   20964000 |   20964000 |   20964000 |   20964000
  IPC                                |       1.02 |       0.18 |       0.20 |       0.19 |       0.23 |       0.25 |       0.25 |       0.24 |       0.20 |       0.19 |       0.17 |       0.20
  Time (ns)                          |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000 |    5241000
  Idle time (ns)                     |       1350 |    4469058 |    4469734 |    4469770 |    4459619 |    4459900 |    4459873 |    4460107 |    4470359 |    4470258 |    4470556 |    4470509
  Idle time (%)                      |       0.0% |      85.3% |      85.3% |      85.3% |      85.1% |      85.1% |      85.1% |      85.1% |      85.3% |      85.3% |      85.3% |      85.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2412430 |    1159708 |    1287587 |    1277060 |    1115567 |    1251986 |    1241677 |    1154832 |    1266364 |    1234704 |    1011625 |    1276964
  num incorrect                      |     159834 |      11102 |       6931 |       7251 |      11176 |       6761 |       6776 |       9987 |      10492 |      11584 |      18852 |      10289
  misprediction rate                 |      6.21% |      0.95% |      0.54% |      0.56% |      0.99% |      0.54% |      0.54% |      0.86% |      0.82% |      0.93% |      1.83% |      0.80%
  mpki                               |       7.46 |       2.93 |       1.69 |       1.78 |       3.05 |       1.69 |       1.71 |       2.66 |       2.55 |       2.87 |       5.40 |       2.49
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2526197 |      91772 |      66628 |      67779 |      94328 |      66713 |      68698 |      84550 |      91437 |      99773 |     142767 |      87671
    num misses                       |        174 |         27 |         27 |         29 |         29 |         29 |         29 |         27 |         29 |         27 |         27 |         29
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4998162 |     773783 |     807720 |     804101 |     756135 |     787249 |     784328 |     763305 |     825640 |     818026 |     761615 |     827900
    num misses                       |       2495 |        786 |        737 |        744 |        735 |        658 |        688 |        787 |        775 |        689 |        681 |        744
    miss rate                        |      0.05% |      0.10% |      0.09% |      0.09% |      0.10% |      0.08% |      0.09% |      0.10% |      0.09% |      0.08% |      0.09% |      0.09%
    mpki                             |       0.12 |       0.21 |       0.18 |       0.18 |       0.20 |       0.16 |       0.17 |       0.21 |       0.19 |       0.17 |       0.20 |       0.18
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2669 |        813 |        764 |        773 |        764 |        687 |        717 |        814 |        804 |        716 |        708 |        773
    num misses                       |        704 |        181 |        184 |        176 |        174 |        168 |        172 |        182 |        172 |        169 |        170 |        169
