                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   73067222 |   73827538 |   73806988 |   73821841 |   58294692 |   58211290 |   58244178 |   58202649 |   74706214 |   74349393 |   74756328 |   74734015
  Cycles                             |   31573750 |   31573750 |   31573750 |   31573750 |   23952500 |   23952500 |   23952500 |   23952500 |   31573750 |   31573750 |   31573750 |   31573750
  IPC                                |       2.31 |       2.34 |       2.34 |       2.34 |       2.43 |       2.43 |       2.43 |       2.43 |       2.37 |       2.35 |       2.37 |       2.37
  Time (ns)                          |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500 |   10887500
  Idle time (ns)                     |        570 |     421003 |     423093 |     423858 |     424601 |     425315 |     426058 |     426771 |     427515 |     428228 |     428972 |     429685
  Idle time (%)                      |       0.0% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4591885 |    4965850 |    4959965 |    4964207 |    3214739 |    3190866 |    3200300 |    3188434 |    7903357 |    7801696 |    7917811 |    7911444
  num incorrect                      |     108723 |      91881 |      91891 |      91890 |      76541 |      76574 |      76547 |      76530 |      76719 |      76673 |      76713 |      76707
  misprediction rate                 |      2.31% |      1.82% |      1.82% |      1.82% |      2.33% |      2.34% |      2.34% |      2.34% |      0.96% |      0.97% |      0.96% |      0.96%
  mpki                               |       1.49 |       1.24 |       1.25 |       1.24 |       1.31 |       1.32 |       1.31 |       1.31 |       1.03 |       1.03 |       1.03 |       1.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6187168 |    6048410 |    6048417 |    6048421 |    5040868 |    5040873 |    5040868 |    5040879 |    5041046 |    5040847 |    5040945 |    5040941
    num misses                       |        347 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   22175178 |   21951971 |   21949053 |   21951187 |   17832628 |   17820740 |   17825411 |   17819528 |   20177732 |   20126116 |   20184567 |   20181367
