                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   32234067 |   23070161 |  278660623 |  193633106 |  319750082 |  319973532 |  229428427 |  228671280 |  231459442 |  219818698 |  153805110 |  101586571
  Cycles                             |  369836710 |  280565780 |  280565780 |  369836710 |  280565780 |  369836710 |  369836710 |  280565780 |  369836710 |  280565780 |  369836710 |  280565780
  IPC                                |       0.09 |       0.08 |       0.99 |       0.52 |       1.14 |       0.87 |       0.62 |       0.82 |       0.63 |       0.78 |       0.42 |       0.36
  Time (ns)                          |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900 |  127529900
  Idle time (ns)                     |  121128571 |  115406602 |   15076308 |   51835224 |   18911645 |   12976078 |   61643174 |   58291402 |   37570978 |   38445164 |   82123881 |   75539052
  Idle time (%)                      |      95.0% |      90.5% |      11.8% |      40.6% |      14.8% |      10.2% |      48.3% |      45.7% |      29.5% |      30.1% |      64.4% |      59.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1358751 |     188176 |   21042235 |   11817274 |   30747215 |   32657707 |   20048017 |   20250812 |   16949254 |   15458588 |   14133759 |    4248839
  num incorrect                      |      18414 |       2801 |    1746451 |     577341 |    3211787 |    4044789 |    1480094 |    1552083 |     965524 |     836391 |    1041987 |       3509
  misprediction rate                 |      1.34% |      1.47% |      7.66% |      4.66% |      9.46% |     11.02% |      6.88% |      7.12% |      5.39% |      5.13% |      6.87% |      0.08%
  mpki                               |       0.57 |       0.12 |       6.27 |       2.98 |      10.04 |      12.64 |       6.45 |       6.79 |       4.17 |       3.80 |       6.77 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3006038 |    1527058 |   28957346 |   18745872 |   35394658 |   37121251 |   23902074 |   24077708 |   23781047 |   22304947 |   16596057 |    9430303
    num misses                       |        136 |         47 |         54 |         54 |         56 |         55 |         56 |         52 |         52 |         52 |         54 |         41
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9923224 |    7163725 |  140523697 |  101699039 |  146187680 |  146774701 |  107100231 |  106033251 |  124566977 |  118286013 |   74342801 |   60666507
    num misses                       |      16074 |       5857 |      11274 |       6328 |      18665 |      20163 |      20032 |      11855 |       9455 |       8144 |       8732 |       1030
    miss rate                        |      0.16% |      0.08% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00%
    mpki                             |       0.50 |       0.25 |       0.04 |       0.03 |       0.06 |       0.06 |       0.09 |       0.05 |       0.04 |       0.04 |       0.06 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      16210 |       5904 |      11328 |       6382 |      18721 |      20218 |      20088 |      11907 |       9507 |       8196 |       8786 |       1071
    num misses                       |       9515 |       5770 |       2274 |       1752 |       3030 |       3583 |       4391 |       1853 |       1777 |       1628 |       1210 |        846
    miss rate                        |     58.70% |     97.73% |     20.07% |     27.45% |     16.19% |     17.72% |     21.86% |     15.56% |     18.69% |     19.86% |     13.77% |     78.99%
    mpki                             |       0.30 |       0.25 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3006038 |    1527058 |   28957346 |   18745872 |   35394658 |   37121251 |   23902074 |   24077708 |   23781047 |   22304947 |   16596057 |    9430303
    num cache misses                 |       2225 |       1210 |      22202 |       7983 |      32751 |      30052 |      17105 |      18401 |      11635 |      13255 |       9951 |       1423
    miss rate                        |      0.07% |      0.08% |      0.08% |      0.04% |      0.09% |      0.08% |      0.07% |      0.08% |      0.05% |      0.06% |      0.06% |      0.02%
    mpki                             |       0.07 |       0.05 |       0.08 |       0.04 |       0.10 |       0.09 |       0.07 |       0.08 |       0.05 |       0.06 |       0.06 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9923224 |    7163725 |  140523697 |  101699039 |  146187680 |  146774701 |  107100231 |  106033251 |  124566977 |  118286013 |   74342801 |   60666507
    num cache misses                 |     184357 |     344409 |    1289539 |     545127 |    2361841 |    1762742 |    1347499 |    1723689 |     896396 |    1012446 |     932555 |      44647
    miss rate                        |      1.86% |      4.81% |      0.92% |      0.54% |      1.62% |      1.20% |      1.26% |      1.63% |      0.72% |      0.86% |      1.25% |      0.07%
