                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21436291 |    3818054 |    4091491 |    3937385 |    3763727 |    4102797 |    4095875 |    3870397 |    3722520 |    3647088 |    3393861 |    3912461
  Cycles                             |   21078000 |   21078000 |   21078000 |   15808500 |   21078000 |   21078000 |   21078000 |   21078000 |   15808500 |   15808500 |   21078000 |   15808500
  IPC                                |       1.02 |       0.18 |       0.19 |       0.25 |       0.18 |       0.19 |       0.19 |       0.18 |       0.24 |       0.23 |       0.16 |       0.25
  Time (ns)                          |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500 |    5269500
  Idle time (ns)                     |       1552 |    4517157 |    4517530 |    4507675 |    4517760 |    4518019 |    4518053 |    4518231 |    4508065 |    4508161 |    4516780 |    4506876
  Idle time (%)                      |       0.0% |      85.7% |      85.7% |      85.5% |      85.7% |      85.7% |      85.7% |      85.7% |      85.6% |      85.6% |      85.7% |      85.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2419870 |    1166863 |    1283362 |    1229669 |    1147527 |    1288063 |    1285559 |    1191277 |    1137428 |    1105374 |     978433 |    1203087
  num incorrect                      |     162636 |      10579 |       6985 |       7337 |      11352 |       6864 |       6791 |       9933 |      10551 |      11781 |      18927 |      10350
  misprediction rate                 |      6.30% |      0.90% |      0.54% |      0.59% |      0.98% |      0.53% |      0.53% |      0.83% |      0.92% |      1.05% |      1.90% |      0.85%
  mpki                               |       7.59 |       2.77 |       1.71 |       1.86 |       3.02 |       1.67 |       1.66 |       2.57 |       2.83 |       3.23 |       5.58 |       2.65
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2785333 |      94542 |      66341 |      69451 |      95591 |      65497 |      67412 |      87098 |      91028 |     100806 |     145341 |      88985
    num misses                       |        173 |         28 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         25 |         25
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5002171 |     777576 |     805300 |     781067 |     772121 |     805332 |     804923 |     782076 |     762651 |     753837 |     744781 |     791255
    num misses                       |       2387 |        776 |        714 |        744 |        765 |        684 |        700 |        801 |        740 |        689 |        711 |        727
    miss rate                        |      0.05% |      0.10% |      0.09% |      0.10% |      0.10% |      0.08% |      0.09% |      0.10% |      0.10% |      0.09% |      0.10% |      0.09%
    mpki                             |       0.11 |       0.20 |       0.17 |       0.19 |       0.20 |       0.17 |       0.17 |       0.21 |       0.20 |       0.19 |       0.21 |       0.19
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2560 |        804 |        742 |        770 |        791 |        710 |        726 |        827 |        766 |        715 |        736 |        752
    num misses                       |        687 |        181 |        182 |        174 |        190 |        179 |        176 |        180 |        173 |        180 |        162 |        170
    miss rate                        |     26.84% |     22.51% |     24.53% |     22.60% |     24.02% |     25.21% |     24.24% |     21.77% |     22.58% |     25.17% |     22.01% |     22.61%
    mpki                             |       0.03 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2785333 |      94542 |      66341 |      69451 |      95591 |      65497 |      67412 |      87098 |      91028 |     100806 |     145341 |      88985
    num cache misses                 |       2773 |        176 |        176 |        173 |        170 |        169 |        170 |        170 |        169 |        169 |        168 |        168
    miss rate                        |      0.10% |      0.19% |      0.27% |      0.25% |      0.18% |      0.26% |      0.25% |      0.20% |      0.19% |      0.17% |      0.12% |      0.19%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5002171 |     777576 |     805300 |     781067 |     772121 |     805332 |     804923 |     782076 |     762651 |     753837 |     744781 |     791255
    num cache misses                 |      45764 |      18320 |      18136 |      18175 |      18467 |      17979 |      18166 |      18280 |      18310 |      18323 |      18354 |      18080
    miss rate                        |      0.91% |      2.36% |      2.25% |      2.33% |      2.39% |      2.23% |      2.26% |      2.34% |      2.40% |      2.43% |      2.46% |      2.28%
    mpki                             |       2.13 |       4.80 |       4.43 |       4.62 |       4.91 |       4.38 |       4.44 |       4.72 |       4.92 |       5.02 |       5.41 |       4.62
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      50984 |      18695 |      18465 |      18506 |      18859 |      18626 |      18837 |      18990 |      19040 |      19066 |      19395 |      18924
    num cache misses                 |      36263 |      16847 |      16717 |      16757 |      16937 |      16673 |      16776 |      16836 |      16857 |      16857 |      16916 |      16644
    miss rate                        |     71.13% |     90.12% |     90.53% |     90.55% |     89.81% |     89.51% |     89.06% |     88.66% |     88.53% |     88.41% |     87.22% |     87.95%
    mpki                             |       1.69 |       4.41 |       4.09 |       4.26 |       4.50 |       4.06 |       4.10 |       4.35 |       4.53 |       4.62 |       4.98 |       4.25
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39257 |      17059 |      16880 |      16927 |      17171 |      17161 |      17283 |      17377 |      17418 |      17432 |      17789 |      17321
    num cache misses                 |      29992 |      10482 |      10311 |      10345 |      10571 |      10939 |      11159 |      11062 |      10969 |      11024 |      15206 |      14904
    miss rate                        |     76.40% |     61.45% |     61.08% |     61.12% |     61.56% |     63.74% |     64.57% |     63.66% |     62.98% |     63.24% |     85.48% |     86.05%
    mpki                             |       1.40 |       2.75 |       2.52 |       2.63 |       2.81 |       2.67 |       2.72 |       2.86 |       2.95 |       3.02 |       4.48 |       3.81
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9470 |          0 |          0 |          0 |          0 |       9457 |          0 |          0 |          0 |          0 |       9490 |          0
  average dram access latency (ns)   |      61.37 |        inf |        inf |        inf |        inf |      61.36 |        inf |        inf |        inf |        inf |      61.36 |        inf
  average dram queueing delay        |       0.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.11 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
