                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   12823174 |    4708764 |    5019345 |    4394986 |    5444000 |    5788869
  Cycles                             |    8353100 |    8353100 |    8353100 |    8353100 |    8353100 |    8353100
  IPC                                |       1.54 |       0.56 |       0.60 |       0.53 |       0.65 |       0.69
  Time (ns)                          |    8353100 |    8353100 |    8353100 |    8353100 |    8353100 |    8353100
  Idle time (ns)                     |       1217 |    5920771 |    5921567 |    5922001 |    5921925 |    5921973
  Idle time (%)                      |       0.0% |      70.9% |      70.9% |      70.9% |      70.9% |      70.9%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1619360 |    1414739 |    1562805 |    1268938 |    1660824 |    1820035
  num incorrect                      |      85707 |      12220 |       7446 |      17300 |      12703 |       7395
  misprediction rate                 |      5.03% |      0.86% |      0.47% |      1.35% |      0.76% |      0.40%
  mpki                               |       6.68 |       2.60 |       1.48 |       3.94 |       2.33 |       1.28
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1602119 |      68775 |      46514 |      84881 |      67144 |      46835
    num misses                       |        186 |         24 |         24 |         24 |         24 |         26
    miss rate                        |      0.01% |      0.03% |      0.05% |      0.03% |      0.04% |      0.06%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    3104270 |     944981 |     971430 |     914011 |    1067034 |    1098109
    num misses                       |       1991 |        541 |        550 |        543 |        536 |        530
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.05% |      0.05%
    mpki                             |       0.16 |       0.11 |       0.11 |       0.12 |       0.10 |       0.09
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2177 |        565 |        574 |        567 |        560 |        556
    num misses                       |        652 |        180 |        173 |        184 |        173 |        178
    miss rate                        |     29.95% |     31.86% |     30.14% |     32.45% |     30.89% |     32.01%
    mpki                             |       0.05 |       0.04 |       0.03 |       0.04 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1602119 |      68775 |      46514 |      84881 |      67144 |      46835
    num cache misses                 |       3332 |        158 |        156 |        157 |        156 |        164
    miss rate                        |      0.21% |      0.23% |      0.34% |      0.18% |      0.23% |      0.35%
    mpki                             |       0.26 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    3104270 |     944981 |     971430 |     914011 |    1067034 |    1098109
    num cache misses                 |      46151 |      18272 |      17740 |      18882 |      17565 |      17024
    miss rate                        |      1.49% |      1.93% |      1.83% |      2.07% |      1.65% |      1.55%
    mpki                             |       3.60 |       3.88 |       3.53 |       4.30 |       3.23 |       2.94
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      51680 |      18604 |      18017 |      19234 |      18679 |      17958
    num cache misses                 |      36969 |      16320 |      15991 |      16634 |      15658 |      15286
    miss rate                        |     71.53% |     87.72% |     88.76% |     86.48% |     83.83% |     85.12%
    mpki                             |       2.88 |       3.47 |       3.19 |       3.78 |       2.88 |       2.64
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      40412 |      16507 |      16114 |      16833 |      16626 |      16068
    num cache misses                 |      24722 |       5865 |       5615 |       6097 |      12076 |      11584
    miss rate                        |     61.17% |     35.53% |     34.85% |     36.22% |     72.63% |     72.09%
    mpki                             |       1.93 |       1.25 |       1.12 |       1.39 |       2.22 |       2.00
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      12729 |          0 |          0 |          0 |      12677 |          0
  average dram access latency (ns)   |      61.31 |        inf |        inf |        inf |      61.31 |        inf
  average dram queueing delay        |       0.06 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10546 |        379 |        366 |        366 |        211 |        214
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1715 |       1678 |       1650 |       1755 |       3284 |       3028
