                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4      | Core 5      | Core 6      | Core 7      | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  374116156 |  375131779 |  375775408 |  374093366 |   433086778 |   433128853 |   434749094 |   432929682 |  382490443 |  384467342 |  384304330 |  383117387
  Cycles                             |  482507300 |  482507300 |  482507300 |  482507300 |  1930029200 |  1930029200 |  1930029200 |  1930029200 |  482507300 |  482507300 |  482507300 |  482507300
  IPC                                |       0.78 |       0.78 |       0.78 |       0.78 |        0.22 |        0.22 |        0.23 |        0.22 |       0.79 |       0.80 |       0.80 |       0.79
  Time (ns)                          |  482507300 |  482507300 |  482507300 |  482507300 |   482507300 |   482507300 |   482507300 |   482507300 |  482507300 |  482507300 |  482507300 |  482507300
  Idle time (ns)                     |       4215 |     889041 |     881404 |     403355 |    32631581 |    32504522 |    32599657 |    32639037 |     408141 |     407076 |     409005 |     408937
  Idle time (%)                      |       0.0% |       0.2% |       0.2% |       0.1% |        6.8% |        6.7% |        6.8% |        6.8% |       0.1% |       0.1% |       0.1% |       0.1%
Branch predictor stats               |            |            |            |            |             |             |             |             |            |            |            |           
  num correct                        |   28657170 |   29059670 |   29291260 |   28743215 |    44794383 |    44799757 |    45345211 |    44770155 |   31500817 |   32178415 |   32134310 |   31754678
  num incorrect                      |       5388 |        696 |        721 |        712 |         825 |         843 |        1959 |        1954 |       1303 |       1604 |       1275 |       1736
  misprediction rate                 |      0.02% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.01%
  mpki                               |       0.01 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |             |             |             |             |            |            |            |           
  I-TLB                              |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |   52748616 |   52736863 |   52741857 |   52743817 |    59106921 |    59136053 |    59150010 |    59126277 |   52833115 |   52821357 |   52825715 |   52848667
    num misses                       |        117 |         24 |         24 |         24 |          22 |          24 |          24 |          24 |         22 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |  136722854 |  136800992 |  136881526 |  136578899 |   155932026 |   155955355 |   156195414 |   155819711 |  137963400 |  138243606 |  138194876 |  137967818
    num misses                       |    6906870 |    6870715 |    6870090 |    6865261 |     6877823 |     6876090 |     6874602 |     6877136 |    6864502 |    6869957 |    6866257 |    6863061
    miss rate                        |      5.05% |      5.02% |      5.02% |      5.03% |       4.41% |       4.41% |       4.40% |       4.41% |      4.98% |      4.97% |      4.97% |      4.97%
    mpki                             |      18.46 |      18.32 |      18.28 |      18.35 |       15.88 |       15.88 |       15.81 |       15.89 |      17.95 |      17.87 |      17.87 |      17.91
  L2 TLB                             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |    6906987 |    6870739 |    6870114 |    6865285 |     6877845 |     6876114 |     6874626 |     6877160 |    6864524 |    6869981 |    6866281 |    6863085
    num misses                       |    3134213 |    3109318 |    3116177 |    3135749 |     3158474 |     3141683 |     3156998 |     3170437 |    3131918 |    3109088 |    3100447 |    3108275
    miss rate                        |     45.38% |     45.25% |     45.36% |     45.68% |      45.92% |      45.69% |      45.92% |      46.10% |     45.62% |     45.26% |     45.15% |     45.29%
    mpki                             |       8.38 |       8.29 |       8.29 |       8.38 |        7.29 |        7.25 |        7.26 |        7.32 |       8.19 |       8.09 |       8.07 |       8.11
Cache Summary                        |            |            |            |            |             |             |             |             |            |            |            |           
  Cache L1-I                         |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |   52748616 |   52736863 |   52741857 |   52743817 |    59106921 |    59136053 |    59150010 |    59126277 |   52833115 |   52821357 |   52825715 |   52848667
    num cache misses                 |       7662 |       3764 |       3507 |       3565 |        2614 |        2575 |        2676 |        2628 |       3614 |       3522 |       3569 |       3686
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |       0.00% |       0.00% |       0.00% |       0.00% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |        0.01 |        0.01 |        0.01 |        0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |  136722854 |  136800992 |  136881526 |  136578899 |   155932026 |   155955355 |   156195414 |   155819711 |  137963400 |  138243606 |  138194876 |  137967818
    num cache misses                 |    7553607 |    7536510 |    7526570 |    7520958 |     7880084 |     7883105 |     7882485 |     7884704 |    7561841 |    7568086 |    7548411 |    7566670
    miss rate                        |      5.52% |      5.51% |      5.50% |      5.51% |       5.05% |       5.05% |       5.05% |       5.06% |      5.48% |      5.47% |      5.46% |      5.48%
    mpki                             |      20.19 |      20.09 |      20.03 |      20.10 |       18.20 |       18.20 |       18.13 |       18.21 |      19.77 |      19.68 |      19.64 |      19.75
  Cache L2                           |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |    7640639 |    7617393 |    7605444 |    7599278 |     7984800 |     7989049 |     7985827 |     7985688 |    7653330 |    7664444 |    7645968 |    7671386
    num cache misses                 |    2271359 |    2249981 |    2243968 |    2244141 |     2457163 |     2458539 |     2460770 |     2463836 |    2251943 |    2251843 |    2251368 |    2260137
    miss rate                        |     29.73% |     29.54% |     29.50% |     29.53% |      30.77% |      30.77% |      30.81% |      30.85% |     29.42% |     29.38% |     29.45% |     29.46%
    mpki                             |       6.07 |       6.00 |       5.97 |       6.00 |        5.67 |        5.68 |        5.66 |        5.69 |       5.89 |       5.86 |       5.86 |       5.90
  Cache L3                           |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |    2350746 |    2326947 |    2319209 |    2318783 |     2559191 |     2561812 |     2561344 |     2562085 |    2339801 |    2344400 |    2345087 |    2360871
    num cache misses                 |    2194495 |    2171376 |    2166793 |    2166443 |     2383217 |     2387401 |     2388652 |     2393535 |    2193535 |    2196180 |    2198604 |    2209808
    miss rate                        |     93.35% |     93.31% |     93.43% |     93.43% |      93.12% |      93.19% |      93.26% |      93.42% |     93.75% |     93.68% |     93.75% |     93.60%
    mpki                             |       5.87 |       5.79 |       5.77 |       5.79 |        5.50 |        5.51 |        5.49 |        5.53 |       5.73 |       5.71 |       5.72 |       5.77
DRAM summary                         |            |            |            |            |             |             |             |             |            |            |            |           
  num dram accesses                  |   17141722 |          0 |          0 |          0 |           0 |           0 |           0 |           0 |   17145852 |          0 |          0 |          0
  average dram access latency (ns)   |    4276.73 |        inf |        inf |        inf |         inf |         inf |         inf |         inf |    4264.66 |        inf |        inf |        inf
  average dram queueing delay        |    4215.48 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |    4203.41 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      4.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |             |             |             |             |            |            |            |           
  num loads from dram                |    1478825 |    1472407 |    1472621 |    1472107 |     1659011 |     1659874 |     1659040 |     1658411 |    1467322 |    1467126 |    1466285 |    1462210
  num loads from dram cache          |          0 |          0 |          0 |          0 |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      52868 |      43590 |      39284 |      39114 |       46249 |       48978 |       49480 |       53647 |      76168 |      80095 |      83069 |      95004
