                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43124677 |    5132058 |    4739061 |    4954424 |    4025184 |    4006295 |    4056160 |    5060548 |    5138208 |    4647554 |    4587272 |    5139807
  Cycles                             |  117986400 |  117986400 |  117986400 |  117986400 |   29496600 |   29496600 |  117986400 |  117986400 |  117986400 |  117986400 |   29496600 |   29496600
  IPC                                |       0.37 |       0.04 |       0.04 |       0.04 |       0.14 |       0.14 |       0.03 |       0.04 |       0.04 |       0.04 |       0.16 |       0.17
  Time (ns)                          |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600 |   29496600
  Idle time (ns)                     |       1347 |   26722819 |   26655150 |   26655640 |   26625422 |   26625581 |   26657039 |   26656110 |   26656559 |   26656908 |   26627034 |   26627337
  Idle time (%)                      |       0.0% |      90.6% |      90.4% |      90.4% |      90.3% |      90.3% |      90.4% |      90.4% |      90.4% |      90.4% |      90.3% |      90.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4502198 |    1561811 |    1382825 |    1474182 |    1097931 |    1080178 |    1091423 |    1513087 |    1545658 |    1343060 |    1327356 |    1559447
  num incorrect                      |     339554 |      11714 |      20009 |      16745 |      28256 |      29080 |      29972 |      16179 |      14903 |      21153 |      21066 |      12852
  misprediction rate                 |      7.01% |      0.74% |      1.43% |      1.12% |      2.51% |      2.62% |      2.67% |      1.06% |      0.95% |      1.55% |      1.56% |      0.82%
  mpki                               |       7.87 |       2.28 |       4.22 |       3.38 |       7.02 |       7.26 |       7.39 |       3.20 |       2.90 |       4.55 |       4.59 |       2.50
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5214594 |     123812 |     175517 |     153104 |     221598 |     236350 |     243663 |     149641 |     143326 |     188375 |     180200 |     129770
    num misses                       |        172 |         27 |         29 |         27 |         29 |         27 |         29 |         29 |         29 |         27 |         29 |         27
    miss rate                        |      0.00% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9872932 |    1091327 |    1066122 |    1084141 |     983425 |     982932 |     998458 |    1098903 |    1107607 |    1058295 |    1044241 |    1096431
    num misses                       |       7758 |       6299 |       6250 |       6258 |       6248 |       6269 |       6274 |       6350 |       6161 |       6284 |       6277 |       6264
    miss rate                        |      0.08% |      0.58% |      0.59% |      0.58% |      0.64% |      0.64% |      0.63% |      0.58% |      0.56% |      0.59% |      0.60% |      0.57%
    mpki                             |       0.18 |       1.23 |       1.32 |       1.26 |       1.55 |       1.56 |       1.55 |       1.25 |       1.20 |       1.35 |       1.37 |       1.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7930 |       6326 |       6279 |       6285 |       6277 |       6296 |       6303 |       6379 |       6190 |       6311 |       6306 |       6291
    num misses                       |        876 |        311 |        307 |        305 |        289 |        284 |        287 |        288 |        282 |        284 |        284 |        285
    miss rate                        |     11.05% |      4.92% |      4.89% |      4.85% |      4.60% |      4.51% |      4.55% |      4.51% |      4.56% |      4.50% |      4.50% |      4.53%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.05 |       0.06 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5214594 |     123812 |     175517 |     153104 |     221598 |     236350 |     243663 |     149641 |     143326 |     188375 |     180200 |     129770
    num cache misses                 |       2985 |        171 |        178 |        171 |        184 |        180 |        178 |        177 |        177 |        171 |        181 |        178
    miss rate                        |      0.06% |      0.14% |      0.10% |      0.11% |      0.08% |      0.08% |      0.07% |      0.12% |      0.12% |      0.09% |      0.10% |      0.14%
    mpki                             |       0.07 |       0.03 |       0.04 |       0.03 |       0.05 |       0.04 |       0.04 |       0.03 |       0.03 |       0.04 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9872932 |    1091327 |    1066122 |    1084141 |     983425 |     982932 |     998458 |    1098903 |    1107607 |    1058295 |    1044241 |    1096431
    num cache misses                 |      69908 |      35789 |      36388 |      36165 |      36719 |      37030 |      36907 |      36037 |      35922 |      36475 |      36461 |      35771
    miss rate                        |      0.71% |      3.28% |      3.41% |      3.34% |      3.73% |      3.77% |      3.70% |      3.28% |      3.24% |      3.45% |      3.49% |      3.26%
    mpki                             |       1.62 |       6.97 |       7.68 |       7.30 |       9.12 |       9.24 |       9.10 |       7.12 |       6.99 |       7.85 |       7.95 |       6.96
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      75439 |      36191 |      36909 |      36640 |      37329 |      37642 |      38274 |      37187 |      37078 |      37727 |      37704 |      36911
    num cache misses                 |      57851 |      32495 |      32986 |      32783 |      33291 |      33068 |      33352 |      32827 |      32694 |      33027 |      33146 |      32622
    miss rate                        |     76.69% |     89.79% |     89.37% |     89.47% |     89.18% |     87.85% |     87.14% |     88.28% |     88.18% |     87.54% |     87.91% |     88.38%
    mpki                             |       1.34 |       6.33 |       6.96 |       6.62 |       8.27 |       8.25 |       8.22 |       6.49 |       6.36 |       7.11 |       7.23 |       6.35
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      60945 |      32750 |      33351 |      33108 |      33738 |      33519 |      34562 |      33815 |      33694 |      34115 |      34211 |      33589
    num cache misses                 |      41994 |      17477 |      17909 |      17721 |      18118 |      18028 |      19283 |      18795 |      18764 |      18967 |      18915 |      18437
    miss rate                        |     68.90% |     53.36% |     53.70% |     53.52% |     53.70% |     53.78% |     55.79% |     55.58% |     55.69% |     55.60% |     55.29% |     54.89%
    mpki                             |       0.97 |       3.41 |       3.78 |       3.58 |       4.50 |       4.50 |       4.75 |       3.71 |       3.65 |       4.08 |       4.12 |       3.59
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      20135 |          0 |          0 |          0 |          0 |          0 |      20060 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.35 |        inf |        inf |        inf |        inf |        inf |      61.35 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10509 |        412 |        377 |        371 |        398 |        382 |        304 |        287 |        303 |        326 |        284 |        294
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       5722 |       5092 |       5191 |       5243 |       5407 |       5337 |       6303 |       6136 |       6188 |       6303 |       6207 |       6036
