                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  182654654 |  180224312 |  181679529 |  182270730 |  238846535 |  237025809 |  235742243 |  239083036 |  217555241 |  219836952 |  221406100 |  223068453
  Cycles                             |  328274100 |  328274100 |  328274100 |  328274100 |  437698800 |  437698800 |  437698800 |  437698800 |  328274100 |  328274100 |  328274100 |  328274100
  IPC                                |       0.56 |       0.55 |       0.55 |       0.56 |       0.55 |       0.54 |       0.54 |       0.55 |       0.66 |       0.67 |       0.67 |       0.68
  Time (ns)                          |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700 |  109424700
  Idle time (ns)                     |       9398 |     407671 |     319827 |     318742 |   26959398 |   28646948 |   29007243 |   27802114 |    6176466 |    6530337 |    6842070 |    6818457
  Idle time (%)                      |       0.0% |       0.4% |       0.3% |       0.3% |      24.6% |      26.2% |      26.5% |      25.4% |       5.6% |       6.0% |       6.3% |       6.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   14559883 |   13992696 |   14480480 |   14678128 |   34394546 |   34241071 |   33824862 |   34939195 |   31373564 |   32258669 |   32816336 |   33370329
  num incorrect                      |      11468 |       5061 |       4963 |       4914 |       4568 |       4515 |       4534 |       4465 |       4302 |       4168 |       4096 |       4135
  misprediction rate                 |      0.08% |      0.04% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.06 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17944876 |   17787793 |   17787043 |   17786937 |   17470001 |   17281740 |   17275571 |   17275117 |   15894006 |   15842628 |   15822618 |   15822658
    num misses                       |        200 |         34 |         34 |         27 |         34 |         34 |         34 |         34 |         34 |         34 |         30 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   94054831 |   93230310 |   93469413 |   93569156 |  101787431 |  100980037 |  100750890 |  101306475 |   92716346 |   92951707 |   93165559 |   93442620
    num misses                       |      53898 |      50896 |      51876 |      50854 |      51079 |      49484 |      49406 |      49429 |      45919 |      45686 |      45338 |      45248
    miss rate                        |      0.06% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.30 |       0.28 |       0.29 |       0.28 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.20 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      54098 |      50930 |      51910 |      50881 |      51113 |      49518 |      49440 |      49463 |      45953 |      45720 |      45368 |      45278
    num misses                       |      31206 |      29857 |      29837 |      30011 |      29891 |      29426 |      29577 |      29283 |      26759 |      26665 |      26174 |      25881
    miss rate                        |     57.68% |     58.62% |     57.48% |     58.98% |     58.48% |     59.42% |     59.82% |     59.20% |     58.23% |     58.32% |     57.69% |     57.16%
    mpki                             |       0.17 |       0.17 |       0.16 |       0.16 |       0.13 |       0.12 |       0.13 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17944876 |   17787793 |   17787043 |   17786937 |   17470001 |   17281740 |   17275571 |   17275117 |   15894006 |   15842628 |   15822618 |   15822658
    num cache misses                 |      32904 |      20006 |      20392 |      20086 |      11965 |      12100 |      12149 |      12171 |      18494 |      18546 |      17930 |      17867
    miss rate                        |      0.18% |      0.11% |      0.11% |      0.11% |      0.07% |      0.07% |      0.07% |      0.07% |      0.12% |      0.12% |      0.11% |      0.11%
    mpki                             |       0.18 |       0.11 |       0.11 |       0.11 |       0.05 |       0.05 |       0.05 |       0.05 |       0.09 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   94054831 |   93230310 |   93469413 |   93569156 |  101787431 |  100980037 |  100750890 |  101306475 |   92716346 |   92951707 |   93165559 |   93442620
    num cache misses                 |    3715452 |    3696445 |    3695438 |    3696430 |    3617152 |    3588627 |    3585782 |    3585298 |    3313271 |    3306917 |    3291030 |    3290728
    miss rate                        |      3.95% |      3.96% |      3.95% |      3.95% |      3.55% |      3.55% |      3.56% |      3.54% |      3.57% |      3.56% |      3.53% |      3.52%
    mpki                             |      20.34 |      20.51 |      20.34 |      20.28 |      15.14 |      15.14 |      15.21 |      15.00 |      15.23 |      15.04 |      14.86 |      14.75
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4031604 |    3996651 |    3996136 |    3996545 |    3921880 |    3871235 |    3864972 |    3875837 |    3584543 |    3561883 |    3545832 |    3546995
    num cache misses                 |    2785021 |    2761487 |    2763676 |    2765026 |    2577650 |    2500961 |    2510325 |    2555148 |    2497838 |    2492234 |    2471234 |    2465427
    miss rate                        |     69.08% |     69.10% |     69.16% |     69.19% |     65.72% |     64.60% |     64.95% |     65.93% |     69.68% |     69.97% |     69.69% |     69.51%
    mpki                             |      15.25 |      15.32 |      15.21 |      15.17 |      10.79 |      10.55 |      10.65 |      10.69 |      11.48 |      11.34 |      11.16 |      11.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3073098 |    3042210 |    3044439 |    3045496 |    2871193 |    2772153 |    2777886 |    2834069 |    2750833 |    2728950 |    2708302 |    2703942
    num cache misses                 |    2320937 |    2322949 |    2291974 |    2304654 |    2131826 |    2187681 |    2172404 |    2189827 |    1652885 |    1570140 |    1548108 |    1555230
    miss rate                        |     75.52% |     76.36% |     75.28% |     75.67% |     74.25% |     78.92% |     78.20% |     77.27% |     60.09% |     57.54% |     57.16% |     57.52%
    mpki                             |      12.71 |      12.89 |      12.62 |      12.64 |       8.93 |       9.23 |       9.22 |       9.16 |       7.60 |       7.14 |       6.99 |       6.97
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   16589670 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   16594257 |          0 |          0 |          0
  average dram access latency (ns)   |    2884.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    2908.08 |        inf |        inf |        inf
  average dram queueing delay        |    2822.99 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    2846.83 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     18.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |    1768050 |    1812330 |    1781308 |    1793794 |    1625039 |    1674962 |    1662775 |    1645925 |    1166252 |    1119580 |    1115063 |    1115960
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      24950 |       4645 |       4599 |       4541 |       4577 |       4466 |       4585 |      37767 |      27464 |       3719 |       3652 |       9622
