                                     | Core 0     | Core 1    
  Instructions                       |     332544 |          0
  Cycles                             |     701600 |     701600
  IPC                                |       0.47 |       0.00
  Time (ns)                          |     175400 |     175400
  Idle time (ns)                     |        234 |     175400
  Idle time (%)                      |       0.1% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      50441 |          0
  num incorrect                      |       3400 |          0
  misprediction rate                 |      6.31% |      0.00%
  mpki                               |      10.22 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      39770 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.24% |      0.00%
    mpki                             |       0.28 |       0.00
  D-TLB                              |            |           
    num accesses                     |     142514 |          0
    num misses                       |        427 |          0
    miss rate                        |      0.30% |      0.00%
    mpki                             |       1.28 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        521 |          0
    num misses                       |        281 |          0
    miss rate                        |     53.93% |      0.00%
    mpki                             |       0.85 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      39770 |          0
    num cache misses                 |       1166 |          0
    miss rate                        |      2.93% |       inf%
    mpki                             |       3.51 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     142514 |          0
    num cache misses                 |       9083 |          0
    miss rate                        |      6.37% |       inf%
    mpki                             |      27.31 |        inf
  Cache L2                           |            |           
    num cache accesses               |      11998 |          0
    num cache misses                 |       8550 |          0
    miss rate                        |     71.26% |       inf%
    mpki                             |      25.71 |        inf
  Cache L3                           |            |           
    num cache accesses               |      10305 |          0
    num cache misses                 |       8509 |          0
    miss rate                        |     82.57% |       inf%
    mpki                             |      25.59 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       8509 |          0
  average dram access latency (ns)   |      62.54 |        inf
  average dram queueing delay        |       1.29 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6024 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
