                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21617222 |    3953536 |    3964829 |    4175623 |    3975707 |    4032856 |    3467049 |    3621194
  Cycles                             |   15768900 |   15768900 |   15768900 |   15768900 |   15768900 |   15768900 |   15768900 |   15768900
  IPC                                |       1.37 |       0.25 |       0.25 |       0.26 |       0.25 |       0.26 |       0.22 |       0.23
  Time (ns)                          |    5256300 |    5256300 |    5256300 |    5256300 |    5256300 |    5256300 |    5256300 |    5256300
  Idle time (ns)                     |       1436 |    4332815 |    4333409 |    4333442 |    4333341 |    4333555 |    4333710 |    4333863
  Idle time (%)                      |       0.0% |      82.4% |      82.4% |      82.4% |      82.4% |      82.4% |      82.4% |      82.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2451350 |    1167811 |    1179301 |    1268656 |    1181697 |    1208718 |     969539 |    1033789
  num incorrect                      |     162160 |      14942 |      13882 |      10788 |      14066 |      13045 |      21464 |      19325
  misprediction rate                 |      6.20% |      1.26% |      1.16% |      0.84% |      1.18% |      1.07% |      2.17% |      1.84%
  mpki                               |       7.50 |       3.78 |       3.50 |       2.58 |       3.54 |       3.23 |       6.19 |       5.34
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2550272 |     131710 |     125060 |     104302 |     127355 |     116241 |     168847 |     157994
    num misses                       |        174 |         28 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5083834 |     865364 |     862725 |     882889 |     865966 |     868455 |     813325 |     831756
    num misses                       |       2358 |        985 |       1023 |        962 |       1019 |       1030 |       1013 |        936
    miss rate                        |      0.05% |      0.11% |      0.12% |      0.11% |      0.12% |      0.12% |      0.12% |      0.11%
    mpki                             |       0.11 |       0.25 |       0.26 |       0.23 |       0.26 |       0.26 |       0.29 |       0.26
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2532 |       1013 |       1050 |        989 |       1046 |       1057 |       1040 |        963
    num misses                       |        686 |        195 |        196 |        194 |        190 |        192 |        177 |        179
    miss rate                        |     27.09% |     19.25% |     18.67% |     19.62% |     18.16% |     18.16% |     17.02% |     18.59%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2550272 |     131710 |     125060 |     104302 |     127355 |     116241 |     168847 |     157994
    num cache misses                 |       3199 |        177 |        172 |        174 |        176 |        178 |        171 |        170
    miss rate                        |      0.13% |      0.13% |      0.14% |      0.17% |      0.14% |      0.15% |      0.10% |      0.11%
    mpki                             |       0.15 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5083834 |     865364 |     862725 |     882889 |     865966 |     868455 |     813325 |     831756
    num cache misses                 |      53109 |      26073 |      26114 |      25921 |      26174 |      26103 |      26219 |      26295
    miss rate                        |      1.04% |      3.01% |      3.03% |      2.94% |      3.02% |      3.01% |      3.22% |      3.16%
    mpki                             |       2.46 |       6.59 |       6.59 |       6.21 |       6.58 |       6.47 |       7.56 |       7.26
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58752 |      26493 |      26526 |      26306 |      27144 |      27037 |      27275 |      27325
    num cache misses                 |      45108 |      23782 |      23819 |      23710 |      23900 |      23855 |      23955 |      23986
    miss rate                        |     76.78% |     89.77% |     89.79% |     90.13% |     88.05% |     88.23% |     87.83% |     87.78%
    mpki                             |       2.09 |       6.02 |       6.01 |       5.68 |       6.01 |       5.92 |       6.91 |       6.62
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47914 |      24043 |      24078 |      23941 |      24709 |      24615 |      24844 |      24847
    num cache misses                 |      32547 |      13510 |      13421 |      13545 |      14633 |      14255 |      14289 |      14348
    miss rate                        |     67.93% |     56.19% |     55.74% |     56.58% |     59.22% |     57.91% |     57.51% |     57.75%
    mpki                             |       1.51 |       3.42 |       3.39 |       3.24 |       3.68 |       3.53 |       4.12 |       3.96
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13712 |          0 |          0 |          0 |      13652 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |      61.38 |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.13 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10554 |        284 |        256 |        290 |        187 |        204 |        210 |        206
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3930 |       3728 |       3808 |       3772 |       4596 |       4630 |       4657 |       4620
