                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   66448184 |   67534752 |   57403167 |   57273215 |   57418089 |   67444669 |   58856557 |   68429483 |   68406039 |   68727288 |   71996742 |   62221961 |   62355232 |   62345447 |   62337498 |   72412029
  Cycles                             |   33011570 |   33011570 |   25043260 |   25043260 |   25043260 |   33011570 |   25043260 |   33011570 |   33011570 |   33011570 |   33011570 |   25043260 |   25043260 |   25043260 |   25043260 |   33011570
  IPC                                |       2.01 |       2.05 |       2.29 |       2.29 |       2.29 |       2.04 |       2.35 |       2.07 |       2.07 |       2.08 |       2.18 |       2.48 |       2.49 |       2.49 |       2.49 |       2.19
  Time (ns)                          |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300 |   11383300
  Idle time (ns)                     |        239 |     290158 |     291358 |     292427 |     293405 |     294396 |     295377 |     296351 |     297338 |     298337 |     299313 |     300274 |     301261 |     302268 |     303240 |     304217
  Idle time (%)                      |       0.0% |       2.5% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.7% |       2.7% |       2.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3471680 |    4163366 |     786189 |     742586 |     791234 |    4133579 |    1507406 |    4698615 |    4690799 |    4797886 |   23768733 |   20510436 |   20769333 |   20766072 |   20763420 |   24121622
  num incorrect                      |      12091 |       3747 |       3676 |       3638 |       3752 |       3737 |       3078 |       3171 |       3173 |       3168 |       1013 |       1014 |       1003 |       1002 |       1004 |       1005
  misprediction rate                 |      0.35% |      0.09% |      0.47% |      0.49% |      0.47% |      0.09% |      0.20% |      0.07% |      0.07% |      0.07% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.18 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5481508 |    5275534 |    5275343 |    5275343 |    5275343 |    5275343 |    5211173 |    5211173 |    5211173 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num misses                       |        228 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31 |         31 |         31 |         31 |         31
