                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11014296 |    3091309 |    3130164 |    2882955 |    3175027 |    3096626 |    2641101 |    3059312 |    3051507 |    2912319 |    3187105 |    3241882
  Cycles                             |   11291200 |   11291200 |   11291200 |   11291200 |    8468400 |   11291200 |   11291200 |    8468400 |   11291200 |    8468400 |    8468400 |   11291200
  IPC                                |       0.98 |       0.27 |       0.28 |       0.26 |       0.37 |       0.27 |       0.23 |       0.36 |       0.27 |       0.34 |       0.38 |       0.29
  Time (ns)                          |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800 |    2822800
  Idle time (ns)                     |       1530 |    2316508 |    2316863 |    2317125 |    2307163 |    2317371 |    2317458 |    2307446 |    2317333 |    2307675 |    2306684 |    2317038
  Idle time (%)                      |       0.1% |      82.1% |      82.1% |      82.1% |      81.7% |      82.1% |      82.1% |      81.7% |      82.1% |      81.8% |      81.7% |      82.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1335611 |     981400 |     997382 |     895443 |    1022339 |     984890 |     797109 |     974393 |     965837 |     912663 |    1021574 |    1037695
  num incorrect                      |      77026 |       4655 |       4236 |       7444 |       2574 |       4581 |      10815 |       4197 |       5268 |       6468 |       3559 |       3845
  misprediction rate                 |      5.45% |      0.47% |      0.42% |      0.82% |      0.25% |      0.46% |      1.34% |      0.43% |      0.54% |      0.70% |      0.35% |      0.37%
  mpki                               |       6.99 |       1.51 |       1.35 |       2.58 |       0.81 |       1.48 |       4.09 |       1.37 |       1.73 |       2.22 |       1.12 |       1.19
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1395051 |      41390 |      37945 |      59129 |      27595 |      39903 |      75648 |      37455 |      43711 |      49719 |      32997 |      35342
    num misses                       |        172 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.06% |      0.07% |      0.04% |      0.09% |      0.07% |      0.03% |      0.07% |      0.06% |      0.05% |      0.08% |      0.07%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
