                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   13680747 |    5479027 |    4838204 |    5569618
  Cycles                             |   10688400 |   10688400 |   10688400 |   10688400
  IPC                                |       1.28 |       0.51 |       0.45 |       0.52
  Time (ns)                          |    2672100 |    2672100 |    2672100 |    2672100
  Idle time (ns)                     |       1520 |    1835042 |    1835422 |    1835534
  Idle time (%)                      |       0.1% |      68.7% |      68.7% |      68.7%
Branch predictor stats               |            |            |            |           
  num correct                        |    1770459 |    1657366 |    1403532 |    1697535
  num incorrect                      |      93750 |      19251 |      28829 |      17782
  misprediction rate                 |      5.03% |      1.15% |      2.01% |      1.04%
  mpki                               |       6.85 |       3.51 |       5.96 |       3.19
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1420982 |      74621 |      87199 |      71244
    num misses                       |        175 |         27 |         25 |         25
    miss rate                        |      0.01% |      0.04% |      0.03% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.01 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    3036491 |    1157204 |    1097365 |    1163678
    num misses                       |       2487 |        819 |        837 |        821
    miss rate                        |      0.08% |      0.07% |      0.08% |      0.07%
    mpki                             |       0.18 |       0.15 |       0.17 |       0.15
  L2 TLB                             |            |            |            |           
    num accesses                     |       2662 |        846 |        862 |        846
    num misses                       |        655 |        185 |        195 |        195
    miss rate                        |     24.61% |     21.87% |     22.62% |     23.05%
    mpki                             |       0.05 |       0.03 |       0.04 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1420982 |      74621 |      87199 |      71244
    num cache misses                 |       2803 |        190 |        183 |        182
    miss rate                        |      0.20% |      0.25% |      0.21% |      0.26%
    mpki                             |       0.20 |       0.03 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    3036491 |    1157204 |    1097365 |    1163678
    num cache misses                 |      52891 |      25313 |      26026 |      25274
    miss rate                        |      1.74% |      2.19% |      2.37% |      2.17%
    mpki                             |       3.87 |       4.62 |       5.38 |       4.54
  Cache L2                           |            |            |            |           
    num cache accesses               |      58208 |      26013 |      27363 |      26440
    num cache misses                 |      40437 |      22293 |      22652 |      22290
    miss rate                        |     69.47% |     85.70% |     82.78% |     84.30%
    mpki                             |       2.96 |       4.07 |       4.68 |       4.00
  Cache L3                           |            |            |            |           
    num cache accesses               |      43621 |      22820 |      23820 |      23294
    num cache misses                 |      33229 |      14148 |      16276 |      15960
    miss rate                        |     76.18% |     62.00% |     68.33% |     68.52%
    mpki                             |       2.43 |       2.58 |       3.36 |       2.87
DRAM summary                         |            |            |            |           
  num dram accesses                  |      12615 |          0 |      12576 |          0
  average dram access latency (ns)   |      61.46 |        inf |      61.43 |        inf
  average dram queueing delay        |       0.21 |       0.00 |       0.18 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      10472 |        375 |        310 |        317
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |       3116 |       3428 |       4704 |       4513
