                                     | Core 0       | Core 1      
  Instructions                       |   7199288880 |   7205406875
  Cycles                             |  12309079200 |  12309079200
  IPC                                |         0.58 |         0.59
  Time (ns)                          |   3077269800 |   3077269800
  Idle time (ns)                     |    145720950 |    101407328
  Idle time (%)                      |         4.7% |         3.3%
Branch predictor stats               |              |             
  num correct                        |    343796538 |    348221588
  num incorrect                      |        67935 |        61481
  misprediction rate                 |        0.02% |        0.02%
  mpki                               |         0.01 |         0.01
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |    796534533 |    795484591
    num misses                       |          190 |           29
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   4025910107 |   4024222116
    num misses                       |      2315492 |      2318807
    miss rate                        |        0.06% |        0.06%
    mpki                             |         0.32 |         0.32
  L2 TLB                             |              |             
    num accesses                     |      2315682 |      2318836
    num misses                       |      1832096 |      1830486
    miss rate                        |       79.12% |       78.94%
    mpki                             |         0.25 |         0.25
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |    796534533 |    795484591
    num cache misses                 |       372096 |       352157
    miss rate                        |        0.05% |        0.04%
    mpki                             |         0.05 |         0.05
  Cache L1-D                         |              |             
    num cache accesses               |   4025910107 |   4024222116
    num cache misses                 |    292816913 |    293641475
    miss rate                        |        7.27% |        7.30%
    mpki                             |        40.67 |        40.75
  Cache L2                           |              |             
    num cache accesses               |    306894274 |    307592705
    num cache misses                 |    126050283 |    125918589
    miss rate                        |       41.07% |       40.94%
    mpki                             |        17.51 |        17.48
  Cache L3                           |              |             
    num cache accesses               |    139794588 |    139557893
    num cache misses                 |    108640370 |    115878392
    miss rate                        |       77.71% |       83.03%
    mpki                             |        15.09 |        16.08
DRAM summary                         |              |             
  num dram accesses                  |    298839386 |            0
  average dram access latency (ns)   |     30814.31 |          inf
  average dram queueing delay        |     30753.06 |         0.00
  average dram bandwidth utilization |       12.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     85233617 |     92453922
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
