                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11223374 |    3087514 |    3368202 |    2856233 |    3750996 |    4055633
  Cycles                             |    7693500 |    7693500 |    7693500 |    7693500 |    7693500 |    7693500
  IPC                                |       1.46 |       0.40 |       0.44 |       0.37 |       0.49 |       0.53
  Time (ns)                          |    7693500 |    7693500 |    7693500 |    7693500 |    7693500 |    7693500
  Idle time (ns)                     |       1340 |    5876760 |    5877410 |    5877720 |    5878054 |    5877872
  Idle time (%)                      |       0.0% |      76.4% |      76.4% |      76.4% |      76.4% |      76.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1360799 |     917036 |    1037431 |     815542 |    1138694 |    1266778
  num incorrect                      |      80107 |      11486 |       6971 |      14452 |      11425 |       7058
  misprediction rate                 |      5.56% |      1.24% |      0.67% |      1.74% |      0.99% |      0.55%
  mpki                               |       7.14 |       3.72 |       2.07 |       5.06 |       3.05 |       1.74
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1295771 |      69175 |      50188 |      92847 |      70158 |      51222
    num misses                       |        174 |         29 |         29 |         48 |         29 |         29
    miss rate                        |      0.01% |      0.04% |      0.06% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2768626 |     662583 |     687735 |     644610 |     771809 |     802744
    num misses                       |       1385 |        227 |        159 |        185 |        250 |        173
    miss rate                        |      0.05% |      0.03% |      0.02% |      0.03% |      0.03% |      0.02%
    mpki                             |       0.12 |       0.07 |       0.05 |       0.06 |       0.07 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       1559 |        256 |        188 |        233 |        279 |        202
    num misses                       |        569 |        147 |        148 |        169 |        150 |        151
    miss rate                        |     36.50% |     57.42% |     78.72% |     72.53% |     53.76% |     74.75%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.06 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1295771 |      69175 |      50188 |      92847 |      70158 |      51222
    num cache misses                 |       2895 |        178 |        178 |        368 |        177 |        178
    miss rate                        |      0.22% |      0.26% |      0.35% |      0.40% |      0.25% |      0.35%
    mpki                             |       0.26 |       0.06 |       0.05 |       0.13 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2768626 |     662583 |     687735 |     644610 |     771809 |     802744
    num cache misses                 |      40465 |      16686 |      16457 |      17429 |      15844 |      15618
    miss rate                        |      1.46% |      2.52% |      2.39% |      2.70% |      2.05% |      1.95%
    mpki                             |       3.61 |       5.40 |       4.89 |       6.10 |       4.22 |       3.85
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45613 |      16945 |      16681 |      17852 |      16704 |      16378
    num cache misses                 |      33070 |      15111 |      15021 |      15676 |      14284 |      14145
    miss rate                        |     72.50% |     89.18% |     90.05% |     87.81% |     85.51% |     86.37%
    mpki                             |       2.95 |       4.89 |       4.46 |       5.49 |       3.81 |       3.49
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      35573 |      15203 |      15074 |      15744 |      14967 |      14728
    num cache misses                 |      21720 |       5509 |       5307 |       5663 |      10628 |      10547
    miss rate                        |     61.06% |     36.24% |     35.21% |     35.97% |     71.01% |     71.61%
    mpki                             |       1.94 |       1.78 |       1.58 |       1.98 |       2.83 |       2.60
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      10609 |          0 |          0 |          0 |      10559 |          0
  average dram access latency (ns)   |      61.30 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.05 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10490 |        212 |        194 |        273 |         98 |        130
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1579 |       1612 |       1596 |       1632 |       2609 |       2473
