                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  2546917788 |  2545426286 |  2543484249 |  2542078137 |  2526240515 |  2529319566 |  2531848333 |  2531228790 |  2391609822 |  2390636526 |  2391607125 |  2391608549
  Cycles                             |  3753556000 |  3753556000 |  3753556000 |  3753556000 |   938389000 |   938389000 |   938389000 |   938389000 |  3753556000 |  3753556000 |  3753556000 |  3753556000
  IPC                                |        0.68 |        0.68 |        0.68 |        0.68 |        2.69 |        2.70 |        2.70 |        2.70 |        0.64 |        0.64 |        0.64 |        0.64
  Time (ns)                          |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000 |   938389000
  Idle time (ns)                     |    23783230 |    24346475 |    24440492 |    24265382 |    16981539 |    19150346 |    20371862 |    18942717 |   150267242 |   150616543 |   150465208 |   150407983
  Idle time (%)                      |        2.5% |        2.6% |        2.6% |        2.6% |        1.8% |        2.0% |        2.2% |        2.0% |       16.0% |       16.1% |       16.0% |       16.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   134599023 |   134266015 |   133618520 |   133150298 |   136934496 |   137960994 |   138803913 |   138597410 |   138858376 |   138533946 |   138857479 |   138857947
  num incorrect                      |      835482 |      826624 |      826635 |      826266 |      813699 |      813680 |      813689 |      813687 |      764066 |      764064 |      764063 |      764069
  misprediction rate                 |       0.62% |       0.61% |       0.61% |       0.62% |       0.59% |       0.59% |       0.58% |       0.58% |       0.55% |       0.55% |       0.55% |       0.55%
  mpki                               |        0.33 |        0.32 |        0.33 |        0.33 |        0.32 |        0.32 |        0.32 |        0.32 |        0.32 |        0.32 |        0.32 |        0.32
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   301181213 |   301061939 |   301062050 |   301061965 |   297274172 |   297274061 |   297274063 |   297274061 |   277480340 |   277480340 |   277480340 |   277480341
    num misses                       |         234 |          25 |          25 |          25 |          25 |          25 |          25 |          25 |          25 |          25 |          25 |          25
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   814702333 |   814203533 |   813880108 |   813645578 |   805570001 |   806082924 |   806504380 |   806401103 |   758551325 |   758389109 |   758550875 |   758551113
    num misses                       |     1259090 |     1276779 |     1269291 |     1274938 |     1253722 |     1245099 |     1253645 |     1254651 |     1181785 |     1222324 |     1181360 |     1173862
    miss rate                        |       0.15% |       0.16% |       0.16% |       0.16% |       0.16% |       0.15% |       0.16% |       0.16% |       0.16% |       0.16% |       0.16% |       0.15%
    mpki                             |        0.49 |        0.50 |        0.50 |        0.50 |        0.50 |        0.49 |        0.50 |        0.50 |        0.49 |        0.51 |        0.49 |        0.49
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     1259324 |     1276804 |     1269316 |     1274963 |     1253747 |     1245124 |     1253670 |     1254676 |     1181810 |     1222349 |     1181385 |     1173887
    num misses                       |      256034 |      263820 |      255453 |      258983 |      260480 |      259305 |      262405 |      260426 |      236721 |      238212 |      237982 |      238262
    miss rate                        |      20.33% |      20.66% |      20.13% |      20.31% |      20.78% |      20.83% |      20.93% |      20.76% |      20.03% |      19.49% |      20.14% |      20.30%
    mpki                             |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   301181213 |   301061939 |   301062050 |   301061965 |   297274172 |   297274061 |   297274063 |   297274061 |   277480340 |   277480340 |   277480340 |   277480341
    num cache misses                 |       81134 |       70837 |       70084 |       70825 |      288214 |      286015 |      292754 |      286157 |       67671 |       67884 |       67892 |       67944
    miss rate                        |       0.03% |       0.02% |       0.02% |       0.02% |       0.10% |       0.10% |       0.10% |       0.10% |       0.02% |       0.02% |       0.02% |       0.02%
    mpki                             |        0.03 |        0.03 |        0.03 |        0.03 |        0.11 |        0.11 |        0.12 |        0.11 |        0.03 |        0.03 |        0.03 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   814702333 |   814203533 |   813880108 |   813645578 |   805570001 |   806082924 |   806504380 |   806401103 |   758551325 |   758389109 |   758550875 |   758551113
    num cache misses                 |   102685077 |   102630192 |   102645424 |   102628077 |   101287440 |   101289201 |   101285736 |   101274647 |    94680686 |    94682606 |    94680947 |    94667943
    miss rate                        |      12.60% |      12.60% |      12.61% |      12.61% |      12.57% |      12.57% |      12.56% |      12.56% |      12.48% |      12.48% |      12.48% |      12.48%
    mpki                             |       40.32 |       40.32 |       40.36 |       40.37 |       40.09 |       40.05 |       40.00 |       40.01 |       39.59 |       39.61 |       39.59 |       39.58
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   103856749 |   103788591 |   103803106 |   103786627 |   102662086 |   102661531 |   102664779 |   102647187 |    95735860 |    95738085 |    95736369 |    95723398
    num cache misses                 |    13711020 |    13630940 |    13655403 |    13688727 |    26804947 |    26880558 |    26819178 |    26879138 |    10975376 |    10977036 |    10967268 |    10948210
    miss rate                        |      13.20% |      13.13% |      13.16% |      13.19% |      26.11% |      26.18% |      26.12% |      26.19% |      11.46% |      11.47% |      11.46% |      11.44%
    mpki                             |        5.38 |        5.36 |        5.37 |        5.38 |       10.61 |       10.63 |       10.59 |       10.62 |        4.59 |        4.59 |        4.59 |        4.58
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    18849701 |    18706287 |    18729498 |    18786037 |    28172278 |    28217288 |    28158837 |    28227350 |    14862823 |    14857223 |    14857178 |    14819420
    num cache misses                 |    11437378 |    11362999 |    11372804 |    11377165 |     9182904 |     9126607 |     9084841 |     9102467 |     8590833 |     8586749 |     8582428 |     8582696
    miss rate                        |      60.68% |      60.74% |      60.72% |      60.56% |      32.60% |      32.34% |      32.26% |      32.25% |      57.80% |      57.80% |      57.77% |      57.92%
    mpki                             |        4.49 |        4.46 |        4.47 |        4.48 |        3.64 |        3.61 |        3.59 |        3.60 |        3.59 |        3.59 |        3.59 |        3.59
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   110979975 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   110989995 |           0 |           0 |           0
  average dram access latency (ns)   |     4278.79 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |     3867.50 |         inf |         inf |         inf
  average dram queueing delay        |     4217.54 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |     3806.25 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      14.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      14.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |     7208614 |     7138009 |     7143718 |     7153579 |     6298887 |     6269139 |     6272353 |     6273018 |     5795849 |     5804879 |     5802789 |     5777491
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |         928 |        1355 |        1392 |        1199 |         833 |         777 |        1021 |         963 |        1124 |        1520 |        1467 |        1438
