                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45142334 |    6559135 |    5579161 |    6218202 |    9052547 |    9019844
  Cycles                             |   30296600 |   30296600 |   30296600 |   30296600 |   30296600 |   30296600
  IPC                                |       1.49 |       0.22 |       0.18 |       0.21 |       0.30 |       0.30
  Time (ns)                          |   30296600 |   30296600 |   30296600 |   30296600 |   30296600 |   30296600
  Idle time (ns)                     |     181597 |   25365568 |   25226857 |   25226801 |   25388585 |   25480500
  Idle time (%)                      |       0.6% |      83.7% |      83.3% |      83.3% |      83.8% |      84.1%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5037788 |    1812428 |    1362264 |    1643230 |    2648376 |    2650752
  num incorrect                      |     346165 |      35820 |      56884 |      45695 |      35588 |      33085
  misprediction rate                 |      6.43% |      1.94% |      4.01% |      2.71% |      1.33% |      1.23%
  mpki                               |       7.67 |       5.46 |      10.20 |       7.35 |       3.93 |       3.67
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    6881776 |     146184 |     167038 |     155401 |     145707 |     140376
    num misses                       |        176 |         26 |         27 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10439203 |    1626944 |    1558526 |    1612162 |    2041032 |    2020588
    num misses                       |      14436 |      11898 |      11947 |      12138 |      11954 |      12064
    miss rate                        |      0.14% |      0.73% |      0.77% |      0.75% |      0.59% |      0.60%
    mpki                             |       0.32 |       1.81 |       2.14 |       1.95 |       1.32 |       1.34
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      14612 |      11924 |      11974 |      12164 |      11980 |      12090
    num misses                       |        884 |        345 |        338 |        327 |        341 |        329
    miss rate                        |      6.05% |      2.89% |      2.82% |      2.69% |      2.85% |      2.72%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    6881776 |     146184 |     167038 |     155401 |     145707 |     140376
    num cache misses                 |       3705 |        243 |        261 |        247 |        234 |        227
    miss rate                        |      0.05% |      0.17% |      0.16% |      0.16% |      0.16% |      0.16%
    mpki                             |       0.08 |       0.04 |       0.05 |       0.04 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10439203 |    1626944 |    1558526 |    1612162 |    2041032 |    2020588
    num cache misses                 |      99377 |      66878 |      68441 |      67415 |      64456 |      64407
    miss rate                        |      0.95% |      4.11% |      4.39% |      4.18% |      3.16% |      3.19%
    mpki                             |       2.20 |      10.20 |      12.27 |      10.84 |       7.12 |       7.14
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     105413 |      67387 |      69017 |      67994 |      67064 |      66950
    num cache misses                 |      85836 |      58943 |      59626 |      59389 |      56017 |      55972
    miss rate                        |     81.43% |     87.47% |     86.39% |     87.34% |     83.53% |     83.60%
    mpki                             |       1.90 |       8.99 |      10.69 |       9.55 |       6.19 |       6.21
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      88460 |      59250 |      59988 |      59771 |      58427 |      58292
    num cache misses                 |      44384 |      20880 |      21749 |      20958 |      41304 |      41452
    miss rate                        |     50.17% |     35.24% |     36.26% |     35.06% |     70.69% |     71.11%
    mpki                             |       0.98 |       3.18 |       3.90 |       3.37 |       4.56 |       4.60
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      19754 |          0 |          0 |          0 |      19676 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10948 |        850 |        851 |        836 |        433 |        405
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       6498 |       6236 |       6397 |       6323 |       9584 |       9250
