                                     | Core 0     | Core 1    
  Instructions                       |   12540259 |    3922470
  Cycles                             |   11046000 |   11046000
  IPC                                |       1.14 |       0.36
  Time (ns)                          |    2761500 |    2761500
  Idle time (ns)                     |       1446 |    1840729
  Idle time (%)                      |       0.1% |      66.7%
Branch predictor stats               |            |           
  num correct                        |    1524084 |    1002818
  num incorrect                      |     100048 |      31955
  misprediction rate                 |      6.16% |      3.09%
  mpki                               |       7.98 |       8.15
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1413555 |     243519
    num misses                       |        180 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    2954452 |    1059377
    num misses                       |       1675 |        230
    miss rate                        |      0.06% |      0.02%
    mpki                             |       0.13 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       1855 |        256
    num misses                       |        610 |        156
    miss rate                        |     32.88% |     60.94%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1413555 |     243519
    num cache misses                 |       2932 |        191
    miss rate                        |      0.21% |      0.08%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    2954452 |    1059377
    num cache misses                 |      58179 |      35147
    miss rate                        |      1.97% |      3.32%
    mpki                             |       4.64 |       8.96
  Cache L2                           |            |           
    num cache accesses               |      63294 |      35339
    num cache misses                 |      43875 |      28371
    miss rate                        |     69.32% |     80.28%
    mpki                             |       3.50 |       7.23
  Cache L3                           |            |           
    num cache accesses               |      46137 |      28397
    num cache misses                 |      18487 |       2044
    miss rate                        |     40.07% |      7.20%
    mpki                             |       1.47 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20517 |          0
  average dram access latency (ns)   |      62.05 |        inf
  average dram queueing delay        |       0.80 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11114 |        905
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
