                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  5978112603 |  6151265978 |  6093673087 |  6209570243 |  7649128196 |  7753620536
  Cycles                             |  3724085200 |  3724085200 |  3724085200 |  3724085200 |  3724085200 |  3724085200
  IPC                                |        1.61 |        1.65 |        1.64 |        1.67 |        2.05 |        2.08
  Time (ns)                          |   931021300 |   931021300 |   931021300 |   931021300 |   931021300 |   931021300
  Idle time (ns)                     |         423 |      253830 |      659540 |      264129 |    36763867 |    36015759
  Idle time (%)                      |        0.0% |        0.0% |        0.1% |        0.0% |        3.9% |        3.9%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |   205745527 |   264659500 |   245457701 |   284093698 |  1038583619 |  1073413186
  num incorrect                      |      428613 |      418873 |      419701 |      418860 |      362279 |      364302
  misprediction rate                 |       0.21% |       0.16% |       0.17% |       0.15% |       0.03% |       0.03%
  mpki                               |        0.07 |        0.07 |        0.07 |        0.07 |        0.05 |        0.05
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   519288181 |   518543995 |   518543806 |   518543804 |   438842747 |   438842746
    num misses                       |         437 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  2529330403 |  2556003637 |  2546410426 |  2565722002 |  2571782168 |  2589196139
    num misses                       |    19233494 |    19861934 |    19289526 |    19362368 |    15902997 |    16476017
    miss rate                        |       0.76% |       0.78% |       0.76% |       0.75% |       0.62% |       0.64%
    mpki                             |        3.22 |        3.23 |        3.17 |        3.12 |        2.08 |        2.12
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |    19233931 |    19861967 |    19289559 |    19362401 |    15903030 |    16476050
    num misses                       |      760675 |      702487 |      721345 |      801336 |      600896 |      657834
    miss rate                        |       3.95% |       3.54% |       3.74% |       4.14% |       3.78% |       3.99%
    mpki                             |        0.13 |        0.11 |        0.12 |        0.13 |        0.08 |        0.08
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   519288181 |   518543995 |   518543806 |   518543804 |   438842747 |   438842746
    num cache misses                 |      756989 |      486358 |      484859 |      486770 |      458978 |      481508
    miss rate                        |       0.15% |       0.09% |       0.09% |       0.09% |       0.10% |       0.11%
    mpki                             |        0.13 |        0.08 |        0.08 |        0.08 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  2529330403 |  2556003637 |  2546410426 |  2565722002 |  2571782168 |  2589196139
    num cache misses                 |   154733419 |   154431741 |   154423195 |   154431253 |   131723089 |   131723319
    miss rate                        |       6.12% |       6.04% |       6.06% |       6.02% |       5.12% |       5.09%
    mpki                             |       25.88 |       25.11 |       25.34 |       24.87 |       17.22 |       16.99
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |   160029077 |   158895039 |   159178125 |   159862490 |   135365084 |   135811933
    num cache misses                 |    58070889 |    57692883 |    57933978 |    57744503 |    47117113 |    47044993
    miss rate                        |      36.29% |      36.31% |      36.40% |      36.12% |      34.81% |      34.64%
    mpki                             |        9.71 |        9.38 |        9.51 |        9.30 |        6.16 |        6.07
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |    62619957 |    61671026 |    62205653 |    62690566 |    50300126 |    50652088
    num cache misses                 |    16187863 |    13421561 |    13841621 |    15807805 |     5452005 |     4047986
    miss rate                        |      25.85% |      21.76% |      22.25% |      25.22% |      10.84% |       7.99%
    mpki                             |        2.71 |        2.18 |        2.27 |        2.55 |        0.71 |        0.52
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |    39531530 |           0 |           0 |           0 |    39487890 |           0
  average dram access latency (ns)   |       72.49 |         inf |         inf |         inf |       76.84 |         inf
  average dram queueing delay        |       11.23 |        0.00 |        0.00 |        0.00 |       15.59 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00% |       5.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |    11515400 |     9615553 |    10167040 |     9898590 |      238863 |      442081
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |     1972600 |     1787046 |     1794695 |     3894521 |     5082458 |     3516043
