                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   24239189 |    6429761 |    6563657 |    6532450 |    6405163 |    6522638 |    6617219 |    6546229 |    6500003 |    6267450 |    5680789 |    6392387
  Cycles                             |   22325200 |   22325200 |   22325200 |   16743900 |   22325200 |   16743900 |   22325200 |   22325200 |   22325200 |   16743900 |   22325200 |   16743900
  IPC                                |       1.09 |       0.29 |       0.29 |       0.39 |       0.29 |       0.39 |       0.30 |       0.29 |       0.29 |       0.37 |       0.25 |       0.38
  Time (ns)                          |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300 |    5581300
  Idle time (ns)                     |       2331 |    4516816 |    4540425 |    4502694 |    4517371 |    4509987 |    4540144 |    4517651 |    4517594 |    4497791 |    4518825 |    4497967
  Idle time (%)                      |       0.0% |      80.9% |      81.4% |      80.7% |      80.9% |      80.8% |      81.3% |      80.9% |      80.9% |      80.6% |      81.0% |      80.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2837266 |    1994506 |    2080460 |    2066601 |    1982762 |    2068395 |    2098444 |    2041819 |    2020578 |    1929494 |    1649896 |    1987951
  num incorrect                      |     167991 |      11668 |       6759 |       7298 |      11750 |       6866 |       6820 |      10714 |      11187 |      13023 |      22745 |      10864
  misprediction rate                 |      5.59% |      0.58% |      0.32% |      0.35% |      0.59% |      0.33% |      0.32% |      0.52% |      0.55% |      0.67% |      1.36% |      0.54%
  mpki                               |       6.93 |       1.81 |       1.03 |       1.12 |       1.83 |       1.05 |       1.03 |       1.64 |       1.72 |       2.08 |       4.00 |       1.70
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3149824 |      66275 |      46537 |      47397 |      66490 |      45073 |      45704 |      59274 |      64313 |      69981 |     111812 |      64050
    num misses                       |        176 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.04% |      0.05% |      0.05% |      0.04% |      0.04% |      0.03% |      0.02% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5598239 |    1227293 |    1227150 |    1223089 |    1225850 |    1218479 |    1235220 |    1240712 |    1237611 |    1207069 |    1152929 |    1217229
    num misses                       |       4442 |       2714 |       2687 |       2782 |       2785 |       2681 |       2738 |       2821 |       2683 |       2669 |       2655 |       2652
    miss rate                        |      0.08% |      0.22% |      0.22% |      0.23% |      0.23% |      0.22% |      0.22% |      0.23% |      0.22% |      0.22% |      0.23% |      0.22%
    mpki                             |       0.18 |       0.42 |       0.41 |       0.43 |       0.43 |       0.41 |       0.41 |       0.43 |       0.41 |       0.43 |       0.47 |       0.41
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4618 |       2740 |       2711 |       2806 |       2809 |       2705 |       2762 |       2845 |       2707 |       2693 |       2679 |       2676
    num misses                       |        851 |        279 |        281 |        284 |        281 |        260 |        266 |        273 |        265 |        273 |        273 |        274
