                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44581518 |    5908679 |    5937225 |    4814620 |    5242074 |    5692830 |    5941909 |    5854402
  Cycles                             |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900
  IPC                                |       1.53 |       0.20 |       0.20 |       0.17 |       0.18 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900 |   29045900
  Idle time (ns)                     |       1303 |   25334881 |   25281495 |   25218339 |   25217867 |   25544351 |   25218346 |   25363569
  Idle time (%)                      |       0.0% |      87.2% |      87.0% |      86.8% |      86.8% |      87.9% |      86.8% |      87.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4920424 |    1697686 |    1697558 |    1212927 |    1387143 |    1658410 |    1688420 |    1686790
  num incorrect                      |     340186 |      25641 |      27160 |      46520 |      40519 |      19888 |      29767 |      25111
  misprediction rate                 |      6.47% |      1.49% |      1.57% |      3.69% |      2.84% |      1.19% |      1.73% |      1.47%
  mpki                               |       7.63 |       4.34 |       4.57 |       9.66 |       7.73 |       3.49 |       5.01 |       4.29
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    6970112 |     222680 |     232040 |     338533 |     311728 |     191002 |     244353 |     217958
    num misses                       |        170 |         28 |         26 |         26 |         26 |         26 |         26 |         28
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10228690 |    1379436 |    1390116 |    1288904 |    1334725 |    1315941 |    1402791 |    1363278
    num misses                       |      10552 |       9040 |       9106 |       9099 |       9052 |       9099 |       9102 |       9027
    miss rate                        |      0.10% |      0.66% |      0.66% |      0.71% |      0.68% |      0.69% |      0.65% |      0.66%
    mpki                             |       0.24 |       1.53 |       1.53 |       1.89 |       1.73 |       1.60 |       1.53 |       1.54
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      10722 |       9068 |       9132 |       9125 |       9078 |       9125 |       9128 |       9055
    num misses                       |        882 |        316 |        324 |        316 |        315 |        312 |        300 |        297
    miss rate                        |      8.23% |      3.48% |      3.55% |      3.46% |      3.47% |      3.42% |      3.29% |      3.28%
    mpki                             |       0.02 |       0.05 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    6970112 |     222680 |     232040 |     338533 |     311728 |     191002 |     244353 |     217958
    num cache misses                 |       3418 |        204 |        203 |        222 |        217 |        200 |        201 |        200
    miss rate                        |      0.05% |      0.09% |      0.09% |      0.07% |      0.07% |      0.10% |      0.08% |      0.09%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.05 |       0.04 |       0.04 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10228690 |    1379436 |    1390116 |    1288904 |    1334725 |    1315941 |    1402791 |    1363278
    num cache misses                 |      85264 |      52348 |      52319 |      53645 |      52997 |      51972 |      52532 |      52088
    miss rate                        |      0.83% |      3.79% |      3.76% |      4.16% |      3.97% |      3.95% |      3.74% |      3.82%
    mpki                             |       1.91 |       8.86 |       8.81 |      11.14 |      10.11 |       9.13 |       8.84 |       8.90
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      91450 |      53008 |      52987 |      54600 |      54905 |      53593 |      54287 |      53770
    num cache misses                 |      73655 |      46894 |      46895 |      47448 |      47415 |      46713 |      47050 |      46891
    miss rate                        |     80.54% |     88.47% |     88.50% |     86.90% |     86.36% |     87.16% |     86.67% |     87.21%
    mpki                             |       1.65 |       7.94 |       7.90 |       9.85 |       9.05 |       8.21 |       7.92 |       8.01
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      76802 |      47382 |      47400 |      48213 |      49139 |      48170 |      48618 |      48381
    num cache misses                 |      50328 |      26726 |      26618 |      26840 |      28493 |      27737 |      28064 |      28033
    miss rate                        |     65.53% |     56.41% |     56.16% |     55.67% |     57.98% |     57.58% |     57.72% |     57.94%
    mpki                             |       1.13 |       4.52 |       4.48 |       5.57 |       5.44 |       4.87 |       4.72 |       4.79
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19847 |          0 |          0 |          0 |      19790 |          0 |          0 |          0
  average dram access latency (ns)   |      61.30 |        inf |        inf |        inf |      61.30 |        inf |        inf |        inf
  average dram queueing delay        |       0.05 |       0.00 |       0.00 |       0.00 |       0.05 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10813 |        561 |        534 |        543 |        388 |        415 |        419 |        411
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7818 |       7399 |       7429 |       7610 |       8903 |       8613 |       8832 |       8696
