                                     | Core 0     | Core 1    
  Instructions                       |    1358038 |       7525
  Cycles                             |    1446400 |    1084800
  IPC                                |       0.94 |       0.01
  Time (ns)                          |     361600 |     361600
  Idle time (ns)                     |        187 |     352789
  Idle time (%)                      |       0.1% |      97.6%
Branch predictor stats               |            |           
  num correct                        |     183476 |       1592
  num incorrect                      |       8020 |         87
  misprediction rate                 |      4.19% |      5.18%
  mpki                               |       5.91 |      11.56
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |     200033 |        232
    num misses                       |        114 |         18
    miss rate                        |      0.06% |      7.76%
    mpki                             |       0.08 |       2.39
  D-TLB                              |            |           
    num accesses                     |     569078 |       3489
    num misses                       |       2762 |       1371
    miss rate                        |      0.49% |     39.29%
    mpki                             |       2.03 |     182.19
  L2 TLB                             |            |           
    num accesses                     |       2876 |       1389
    num misses                       |       2399 |       1384
    miss rate                        |     83.41% |     99.64%
    mpki                             |       1.77 |     183.92
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |     200033 |        232
    num cache misses                 |       1417 |         79
    miss rate                        |      0.71% |     34.05%
    mpki                             |       1.04 |      10.50
  Cache L1-D                         |            |           
    num cache accesses               |     569078 |       3489
    num cache misses                 |      15134 |       1471
    miss rate                        |      2.66% |     42.16%
    mpki                             |      11.14 |     195.48
  Cache L2                           |            |           
    num cache accesses               |      20465 |       2890
    num cache misses                 |      14136 |       1550
    miss rate                        |     69.07% |     53.63%
    mpki                             |      10.41 |     205.98
  Cache L3                           |            |           
    num cache accesses               |      18055 |       2890
    num cache misses                 |      13950 |       1392
    miss rate                        |     77.26% |     48.17%
    mpki                             |      10.27 |     184.98
DRAM summary                         |            |           
  num dram accesses                  |      16256 |          0
  average dram access latency (ns)   |      70.66 |        inf
  average dram queueing delay        |       9.40 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       8372 |       1347
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
