                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11159388 |    3279416 |    3106104 |    3285358 |    2773009 |    3249860 |    3120462 |    3369742
  Cycles                             |    9042400 |    9042400 |    9042400 |    9042400 |    9042400 |    9042400 |    9042400 |    9042400
  IPC                                |       1.23 |       0.36 |       0.34 |       0.36 |       0.31 |       0.36 |       0.35 |       0.37
  Time (ns)                          |    2260600 |    2260600 |    2260600 |    2260600 |    2260600 |    2260600 |    2260600 |    2260600
  Idle time (ns)                     |       1321 |    1793297 |    1793397 |    1793768 |    1793552 |    1793664 |    1793510 |    1793863
  Idle time (%)                      |       0.1% |      79.3% |      79.3% |      79.3% |      79.3% |      79.3% |      79.3% |      79.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1362362 |    1025678 |     955570 |    1028507 |     815411 |    1014092 |     959547 |    1064264
  num incorrect                      |      77351 |       6250 |       8292 |       6094 |      13154 |       6571 |       8361 |       5126
  misprediction rate                 |      5.37% |      0.61% |      0.86% |      0.59% |      1.59% |      0.64% |      0.86% |      0.48%
  mpki                               |       6.93 |       1.91 |       2.67 |       1.85 |       4.74 |       2.02 |       2.68 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1630574 |      29016 |      31430 |      28296 |      37230 |      28521 |      31435 |      26553
    num misses                       |        174 |         26 |         28 |         26 |         28 |         28 |         28 |         28
    miss rate                        |      0.01% |      0.09% |      0.09% |      0.09% |      0.08% |      0.10% |      0.09% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2728199 |     644591 |     626148 |     644562 |     593757 |     641156 |     628052 |     653142
    num misses                       |       1708 |        156 |        148 |        147 |        155 |        145 |        132 |        127
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.05 |       0.05 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1882 |        182 |        176 |        173 |        183 |        173 |        160 |        155
    num misses                       |        595 |        142 |        133 |        141 |        134 |        134 |        129 |        130
    miss rate                        |     31.62% |     78.02% |     75.57% |     81.50% |     73.22% |     77.46% |     80.62% |     83.87%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1630574 |      29016 |      31430 |      28296 |      37230 |      28521 |      31435 |      26553
    num cache misses                 |       2932 |        175 |        184 |        175 |        184 |        182 |        181 |        181
    miss rate                        |      0.18% |      0.60% |      0.59% |      0.62% |      0.49% |      0.64% |      0.58% |      0.68%
    mpki                             |       0.26 |       0.05 |       0.06 |       0.05 |       0.07 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2728199 |     644591 |     626148 |     644562 |     593757 |     641156 |     628052 |     653142
    num cache misses                 |      37413 |      13125 |      13371 |      13134 |      13549 |      13214 |      13295 |      12951
    miss rate                        |      1.37% |      2.04% |      2.14% |      2.04% |      2.28% |      2.06% |      2.12% |      1.98%
    mpki                             |       3.35 |       4.00 |       4.30 |       4.00 |       4.89 |       4.07 |       4.26 |       3.84
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42657 |      13415 |      13704 |      13441 |      14215 |      13792 |      13888 |      13501
    num cache misses                 |      29045 |      12088 |      12302 |      12124 |      12445 |      12188 |      12281 |      12024
    miss rate                        |     68.09% |     90.11% |     89.77% |     90.20% |     87.55% |     88.37% |     88.43% |     89.06%
    mpki                             |       2.60 |       3.69 |       3.96 |       3.69 |       4.49 |       3.75 |       3.94 |       3.57
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31700 |      12210 |      12455 |      12256 |      12927 |      12585 |      12695 |      12396
    num cache misses                 |      23659 |       6751 |       6852 |       6824 |       7519 |       7402 |       7254 |       7268
    miss rate                        |     74.63% |     55.29% |     55.01% |     55.68% |     58.17% |     58.82% |     57.14% |     58.63%
    mpki                             |       2.12 |       2.06 |       2.21 |       2.08 |       2.71 |       2.28 |       2.32 |       2.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10688 |          0 |          0 |          0 |      10617 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |      61.48 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.23 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10437 |        133 |        146 |        151 |        103 |         91 |        107 |        101
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2000 |       1946 |       1956 |       1976 |       2551 |       2392 |       2474 |       2426
