                                     | Core 0     | Core 1    
  Instructions                       |   24865800 |    5984621
  Cycles                             |   20023600 |   20023600
  IPC                                |       1.24 |       0.30
  Time (ns)                          |    5005900 |    5005900
  Idle time (ns)                     |       1492 |    3413282
  Idle time (%)                      |       0.0% |      68.2%
Branch predictor stats               |            |           
  num correct                        |    3133899 |    1364765
  num incorrect                      |     198610 |      67072
  misprediction rate                 |      5.96% |      4.68%
  mpki                               |       7.99 |      11.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3658519 |     536572
    num misses                       |        174 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6206501 |    1853021
    num misses                       |       4775 |       3691
    miss rate                        |      0.08% |      0.20%
    mpki                             |       0.19 |       0.62
  L2 TLB                             |            |           
    num accesses                     |       4949 |       3717
    num misses                       |        690 |        254
    miss rate                        |     13.94% |      6.83%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3658519 |     536572
    num cache misses                 |       2831 |        180
    miss rate                        |      0.08% |      0.03%
    mpki                             |       0.11 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    6206501 |    1853021
    num cache misses                 |     100135 |      74777
    miss rate                        |      1.61% |      4.04%
    mpki                             |       4.03 |      12.49
  Cache L2                           |            |           
    num cache accesses               |     106027 |      78069
    num cache misses                 |      72899 |      56252
    miss rate                        |     68.76% |     72.05%
    mpki                             |       2.93 |       9.40
  Cache L3                           |            |           
    num cache accesses               |      76144 |      59446
    num cache misses                 |      72108 |      56248
    miss rate                        |     94.70% |     94.62%
    mpki                             |       2.90 |       9.40
DRAM summary                         |            |           
  num dram accesses                  |      13322 |      13279
  average dram access latency (ns)   |      61.37 |      61.36
  average dram queueing delay        |       0.12 |       0.11
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10174 |         17
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       1221 |       3812
