324521606,42296345,26623723,25711855,62210947,59926263,30648750,28394214,31090738,31631515,0
350674568,46523417,25932619,23561164,26977367,23959238,29503139,55764232,56319129,0,31631515
422803571,53809740,14635303,22169844,22519294,21808910,28085851,24971949,0,56319129,31090738
322847952,42015628,23269440,48118498,23501183,21010071,26609468,0,24971949,55764232,28394214
318734680,42516906,24114249,59720446,24006156,57663688,0,26609468,28085851,29503139,30648750
316004096,38099667,18493748,19261340,20719745,0,57663688,21010071,21808910,23959238,59926263
324940938,39779253,57788260,19463541,0,20719745,24006156,23501183,22519294,26977367,62210947
317940730,33549369,19824950,0,19463541,19261340,59720446,48118498,22169844,23561164,25711855
367435152,84198653,0,19824950,57788260,18493748,24114249,23269440,14635303,25932619,26623723
237478628,0,84198653,33549369,39779253,38099667,42516906,42015628,53809740,46523417,42296345
0,237478628,367435152,317940730,324940938,316004096,318734680,322847952,422803571,350674568,324521606

