46344175,1879832,1614516,3517188,2636980,2170768,5528496,3948772,2710952,2089868,0
46218047,2115828,1922604,3668744,3323736,2431736,5242828,4271732,2679096,0,2089868
48202819,3742636,2404600,5234272,3275300,2991344,7057456,4934004,0,2679096,2710952
47329727,3908540,3885852,5055576,5316332,4416136,7222052,0,4934004,4271732,3948772
66288743,4947484,4234124,9512372,5526768,5671980,0,7222052,7057456,5242828,5528496
50762630,2542848,1943200,3409428,3435816,0,5671980,4416136,2991344,2431736,2170768
43612971,2559408,2303620,4072432,0,3435816,5526768,5316332,3275300,3323736,2636980
59513723,3113932,2767052,0,4072432,3409428,9512372,5055576,5234272,3668744,3517188
43607151,1675520,0,2767052,2303620,1943200,4234124,3885852,2404600,1922604,1614516
20955752,0,1675520,3113932,2559408,2542848,4947484,3908540,3742636,2115828,1879832
0,20955752,43607151,59513723,43612971,50762630,66288743,47329727,48202819,46218047,46344175

