98840671,85444620,76880372,22727504,77122832,85461484,99881404,99437548,31651656,30379964,79278356,25959684,48245080,25472592,0
142402167,128745300,109104240,19679148,134210868,124004132,172940868,163434700,39332664,20182812,115937896,26977344,77882528,0,25472592
79082164,68023056,71674544,71848972,62690848,78794616,72178696,70555244,40288488,117951192,76293104,54663796,0,77882528,48245080
103553191,91902188,81158304,27707856,86119856,90914004,106754244,107082536,32252112,28152180,85411464,0,54663796,26977344,25959684
123850567,114568064,115108236,107260100,96567856,129519440,111713212,116447468,66655404,145195844,0,85411464,76293104,115937896,79278356
197145227,166650608,144916564,18378168,200776976,167418484,242960608,220873684,51741860,0,145195844,28152180,117951192,20182812,30379964
78314265,63253424,62740156,33694644,59831596,71391296,72386676,72228204,0,51741860,66655404,32252112,40288488,39332664,31651656
103225269,97018748,110650292,151040576,77700156,114912440,82945188,0,72228204,220873684,116447468,107082536,70555244,163434700,99437548
102794272,95641016,114082564,150817908,76597840,107833128,0,82945188,72386676,242960608,111713212,106754244,72178696,172940868,99881404
120765438,114769104,125118172,123663548,101601000,0,107833128,114912440,71391296,167418484,129519440,90914004,78794616,124004132,85461484
95912703,87418676,96871636,120023216,0,101601000,76597840,77700156,59831596,200776976,96567856,86119856,62690848,134210868,77122832
135252388,120772748,108721944,0,120023216,123663548,150817908,151040576,33694644,18378168,107260100,27707856,71848972,19679148,22727504
125476264,104791188,0,108721944,96871636,125118172,114082564,110650292,62740156,144916564,115108236,81158304,71674544,109104240,76880372
109534516,0,104791188,120772748,87418676,114769104,95641016,97018748,63253424,166650608,114568064,91902188,68023056,128745300,85444620
0,109534516,125476264,135252388,95912703,120765438,102794272,103225269,78314265,197145227,123850567,103553191,79082164,142402167,98840671

