41441438,7180224,7687884,6170608,4978484,4964652,6242996,5225828,4469096,6047984,0
42403211,6742924,6598812,4290984,4841584,4810952,5426264,5119428,5069048,0,6047984
46612589,7742956,5756284,4736592,3390224,4279332,4611328,4564480,0,5069048,4469096
45275831,8109856,6589816,5029280,4170908,4171140,5443576,0,4564480,5119428,5225828
42168267,9336952,7599828,5158468,5157160,5161104,0,5443576,4611328,5426264,6242996
42860950,6380756,6333620,4070756,3888900,0,5161104,4171140,4279332,4810952,4964652
43517952,7106460,6330116,3880668,0,3888900,5157160,4170908,3390224,4841584,4978484
43366183,6733444,6879328,0,3880668,4070756,5158468,5029280,4736592,4290984,6170608
44863563,8926512,0,6879328,6330116,6333620,7599828,6589816,5756284,6598812,7687884
45114404,0,8926512,6733444,7106460,6380756,9336952,8109856,7742956,6742924,7180224
0,45114404,44863563,43366183,43517952,42860950,42168267,45275831,46612589,42403211,41441438

