1915190,319308,8040,24405,4460,4304,4512,9930,74031,6704,65424,39209,12744,12821,64769,118974,101151,34443,12757125,8782046,4606558,11492968,7931767,5031966,2937642,4481030,0
125120,587585,6132,5280,680,144,6580,18812,868,9780,152,144,0,288,33328,71812,21944,25680,13660,18516,21932,25752,36968,8692,23524,0,4481030
114684,546041,4240,4468,1040,336,7812,14140,848,10848,8,452,0,432,23040,70944,20332,17624,7120,7364,13200,11328,30232,23536,0,23524,2937642
110916,523022,3064,3932,520,168,7608,14812,1996,10172,8,72,0,432,18692,66936,18008,27452,8132,7780,11444,10296,25156,0,23536,8692,5031966
217950,1021984,7940,10316,1244,704,13280,34152,1592,18000,152,436,0,876,46204,116416,42120,57472,13716,13820,27748,21128,0,25156,30232,36968,7931767
250534,1168847,24860,33264,11292,15136,824,4588,1636,6432,103888,49636,16280,14672,1780,83688,2324,2160,40656,45024,47792,0,21128,10296,11328,25752,11492968
131478,626298,10104,18308,7864,5676,288,2812,768,2296,25924,24744,14448,30136,176,46576,1704,592,31308,28964,0,47792,27748,11444,13200,21932,4606558
158512,763377,10637,20208,9520,6172,320,1980,996,2104,36260,34360,20780,14016,632,60348,612,588,23716,0,28964,45024,13820,7780,7364,18516,8782046
151076,745701,10496,19148,6656,7380,292,2084,432,2172,40860,18676,28836,16652,1816,60844,756,480,0,23716,31308,40656,13716,8132,7120,13660,12757125
95106,707850,3052,9116,2092,11300,19825,48896,21740,15216,1956,1060,284,1140,31408,25556,40208,0,480,588,592,2160,57472,27452,17624,25680,34443
73717,677365,3256,10424,2620,11628,26560,42580,40964,24776,7704,8008,1740,5560,30240,27712,0,40208,756,612,1704,2324,42120,18008,20332,21944,101151
74710,689555,1840,9652,2368,11212,18112,40944,37129,25741,9164,3468,1552,1016,28772,0,27712,25556,60844,60348,46576,83688,116416,66936,70944,71812,118974
91097,726465,2896,9408,2484,11484,19812,41805,31892,21980,2888,2544,3104,1564,0,28772,30240,31408,1816,632,176,1780,46204,18692,23040,33328,64769
58478,450714,20716,31952,17040,14748,100,372,284,252,30780,13740,8608,0,1564,1016,5560,1140,16652,14016,30136,14672,876,432,432,288,12821
65565,455106,16644,39076,19716,17596,0,0,0,8,45860,13656,0,8608,3104,1552,1740,284,28836,20780,14448,16280,0,0,0,0,12744
905675,735998,30336,73716,26497,25224,176,224,60,168,93660,0,13656,13740,2544,3468,8008,1060,18676,34360,24744,49636,436,72,452,144,39209
167478,1197388,52516,108505,38808,44713,48,44,72,140,0,93660,45860,30780,2888,9164,7704,1956,40860,36260,25924,103888,152,8,8,152,65424
41383,1062943,2180,3704,1252,1160,4484,10452,6984,0,140,168,8,252,21980,25741,24776,15216,2172,2104,2296,6432,18000,10172,10848,9780,6704
18723,1062383,3628,4444,1536,1256,4344,13616,0,6984,72,60,0,284,31892,37129,40964,21740,432,996,768,1636,1592,1996,848,868,74031
55344,2120554,3440,4552,1772,1364,8404,0,13616,10452,44,224,0,372,41805,40944,42580,48896,2084,1980,2812,4588,34152,14812,14140,18812,9930
41322,1059074,2652,4020,1364,1712,0,8404,4344,4484,48,176,0,100,19812,18112,26560,19825,292,320,288,824,13280,7608,7812,6580,4512
40092,1072414,2516,7220,3228,0,1712,1364,1256,1160,44713,25224,17596,14748,11484,11212,11628,11300,7380,6172,5676,15136,704,168,336,144,4304
40376,1056797,3360,4976,0,3228,1364,1772,1536,1252,38808,26497,19716,17040,2484,2368,2620,2092,6656,9520,7864,11292,1244,520,1040,680,4460
56342,2174916,13780,0,4976,7220,4020,4552,4444,3704,108505,73716,39076,31952,9408,9652,10424,9116,19148,20208,18308,33264,10316,3932,4468,5280,24405
23959,1060917,0,13780,3360,2516,2652,3440,3628,2180,52516,30336,16644,20716,2896,1840,3256,3052,10496,10637,10104,24860,7940,3064,4240,6132,8040
87599,0,1060917,2174916,1056797,1072414,1059074,2120554,1062383,1062943,1197388,735998,455106,450714,726465,689555,677365,707850,745701,763377,626298,1168847,1021984,523022,546041,587585,319308
0,87599,23959,56342,40376,40092,41322,55344,18723,41383,167478,905675,65565,58478,91097,74710,73717,95106,151076,158512,131478,250534,217950,110916,114684,125120,1915190

