106049043,28615988,15768012,12683440,45524132,10416156,18527076,12077224,7691360,50862524,0
117026455,31153864,17748916,13018308,12315408,11855536,18639180,17726928,41780460,0,50862524
120691123,26649840,13421460,53227580,6152224,7500592,11144452,13717152,0,41780460,7691360
106583259,31885164,54328168,19036620,12504748,53006708,27665800,0,13717152,17726928,12077224
164754095,50777776,28695844,75077092,18556040,18695212,0,27665800,11144452,18639180,18527076
106267455,26599016,12334452,11600808,46489732,0,18695212,53006708,7500592,11855536,10416156
104447665,23589736,14827132,10283836,0,46489732,18556040,12504748,6152224,12315408,45524132
136039535,37050456,18064036,0,10283836,11600808,75077092,19036620,53227580,13018308,12683440
113726919,63773080,0,18064036,14827132,12334452,28695844,54328168,13421460,17748916,15768012
182942327,0,63773080,37050456,23589736,26599016,50777776,31885164,26649840,31153864,28615988
0,182942327,113726919,136039535,104447665,106267455,164754095,106583259,120691123,117026455,106049043

