1293618367,1160089480,1005193680,895362296,828825064,683802872,598058120,747360296,0
736094919,836406144,763145944,712185856,624209732,627053320,471592172,0,747360296
560099587,691919708,585531304,495196760,470147356,352616148,0,471592172,598058120
512379843,563150156,670074480,481377848,331131980,0,352616148,627053320,683802872
531561003,562255020,585803952,677244348,0,331131980,470147356,624209732,828825064
464092571,415561600,389908984,0,677244348,481377848,495196760,712185856,895362296
437114427,386755932,0,389908984,585803952,670074480,585531304,763145944,1005193680
499444020,0,386755932,415561600,562255020,563150156,691919708,836406144,1160089480
0,499444020,437114427,464092571,531561003,512379843,560099587,736094919,1293618367

