58502,416058,28964,32808,19385,0,0,0,0,0,8,3528,12,0,0,0,468,8,16352,16996,2180,2996,1684,3616,760,160,296,96,256,200,80,136,27056,7460,21632,18880,0,0,0,0,0,0,0,0,0,0,0,0,14961,19224,0
860714,373756,31496,21677,25548,96,260,600,492,80,1036,2948,204,68,452,236,512,80,12312,13884,1512,1892,2644,132,344,32,376,296,176,172,132,64,71856,57132,74424,35816,30620,30396,23808,22768,23480,20964,21396,45468,32208,27472,30272,29868,19388,0,19224
1860581,321184,5676,5316,4212,0,4240,72535,4096,0,4072,17313,4120,0,4790,4224,0,0,13044,14141,40994,58539,54427,67513,14431,21775,21602,8812,11548,12916,11972,12392,6605409,6504609,1615150,1997370,2161561,1778023,697651,578593,121784,133027,97045,297507,136902,118401,180676,151016,0,19388,14961
73520,362621,384,4804,280,0,580,764,344,0,196,9296,440,0,8076,10760,0,0,0,0,22188,60,260,72,0,164,0,0,20552,9868,11080,14716,11140,9248,13116,8500,10784,11384,6432,7180,10512,7632,8032,29268,16060,16444,16120,0,151016,29868,0
73904,315096,584,6596,280,0,392,560,308,0,408,8124,408,0,9200,9076,372,0,0,0,23292,84,236,12,0,4,0,0,10552,15592,5284,25408,3908,4092,3824,2440,2180,1696,2464,1276,4356,2756,2340,4832,21388,7780,0,16120,180676,30272,0
68300,306464,740,4468,268,0,552,576,168,0,268,7916,216,0,13040,4316,804,0,0,144,22820,48,268,24,144,144,0,0,5072,14880,25436,4156,3528,3636,2876,2700,1932,1844,1340,1308,3924,1504,3112,3468,20500,0,7780,16444,118401,27472,0
78330,315065,208,6196,284,0,480,580,468,0,276,8224,276,0,8492,43792,948,0,0,432,25568,120,280,12,0,144,0,0,20380,17156,12124,10552,8888,7256,8048,5328,5072,5520,3580,3548,10420,5592,4516,9708,0,20500,21388,16060,136902,32208,0
112225,530711,736,4428,216,0,492,528,156,0,15536,11044,10804,0,152,288,0,0,0,288,20160,100,364,48,16432,21864,24212,24444,856,96,20,592,5052,4400,5716,3588,4140,3792,2552,3252,19204,12020,12568,0,9708,3468,4832,29268,297507,45468,0
53048,258864,364,3768,104,0,296,428,224,0,7404,6848,5720,0,288,216,372,0,0,0,10124,12,196,48,9284,11760,24220,928,0,1140,592,592,3400,2336,2920,2504,2696,2192,1832,1716,8536,8144,0,12568,4516,3112,2340,8032,97045,21396,0
52976,267896,320,3748,92,0,132,268,108,0,3196,4768,9904,0,176,352,516,0,0,144,12392,12,184,24,12868,9944,3216,14384,1160,24,24,0,2152,2340,3296,1512,2376,1768,1844,1208,11516,0,8144,12020,5592,1504,2756,7632,133027,20964,0
58176,267641,620,3260,164,0,144,140,288,0,7296,7032,7116,0,240,488,804,0,0,0,11032,36,200,24,18884,13568,5780,6352,1304,568,24,568,12048,9064,11548,9312,8880,7568,8640,7940,0,11516,8536,19204,10420,3924,4356,10512,121784,23480,0
59200,292896,124,4044,196,0,7404,332,7496,0,164,5020,196,0,144,192,0,0,0,0,26116,8268,10568,17520,0,144,0,0,164,0,0,0,2412,2192,2948,1844,16344,10748,8132,0,7940,1208,1716,3252,3548,1308,1276,7180,578593,22768,0
63345,297548,156,2164,92,0,8976,6796,6504,0,128,5080,172,0,144,104,248,0,0,144,28948,6456,15472,14272,0,0,0,0,0,152,0,0,2576,2136,3032,2100,10644,17100,0,8132,8640,1844,1832,2552,3580,1340,2464,6432,697651,23808,0
