17125911,2114763,1864629,1907724,1975143,1855941,1608718,2415380,3416184,0
13188782,1415448,1020117,1197491,965497,959680,782978,1243037,0,3416184
12408504,1022309,793836,1079957,814239,843264,602729,0,1243037,2415380
11054546,875387,705117,944774,595859,765826,0,602729,782978,1608718
10942676,1099760,866417,1217552,846309,0,765826,843264,959680,1855941
11772054,1074834,868216,1079233,0,846309,595859,814239,965497,1975143
9949138,1333697,1491002,0,1079233,1217552,944774,1079957,1197491,1907724
9928184,825072,0,1491002,868216,866417,705117,793836,1020117,1864629
5306775,0,825072,1333697,1074834,1099760,875387,1022309,1415448,2114763
0,5306775,9928184,9949138,11772054,10942676,11054546,12408504,13188782,17125911

