15,124027873,8875378,718533451,90376064
14,112116350,8877276,670889757,90387900
12,93420950,8874905,596101611,90370944
13,89363073,8876483,579872402,90380104
2,102281239,8889788,631709883,90492860
11,80360301,8894420,544094075,90538020
7,80737798,8892997,545595079,90527356
10,87147372,8881329,571020062,90409732
3,99828996,8892118,621921511,90513400
9,80405223,8889613,544205747,90491600
8,85553816,8876721,564634910,90381032
5,82877225,8881303,553979679,90428164
4,77702095,8890335,533395035,90497228
6,84231241,8877786,559347324,90392088
1,90635284,8978673,585258234,91771424
0,74580998,9548638,524359388,96104674
