375587233,30003757,7960139,10336803,35499825,29606188,28369220,27646054,12372683,6960225,3472549,13430127,20747041,0
359312529,27211935,6756603,9005978,31720727,25836074,25617149,25510598,11806411,6422627,11544608,21373551,0,20747041
309971241,15884245,4399277,6901281,16603315,14065061,13680560,14368869,8229178,13543617,19700418,0,21373551,13430127
300944245,14322686,3723087,5569558,14565482,12454659,12307428,13090889,15240301,21323919,0,19700418,11544608,3472549
291229094,14512539,5881026,7720556,12565313,11736011,13020986,20147812,11253027,0,21323919,13543617,6422627,6960225
299628838,18904858,10767412,11117976,15423879,13520482,16182856,41808150,0,11253027,15240301,8229178,11806411,12372683
345970531,20058287,16756658,15920057,19016669,17461212,44519691,0,41808150,20147812,13090889,14368869,25510598,27646054
344431825,19159813,16824617,15797315,19234599,45119848,0,44519691,16182856,13020986,12307428,13680560,25617149,28369220
341193070,21354368,17816006,17927929,45435315,0,45119848,17461212,13520482,11736011,12454659,14065061,25836074,29606188
345725685,20716542,21809167,55804576,0,45435315,19234599,19016669,15423879,12565313,14565482,16603315,31720727,35499825
380277099,23060156,46718421,0,55804576,17927929,15797315,15920057,11117976,7720556,5569558,6901281,9005978,10336803
389622421,58472875,0,46718421,21809167,17816006,16824617,16756658,10767412,5881026,3723087,4399277,6756603,7960139
270316381,0,58472875,23060156,20716542,21354368,19159813,20058287,18904858,14512539,14322686,15884245,27211935,30003757
0,270316381,389622421,380277099,345725685,341193070,344431825,345970531,299628838,291229094,300944245,309971241,359312529,375587233

