1937954,321304,6168,4564,23911,4304,84508,5282,32262,23471,26784,65651,183029,135789,9398683,9165017,8082755,2637612,5281476,6300128,0
224977,1047973,7796,976,8036,556,49524,10812,0,4,832,27256,110604,88984,56016,14136,7920,10716,113440,0,6300128
342179,1628805,13872,1836,16680,1324,64601,28656,0,0,1208,46556,190716,138476,78188,36192,27000,21768,0,113440,5281476
143807,704033,15040,4960,23720,10060,5388,592,23052,30564,21996,60468,32416,3360,27896,60564,33524,0,21768,10716,2637612
161176,729627,15684,8192,29813,7632,5380,496,24040,19012,49980,57016,39200,4092,35772,65784,0,33524,27000,7920,8082755
244873,1170404,29936,14072,41364,10320,8164,1492,63720,38176,32352,94836,57012,7572,65556,0,65784,60564,36192,14136,9165017
140897,713424,14444,10192,22604,7460,3888,760,28564,28432,23924,48836,30896,3048,0,65556,35772,27896,78188,56016,9398683
166657,1369380,4864,4984,10756,27116,189312,55996,3712,5520,6392,11252,119912,0,3048,7572,4092,3360,138476,88984,135789
164364,1425979,5936,5732,9432,30608,227996,48877,5804,8132,13524,12464,0,119912,30896,57012,39200,32416,190716,110604,183029
917653,849128,32896,25944,83100,27364,15968,0,53200,32156,37860,0,12464,11252,48836,94836,57016,60468,46556,27256,65651
93562,651534,28813,24840,54340,25936,948,288,29328,24068,0,37860,13524,6392,23924,32352,49980,21996,1208,832,26784
85713,604004,28900,21468,60048,20116,0,8,20316,0,24068,32156,8132,5520,28432,38176,19012,30564,0,4,23471
100354,729656,24152,29037,69028,29645,20,120,0,20316,29328,53200,5804,3712,28564,63720,24040,23052,0,0,32262
30347,1065206,3476,1492,5600,1716,4492,0,120,8,288,0,48877,55996,760,1492,496,592,28656,10812,5282
95131,4233792,4256,2644,8880,2344,0,4492,20,0,948,15968,227996,189312,3888,8164,5380,5388,64601,49524,84508
40092,1072254,4556,3196,5204,0,2344,1716,29645,20116,25936,27364,30608,27116,7460,10320,7632,10060,1324,556,4304
58599,2176358,14304,5872,0,5204,8880,5600,69028,60048,54340,83100,9432,10756,22604,41364,29813,23720,16680,8036,23911
35316,1055667,2924,0,5872,3196,2644,1492,29037,21468,24840,25944,5732,4984,10192,14072,8192,4960,1836,976,4564
40365,1060145,0,2924,14304,4556,4256,3476,24152,28900,28813,32896,5936,4864,14444,29936,15684,15040,13872,7796,6168
87449,0,1060145,1055667,2176358,1072254,4233792,1065206,729656,604004,651534,849128,1425979,1369380,713424,1170404,729627,704033,1628805,1047973,321304
0,87449,40365,35316,58599,40092,95131,30347,100354,85713,93562,917653,164364,166657,140897,244873,161176,143807,342179,224977,1937954

