300459,40877,729,989,540,530,557,553,551,2853,591,13908,557,182,4044,3881,4522,5157,3154,5087,6162,5961,10874,13524,8424,9893,750884,2228407,804342,247539,886150,849021,535959,688334,26879,25623,41832,32137,0
15895,29071,1034,957,207,108,235,1301,150,1625,2599,163,1524,377,0,0,27,0,24,0,0,24,6946,2543,3453,4490,1047,931,634,445,596,309,375,599,3596,1883,4481,0,32137
16819,29984,1215,977,222,107,161,1345,124,1851,2258,126,1998,407,0,0,0,0,27,0,0,24,5048,3776,4853,4809,1173,1203,829,472,576,367,366,527,2414,2789,0,4481,41832
9498,17545,783,599,69,62,100,778,95,1209,954,84,1144,401,0,24,0,0,0,0,0,24,2327,3748,1906,1662,574,552,345,211,233,173,194,318,1149,0,2789,1883,25623
7517,13025,436,440,43,64,52,432,51,497,1074,223,390,747,0,0,0,0,0,0,0,0,3258,2448,496,1135,10156,10462,5321,4716,5856,4149,4643,6503,0,1149,2414,3596,26879
21657,37495,737,532,96,77,1070,2456,1395,582,593,98,127,86,0,24,0,0,5715,2431,2732,3835,1233,57,27,18,1592,1590,1835,691,3998,2330,3075,0,6503,318,527,599,688334
15978,28146,596,519,94,53,834,1588,862,870,338,57,126,14,0,24,0,0,1850,1769,3122,3890,774,40,12,27,975,888,1437,495,2790,1918,0,3075,4643,194,366,375,535959
15340,27382,353,444,102,48,1306,1041,1003,371,257,37,118,86,0,0,24,0,1404,4818,1988,1734,759,53,9,39,713,855,1266,266,2795,0,1918,2330,4149,173,367,309,849021
22316,42048,714,392,147,54,1417,2091,1243,1048,312,57,114,209,0,24,0,0,4032,3960,3810,3182,1308,62,24,60,1278,1239,2172,533,0,2795,2790,3998,5856,233,576,596,886150
15176,25453,1027,1355,563,833,89,434,49,702,427,75,86,607,956,1928,2920,4700,0,0,0,0,1247,45,21,39,3777,5645,3421,0,533,266,495,691,4716,211,472,445,247539
21361,35782,1637,2157,1300,516,132,1049,126,1777,743,99,221,976,4865,3246,4367,3618,51,0,0,0,1393,88,55,66,6443,5893,0,3421,2172,1266,1437,1835,5321,345,829,634,804342
32406,59457,2781,2198,1571,1251,137,1321,114,1507,905,106,286,578,4328,5260,5624,6722,0,53,0,0,2423,115,29,70,14052,0,5893,5645,1239,855,888,1590,10462,552,1203,931,2228407
31506,57516,2763,1456,1227,1890,177,938,110,1416,935,105,229,596,6248,7186,4075,3687,26,26,0,26,2506,99,22,42,0,14052,6443,3777,1278,713,975,1592,10156,574,1173,1047,750884
6162,97143,483,386,390,613,48,51,108,200,3981,5616,3738,42,244,449,324,435,22,33,26,137,412,1869,2359,0,42,70,66,39,60,39,27,18,1135,1662,4809,4490,9893
6436,94335,674,332,624,388,81,63,63,160,3389,4484,4000,80,558,237,437,258,13,49,25,26,1735,2891,0,2359,22,29,55,21,24,9,12,27,496,1906,4853,3453,8424
7087,110690,1102,374,512,591,108,67,72,203,4318,11468,4903,82,460,250,334,605,54,116,312,316,2040,0,2891,1869,99,115,88,45,62,53,40,57,2448,3748,3776,2543,13524
6548,101141,600,466,484,573,87,66,72,120,4260,5995,3914,93,451,261,538,434,23,36,42,47,0,2040,1735,412,2506,2423,1393,1247,1308,759,774,1233,3258,2327,5048,6946,10874
8890,102072,431,487,608,540,5444,3991,2485,3039,107,20,14,40,37,46,42,44,2811,4132,2780,0,47,316,26,137,26,0,0,0,3182,1734,3890,3835,0,24,24,24,5961
8352,94506,517,373,436,592,3343,4022,4966,2603,81,0,40,40,69,46,30,81,3334,3347,0,2780,42,312,25,26,0,0,0,0,3810,1988,3122,2732,0,0,0,0,6162
9584,110630,477,285,680,552,3851,4300,4113,794,137,2,24,50,36,80,86,79,3236,0,3347,4132,36,116,49,33,26,53,0,0,3960,4818,1769,2431,0,0,0,0,5087
9373,104386,453,293,496,656,3509,4628,4697,414,121,12,28,66,34,38,38,48,0,3236,3334,2811,23,54,13,22,26,0,51,0,4032,1404,1850,5715,0,0,27,24,3154
12499,140750,5427,5540,4000,4961,0,200,0,446,41,0,61,134,3660,3229,4963,0,48,79,81,44,434,605,258,435,3687,6722,3618,4700,0,0,0,0,0,0,0,0,5157
114932,136227,6136,5119,5159,2684,14,200,16,400,81,0,0,160,3797,3206,0,4963,38,86,30,42,538,334,437,324,4075,5624,4367,2920,0,24,0,0,0,0,0,27,4522
11422,129812,5749,3683,3644,5138,8,240,12,360,81,2,0,151,3886,0,3206,3229,38,80,46,46,261,250,237,449,7186,5260,3246,1928,24,0,24,24,0,24,0,0,3881
11452,133620,4056,5500,4718,5428,0,196,0,390,41,0,5,160,0,3886,3797,3660,34,36,69,37,451,460,558,244,6248,4328,4865,956,0,0,0,0,0,0,0,0,4044
357,76,203,287,58,68,50,68,46,333,458,282,138,0,160,151,160,134,66,50,40,40,93,82,80,42,596,578,976,607,209,86,14,86,747,401,407,377,182
4065,1049167,540,421,196,157,187,390,208,302,508,354,0,138,5,0,0,61,28,24,40,14,3914,4903,4000,3738,229,286,221,86,114,118,126,127,390,1144,1998,1524,557
3169,1048385,343,262,348,309,402,583,326,184,378,0,354,282,0,2,0,0,12,2,0,20,5995,11468,4484,5616,105,106,99,75,57,37,57,98,223,84,126,163,13908
6554,1045720,654,610,230,271,261,475,235,392,0,378,508,458,41,81,81,41,121,137,81,107,4260,4318,3389,3981,935,905,743,427,312,257,338,593,1074,954,2258,2599,591
1105,55736,491,791,198,152,164,242,200,0,392,184,302,333,390,360,400,446,414,794,2603,3039,120,203,160,200,1416,1507,1777,702,1048,371,870,582,497,1209,1851,1625,2853
6870,1052752,260,212,327,279,381,622,0,200,235,326,208,46,0,12,16,0,4697,4113,4966,2485,72,72,63,108,110,114,126,49,1243,1003,862,1395,51,95,124,150,551
6701,1046127,530,370,653,579,982,0,622,242,475,583,390,68,196,240,200,200,4628,4300,4022,3991,66,67,63,51,938,1321,1049,434,2091,1041,1588,2456,432,778,1345,1301,553
6852,1048724,307,257,282,333,0,982,381,164,261,402,187,50,0,8,14,0,3509,3851,3343,5444,87,108,81,48,177,137,132,89,1417,1306,834,1070,52,100,161,235,557
6605,1048069,390,322,563,0,333,579,279,152,271,309,157,68,5428,5138,2684,4961,656,552,592,540,573,591,388,613,1890,1251,516,833,54,48,53,77,64,62,107,108,530
6636,1061754,371,328,0,563,282,653,327,198,230,348,196,58,4718,3644,5159,4000,496,680,436,608,484,512,624,390,1227,1571,1300,563,147,102,94,96,43,69,222,207,540
4285,1045861,1127,0,328,322,257,370,212,791,610,262,421,287,5500,3683,5119,5540,293,285,373,487,466,374,332,386,1456,2198,2157,1355,392,444,519,532,440,599,977,957,989
6995,1053633,0,1127,371,390,307,530,260,491,654,343,540,203,4056,5749,6136,5427,453,477,517,431,600,1102,674,483,2763,2781,1637,1027,714,353,596,737,436,783,1215,1034,729
11099,0,1053633,1045861,1061754,1048069,1048724,1046127,1052752,55736,1045720,1048385,1049167,76,133620,129812,136227,140750,104386,110630,94506,102072,101141,110690,94335,97143,57516,59457,35782,25453,42048,27382,28146,37495,13025,17545,29984,29071,40877
0,11099,6995,4285,6636,6605,6852,6701,6870,1105,6554,3169,4065,357,11452,11422,114932,12499,9373,9584,8352,8890,6548,7087,6436,6162,31506,32406,21361,15176,22316,15340,15978,21657,7517,9498,16819,15895,300459

