13470989,446234,382410,418783,382274,382273,374396,526535,382228,0
13227453,445996,382846,418739,382485,382387,374372,529283,0,382228
13530758,733314,522482,559431,480672,480699,472778,0,529283,526535
14533529,440608,374505,408734,374472,374415,0,472778,374372,374396
13914200,446039,382443,418975,382344,0,374415,480699,382387,382273
13692964,445991,382428,418808,0,382344,374472,480672,382485,382274
15085861,485775,419004,0,418808,418975,408734,559431,418739,418783
13384625,446112,0,419004,382428,382443,374505,522482,382846,382410
12085459,0,446112,485775,445991,446039,440608,733314,445996,446234
0,12085459,13384625,15085861,13692964,13914200,14533529,13530758,13227453,13470989

