1433315,4519737,2124019,2146037,2243092,2226648,2146289,2197940,2174718,0
444444,4642301,2328319,2282452,2194571,2156407,2333559,2149287,0,2174718
991998,4479125,2102706,2104548,2231837,2209022,2080080,0,2149287,2197940
1412157,4616404,2294957,2258602,2134718,2112603,0,2080080,2333559,2146289
1004446,4486911,2116967,2113332,2222200,0,2112603,2209022,2156407,2226648
976831,4499445,2142784,2130763,0,2222200,2134718,2231837,2194571,2243092
475323,4556462,2219606,0,2130763,2113332,2258602,2104548,2282452,2146037
475212,4561151,0,2219606,2142784,2116967,2294957,2102706,2328319,2124019
1586225,0,4561151,4556462,4499445,4486911,4616404,4479125,4642301,4519737
0,1586225,475212,475323,976831,1004446,1412157,991998,444444,1433315

