13,24788874,5422415,108398795,25409224
14,21781092,4864033,96375259,23009504
15,19851940,4422442,88668738,21059684
10,15435188,3912060,71149691,18870380
11,16786204,4072990,76480035,19580192
9,13665007,3821226,64110939,18491012
8,12244084,3744619,58561580,18168460
5,14084584,3937412,65838619,18975780
12,16086850,3914216,73712850,18878740
4,13540542,3846242,63701363,18580428
7,19913065,4457113,88958347,21205856
6,12653496,3836859,60242868,18528792
2,18710842,4256083,84537779,20315248
3,18918852,4255705,85411108,20286804
1,16563619,4071732,76024954,19507116
0,10484853,3901544,51809518,18610396
