10013275,469170,402803,875390,658420,541015,1378336,986079,675894,521802,0
9982337,528536,480314,916696,830655,607405,1309466,1067622,668812,0,521802
10476983,934261,600163,1304388,817622,745092,1760135,1232155,0,668812,675894
10259898,976873,971182,1263165,1328788,1103258,1804032,0,1232155,1067622,986079
14991519,1235462,1057434,2372335,1380295,1416035,0,1804032,1760135,1309466,1378336
11106030,635274,485409,851208,858308,0,1416035,1103258,745092,607405,541015
9330599,639537,575162,1017277,0,858308,1380295,1328788,817622,830655,658420
13302124,777757,691157,0,1017277,851208,2372335,1263165,1304388,916696,875390
9329539,418610,0,691157,575162,485409,1057434,971182,600163,480314,402803
5169560,0,418610,777757,639537,635274,1235462,976873,934261,528536,469170
0,5169560,9329539,13302124,9330599,11106030,14991519,10259898,10476983,9982337,10013275

